dataset,auroc_effort_attack_vs_benign,benign_effort_p50,benign_effort_p90,attack_effort_p50,attack_effort_p10,attack_share_above_benign_p90
cicids,0.8091367195381801,0.4829777323756469,15.023149837827786,11.830166354455198,2.15830605606641,0.0005531313379632474
synthetic,0.4606809974290244,1.0954961754867054,2.0115815258519776,0.9971278671895003,0.12080108742641642,0.25471698113207547
