challenger,vs,retention_axis,challenger_recovery,ref_recovery,challenger_retention,ref_retention,dominates_by_mean,challenger_recovery_r0.9,ref_recovery_r0.9,P_dominates_bootstrap,dominates_at_both_ratios
d1_E2_g3,sharecap_c0.03,synthetic r0.2,0.8655800319772606,1.0028690708829278,0.9424164524421592,0.9789203084832905,False,,1.001409406753753,0.0,False
d1_E2_g3,sharecap_c0.03,cicids r0.2,0.8655800319772606,1.0028690708829278,0.6635472370766489,0.7366310160427807,False,,1.001409406753753,0.0,False
d1_E2_g3,sharecap_c0.05,synthetic r0.05,0.8655800319772606,0.999475928228815,0.7127937336814623,0.9984334203655354,False,,1.0004456212530248,0.0,False
d1_E2_g3,sharecap_c0.05,synthetic r0.2,0.8655800319772606,0.999475928228815,0.9424164524421592,0.9861182519280206,False,,1.0004456212530248,0.0,False
d1_E2_g3,sharecap_c0.05,cicids r0.2,0.8655800319772606,0.999475928228815,0.6635472370766489,0.8072638146167559,False,,1.0004456212530248,0.0,False
d1_E2_g3,sharecap_c0.08,synthetic r0.05,0.8655800319772606,0.9924054006040149,0.7127937336814623,1.0,False,,0.9954764261175507,0.0,False
d1_E2_g3,sharecap_c0.08,synthetic r0.2,0.8655800319772606,0.9924054006040149,0.9424164524421592,0.9943444730077119,False,,0.9954764261175507,0.0,False
d1_E2_g3,sharecap_c0.08,cicids r0.2,0.8655800319772606,0.9924054006040149,0.6635472370766489,0.8335561497326204,False,,0.9954764261175507,0.0,False
d1_E32_g1,knn,synthetic r0.05,0.9731923965180316,0.9894563865695506,0.36657963446475195,0.4234986945169713,False,,0.9909010358103312,0.01625,False
d1_E32_g1,knn,synthetic r0.2,0.9731923965180316,0.9894563865695506,0.873521850899743,0.7840616966580977,False,,0.9909010358103312,0.06775,False
d1_E32_g1,knn,cicids r0.2,0.9731923965180316,0.9894563865695506,0.6581996434937611,0.6584224598930482,False,,0.9909010358103312,0.029,False
d1_E32_g1,uniform_w0.1,synthetic r0.05,0.9731923965180316,0.988807958784864,0.36657963446475195,0.9122715404699739,False,,0.4332941255719238,0.0,False
d1_E32_g1,uniform_w0.1,synthetic r0.2,0.9731923965180316,0.988807958784864,0.873521850899743,0.9763496143958869,False,,0.4332941255719238,0.0,False
d1_E32_g1,uniform_w0.1,cicids r0.2,0.9731923965180316,0.988807958784864,0.6581996434937611,0.7410873440285204,False,,0.4332941255719238,0.0,False
d1_E32_g1,uniform_w0.05,synthetic r0.05,0.9731923965180316,0.9980547166459407,0.36657963446475195,0.7107049608355093,False,,0.5220504795610112,0.0,False
d1_E32_g1,uniform_w0.05,synthetic r0.2,0.9731923965180316,0.9980547166459407,0.873521850899743,0.9604113110539844,False,,0.5220504795610112,0.0,False
d1_E32_g1,uniform_w0.05,cicids r0.2,0.9731923965180316,0.9980547166459407,0.6581996434937611,0.7054367201426025,False,,0.5220504795610112,0.00025,False
d1_E32_g1,sharecap_c0.03,synthetic r0.05,0.9731923965180316,1.0028690708829278,0.36657963446475195,0.9932114882506528,False,,1.001409406753753,0.0,False
d1_E32_g1,sharecap_c0.03,synthetic r0.2,0.9731923965180316,1.0028690708829278,0.873521850899743,0.9789203084832905,False,,1.001409406753753,0.0,False
d1_E32_g1,sharecap_c0.03,cicids r0.2,0.9731923965180316,1.0028690708829278,0.6581996434937611,0.7366310160427807,False,,1.001409406753753,0.0,False
d1_E32_g1,sharecap_c0.05,synthetic r0.05,0.9731923965180316,0.999475928228815,0.36657963446475195,0.9984334203655354,False,,1.0004456212530248,0.0,False
d1_E32_g1,sharecap_c0.05,synthetic r0.2,0.9731923965180316,0.999475928228815,0.873521850899743,0.9861182519280206,False,,1.0004456212530248,0.0,False
d1_E32_g1,sharecap_c0.05,cicids r0.2,0.9731923965180316,0.999475928228815,0.6581996434937611,0.8072638146167559,False,,1.0004456212530248,0.0,False
d1_E32_g1,sharecap_c0.08,synthetic r0.05,0.9731923965180316,0.9924054006040149,0.36657963446475195,1.0,False,,0.9954764261175507,0.0,False
d1_E32_g1,sharecap_c0.08,synthetic r0.2,0.9731923965180316,0.9924054006040149,0.873521850899743,0.9943444730077119,False,,0.9954764261175507,0.0,False
d1_E32_g1,sharecap_c0.08,cicids r0.2,0.9731923965180316,0.9924054006040149,0.6581996434937611,0.8335561497326204,False,,0.9954764261175507,0.0,False
d1_E32_g2,knn,synthetic r0.05,0.9910463670278913,0.9894563865695506,0.02767624020887729,0.4234986945169713,False,,0.9909010358103312,0.0,False
d1_E32_g2,knn,synthetic r0.2,0.9910463670278913,0.9894563865695506,0.04010282776349617,0.7840616966580977,False,,0.9909010358103312,0.0,False
d1_E32_g2,knn,cicids r0.2,0.9910463670278913,0.9894563865695506,0.6439393939393939,0.6584224598930482,False,,0.9909010358103312,0.0,False
d1_E32_g2,uniform_w0.1,synthetic r0.05,0.9910463670278913,0.988807958784864,0.02767624020887729,0.9122715404699739,False,,0.4332941255719238,0.0,False
d1_E32_g2,uniform_w0.1,synthetic r0.2,0.9910463670278913,0.988807958784864,0.04010282776349617,0.9763496143958869,False,,0.4332941255719238,0.0,False
d1_E32_g2,uniform_w0.1,cicids r0.2,0.9910463670278913,0.988807958784864,0.6439393939393939,0.7410873440285204,False,,0.4332941255719238,0.00025,False
d1_E32_g2,uniform_w0.05,synthetic r0.05,0.9910463670278913,0.9980547166459407,0.02767624020887729,0.7107049608355093,False,,0.5220504795610112,0.0,False
d1_E32_g2,uniform_w0.05,synthetic r0.2,0.9910463670278913,0.9980547166459407,0.04010282776349617,0.9604113110539844,False,,0.5220504795610112,0.0,False
d1_E32_g2,uniform_w0.05,cicids r0.2,0.9910463670278913,0.9980547166459407,0.6439393939393939,0.7054367201426025,False,,0.5220504795610112,0.00125,False
d1_E32_g2,sharecap_c0.03,synthetic r0.05,0.9910463670278913,1.0028690708829278,0.02767624020887729,0.9932114882506528,False,,1.001409406753753,0.0,False
d1_E32_g2,sharecap_c0.03,synthetic r0.2,0.9910463670278913,1.0028690708829278,0.04010282776349617,0.9789203084832905,False,,1.001409406753753,0.0,False
d1_E32_g2,sharecap_c0.03,cicids r0.2,0.9910463670278913,1.0028690708829278,0.6439393939393939,0.7366310160427807,False,,1.001409406753753,0.0,False
d1_E32_g2,sharecap_c0.05,synthetic r0.05,0.9910463670278913,0.999475928228815,0.02767624020887729,0.9984334203655354,False,,1.0004456212530248,0.0,False
d1_E32_g2,sharecap_c0.05,synthetic r0.2,0.9910463670278913,0.999475928228815,0.04010282776349617,0.9861182519280206,False,,1.0004456212530248,0.0,False
d1_E32_g2,sharecap_c0.05,cicids r0.2,0.9910463670278913,0.999475928228815,0.6439393939393939,0.8072638146167559,False,,1.0004456212530248,0.0,False
d1_E32_g2,sharecap_c0.08,synthetic r0.05,0.9910463670278913,0.9924054006040149,0.02767624020887729,1.0,False,,0.9954764261175507,0.0,False
d1_E32_g2,sharecap_c0.08,synthetic r0.2,0.9910463670278913,0.9924054006040149,0.04010282776349617,0.9943444730077119,False,,0.9954764261175507,0.0,False
d1_E32_g2,sharecap_c0.08,cicids r0.2,0.9910463670278913,0.9924054006040149,0.6439393939393939,0.8335561497326204,False,,0.9954764261175507,0.0,False
d1_E32_g3,knn,synthetic r0.05,0.9939864984899627,0.9894563865695506,0.025065274151436046,0.4234986945169713,False,,0.9909010358103312,0.0,False
d1_E32_g3,knn,synthetic r0.2,0.9939864984899627,0.9894563865695506,0.031876606683804626,0.7840616966580977,False,,0.9909010358103312,0.0,False
d1_E32_g3,knn,cicids r0.2,0.9939864984899627,0.9894563865695506,0.6454991087344027,0.6584224598930482,False,,0.9909010358103312,0.0,False
d1_E32_g3,uniform_w0.1,synthetic r0.05,0.9939864984899627,0.988807958784864,0.025065274151436046,0.9122715404699739,False,,0.4332941255719238,0.0,False
d1_E32_g3,uniform_w0.1,synthetic r0.2,0.9939864984899627,0.988807958784864,0.031876606683804626,0.9763496143958869,False,,0.4332941255719238,0.0,False
d1_E32_g3,uniform_w0.1,cicids r0.2,0.9939864984899627,0.988807958784864,0.6454991087344027,0.7410873440285204,False,,0.4332941255719238,0.00075,False
d1_E32_g3,uniform_w0.05,synthetic r0.05,0.9939864984899627,0.9980547166459407,0.025065274151436046,0.7107049608355093,False,,0.5220504795610112,0.0,False
d1_E32_g3,uniform_w0.05,synthetic r0.2,0.9939864984899627,0.9980547166459407,0.031876606683804626,0.9604113110539844,False,,0.5220504795610112,0.0,False
d1_E32_g3,uniform_w0.05,cicids r0.2,0.9939864984899627,0.9980547166459407,0.6454991087344027,0.7054367201426025,False,,0.5220504795610112,0.0025,False
d1_E32_g3,sharecap_c0.03,synthetic r0.05,0.9939864984899627,1.0028690708829278,0.025065274151436046,0.9932114882506528,False,,1.001409406753753,0.0,False
d1_E32_g3,sharecap_c0.03,synthetic r0.2,0.9939864984899627,1.0028690708829278,0.031876606683804626,0.9789203084832905,False,,1.001409406753753,0.0,False
d1_E32_g3,sharecap_c0.03,cicids r0.2,0.9939864984899627,1.0028690708829278,0.6454991087344027,0.7366310160427807,False,,1.001409406753753,0.0,False
d1_E32_g3,sharecap_c0.05,synthetic r0.05,0.9939864984899627,0.999475928228815,0.025065274151436046,0.9984334203655354,False,,1.0004456212530248,0.0,False
d1_E32_g3,sharecap_c0.05,synthetic r0.2,0.9939864984899627,0.999475928228815,0.031876606683804626,0.9861182519280206,False,,1.0004456212530248,0.0,False
d1_E32_g3,sharecap_c0.05,cicids r0.2,0.9939864984899627,0.999475928228815,0.6454991087344027,0.8072638146167559,False,,1.0004456212530248,0.0,False
d1_E32_g3,sharecap_c0.08,synthetic r0.05,0.9939864984899627,0.9924054006040149,0.025065274151436046,1.0,False,,0.9954764261175507,0.0,False
d1_E32_g3,sharecap_c0.08,synthetic r0.2,0.9939864984899627,0.9924054006040149,0.031876606683804626,0.9943444730077119,False,,0.9954764261175507,0.0,False
d1_E32_g3,sharecap_c0.08,cicids r0.2,0.9939864984899627,0.9924054006040149,0.6454991087344027,0.8335561497326204,False,,0.9954764261175507,0.0,False
d1_E4_g1,knn,synthetic r0.05,0.8556404334695328,0.9894563865695506,0.9566579634464754,0.4234986945169713,False,,0.9909010358103312,0.00875,False
d1_E4_g1,knn,synthetic r0.2,0.8556404334695328,0.9894563865695506,0.9804627249357325,0.7840616966580977,False,,0.9909010358103312,0.01125,False
d1_E4_g1,knn,cicids r0.2,0.8556404334695328,0.9894563865695506,0.7399732620320856,0.6584224598930482,False,,0.9909010358103312,0.011,False
d1_E4_g1,uniform_w0.1,synthetic r0.05,0.8556404334695328,0.988807958784864,0.9566579634464754,0.9122715404699739,False,,0.4332941255719238,0.011,False
d1_E4_g1,uniform_w0.1,synthetic r0.2,0.8556404334695328,0.988807958784864,0.9804627249357325,0.9763496143958869,False,,0.4332941255719238,0.0095,False
d1_E4_g1,uniform_w0.1,cicids r0.2,0.8556404334695328,0.988807958784864,0.7399732620320856,0.7410873440285204,False,,0.4332941255719238,0.00275,False
d1_E4_g1,uniform_w0.05,synthetic r0.05,0.8556404334695328,0.9980547166459407,0.9566579634464754,0.7107049608355093,False,,0.5220504795610112,0.0075,False
