model,threshold_mode,jitter,poison_ratio,fidelity_median,n_seeds,delta_fpr,delta_fpr_sd,delta_tpr,delta_tpr_sd,sigma_control_fpr,sigma_control_tpr,exceeds_noise
rf,recalibrated,0.1,0.5,0.09030748479091485,5,0.0002899999999999996,0.00039788503364665534,0.015254924211720877,0.025316355077851186,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.2,0.02,0.1727840759535501,5,0.0001249999999999994,0.00023651109910530676,-0.03535705601037524,0.01565149265599433,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.2,0.05,0.17261343271534899,5,4.99999999999997e-05,0.0003473110997362458,-0.055799627137877915,0.0425034949113859,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.2,0.1,0.17262102139585886,5,-0.00029500000000000045,0.0009895390340961794,-0.047645294642133386,0.05784863736440915,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.2,0.2,0.17261844716975422,5,0.0003099999999999995,0.0004823769273089254,-0.0609710626570479,0.07195238501937387,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.3,0.005,0.25203698837677624,5,0.0003249999999999996,0.0004996874022826672,0.026602901839993566,0.0366502355581854,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.3,0.01,0.25600611954755365,5,-0.0002750000000000006,0.001165118019773105,0.006160330712490914,0.041983370282269936,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.3,0.02,0.25566771391426557,5,0.0001499999999999998,0.0005108204185425642,-0.045618870065656146,0.049677331251108806,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.3,0.05,0.254252395813183,5,-0.0001750000000000005,0.0009222933372848359,-0.06301369863013698,0.033511235098816095,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.3,0.1,0.25432074795894133,5,-0.00023500000000000048,0.0007528280016046164,-0.05557266758531245,0.028673648545488067,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.3,0.2,0.25405201657983284,5,-8.000000000000056e-05,0.000774072025072603,-0.07358352922104242,0.04544866558043984,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.3,0.5,0.25354973425167204,5,0.0002349999999999998,0.0006387487769068528,-0.015935802869417183,0.022391292855314007,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,0.7,0.02,0.5602404002212811,5,0.0003249999999999996,0.0005028046340279692,-0.06578584745075784,0.03757612375420805,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.7,0.05,0.5599149552431368,5,0.00022999999999999965,0.0005191338940966965,-0.08530436897138685,0.025496744274171153,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.7,0.1,0.5598887757901365,5,-0.00025000000000000055,0.0008919781387455636,-0.09020021074815592,0.03061666140610436,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,0.7,0.2,0.5591151059912842,5,-0.0005650000000000006,0.0014586594873376036,-0.1089892194212531,0.03841158636757059,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,1.5,0.005,1.0610277222805933,5,0.00027499999999999953,0.00047990884551131155,0.024916916592364457,0.031322027185429896,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,1.5,0.01,1.062867229170972,5,-2.0000000000000574e-05,0.0006713791775144652,0.0037610440139418167,0.03936151634703987,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,1.5,0.02,1.0621106413443386,5,-3.0000000000000512e-05,0.0008837774041012814,-0.04510010537407796,0.042291577037484464,0.0006087658978354052,0.030293837226850393,False
rf,recalibrated,1.5,0.05,1.0591578042930059,5,0.0002599999999999998,0.00045846210312303943,-0.0636621544946097,0.02405116540111789,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,1.5,0.1,1.0581742146559063,5,0.0001549999999999996,0.0005161152971962764,-0.092421172083975,0.0168890933665661,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,1.5,0.2,1.0542563956797593,5,0.00026499999999999994,0.0005079370039680118,-0.10329901921050495,0.0383402357428248,0.0006087658978354052,0.030293837226850393,True
rf,recalibrated,1.5,0.5,1.05365202140995,5,0.0003049999999999997,0.0005277902045320661,-0.09533922347410226,0.030677064442320462,0.0006087658978354052,0.030293837226850393,True
xgboost,fixed,0.0,0.005,0.01060213354774478,5,-0.004505000000000001,0.007206602875141658,0.006095485126043609,0.008719260145044858,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.0,0.01,0.010494820840572301,5,-0.0003950000000000002,0.015188610041738512,0.015660209127016288,0.01036823060420017,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.0,0.02,0.010353908058669519,5,0.114235,0.11276144842099182,0.028856285969036267,0.02142428219268503,0.009977865822787507,0.006205554882063034,True
xgboost,fixed,0.0,0.05,0.01043168219051888,5,0.7259650000000001,0.03912893989747233,0.08274296830671968,0.020795058026061634,0.009977865822787507,0.006205554882063034,True
xgboost,fixed,0.0,0.1,0.01052298411922124,5,0.901975,0.028290805706094664,0.12447110318553947,0.009173165448507053,0.009977865822787507,0.006205554882063034,True
xgboost,fixed,0.0,0.2,0.011071405657643599,5,0.944205,0.017939162814914186,0.13102050741671392,0.008186675034136068,0.009977865822787507,0.006205554882063034,True
xgboost,fixed,0.0,0.5,0.01079352064720268,5,0.944015,0.018635589271606114,0.1312474669692794,0.00820267032564413,0.009977865822787507,0.006205554882063034,True
xgboost,fixed,0.01,0.005,0.014301275655447398,5,-0.0017349999999999998,0.015012958985489835,-0.0004701305017427382,0.011121862879521783,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.01,0.01,0.01428035207804056,5,-0.006060000000000001,0.006155805186975947,0.0047175164140390805,0.009469176537822723,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.01,0.02,0.013824327365341098,5,0.0062650000000000015,0.011250049999888889,-0.015368403988003565,0.00593617205849177,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.01,0.05,0.013948018330317979,5,-0.008445,0.010688755774176899,0.013066385669125413,0.004483264590728662,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.01,0.1,0.013918432479111897,5,0.003204999999999998,0.012637387487135145,0.048536921455783436,0.016858430022111275,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.01,0.2,0.01438114403506926,5,0.002595,0.01574030852620113,0.07327551268541779,0.00594954942688792,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.01,0.5,0.014164875736471998,5,0.02546,0.03795295031351317,0.0590094836670179,0.0295488559616495,0.009977865822787507,0.006205554882063034,True
xgboost,fixed,0.02,0.02,0.02204922069456334,5,0.012045,0.011997387736503308,-0.016357299181324492,0.009989660694451775,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.02,0.05,0.02216913023794056,5,-0.00966,0.010419776869012118,0.012126124665639981,0.01879068009305594,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.02,0.1,0.02205628086915842,5,0.007235,0.014394243641122654,0.05289778714436248,0.02369066963748092,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.02,0.2,0.02234033452151992,5,0.00414,0.010447855641230885,0.07295128475318151,0.010990173155110637,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.03,0.005,0.03145792863549116,5,-0.007050000000000001,0.011222229613583923,0.004587825241144539,0.0028974895422547208,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.03,0.01,0.03098623543654786,5,-0.0052250000000000005,0.007791241075720861,0.009289130258571764,0.0052592179275269555,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.03,0.02,0.030852270334861383,5,0.011620000000000002,0.01382083345894885,-0.017119234822079932,0.013572434519918134,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.03,0.05,0.030930574590417405,5,-0.00585,0.0103839118351419,0.011655994163897242,0.010778811194056314,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.03,0.1,0.030937541539799142,5,-0.002225,0.010111024305182932,0.01888627705276811,0.01507747040426221,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.03,0.2,0.03114576622709776,5,0.0037949999999999985,0.0167102550848274,0.06862284185782608,0.009156676993241667,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.03,0.5,0.03109014898322236,5,0.021139999999999996,0.034510091821089085,0.06551025370835692,0.004464540335876069,0.009977865822787507,0.006205554882063034,True
xgboost,fixed,0.05,0.02,0.048231209145673706,5,0.0069999999999999975,0.012866696351433806,-0.011639782767285434,0.006971041920107009,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.05,0.05,0.0483015871788877,5,-0.007819999999999999,0.010896536146867955,0.012255815838534478,0.011214812883580293,0.009977865822787507,0.006205554882063034,False
