scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset,d1_estar,d1_gamma,d1_components,d1_quantile,d1_reference,d1_estar_effective,uniform_w,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9408393039918117,0.2,0,fixed,0.7930201292037964,30000,0,0.0,,,0.0,0.0,2.4888796000159346,0.000525,0.7422387938720921,0.997711919808237,0.851220079014641,0.9807415579152144,39979,21,3180,9157,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7602029052340328,4337,0.9935,4000,0.4715,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9408393039918117,0.2,0,recalibrated,0.29643574357032776,30000,0,0.0,,,0.0,0.0,2.4888796000159346,0.00875,0.8339142417119235,0.9670990787742056,0.895582154515778,0.9807415579152144,39650,350,2049,10288,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8081623241872262,4337,0.9955,4000,0.70025,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9383828045035824,0.2,1,fixed,0.7930201292037964,30375,375,0.012345679012345678,1.0,0.0,0.012345679012345678,2.6100024115294218e-05,1.1298111000214703,0.001225,0.7111129123774013,0.9944457039220131,0.829245238432818,0.985858921334198,39951,49,3564,8773,375,7117.734690074969,4016148.2007395485,17713.74999178097,375,7117.734690074969,4016148.2007395485,17713.74999178097,True,False,0.714549227576666,4337,0.9935,4000,0.425,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9383828045035824,0.2,1,recalibrated,0.2591445744037628,30375,375,0.012345679012345678,1.0,0.0,0.012345679012345678,2.6100024115294218e-05,1.1298111000214703,0.007575,0.8463159601199644,0.9717982129560685,0.9047268315930853,0.985858921334198,39697,303,1896,10441,375,7117.734690074969,4016148.2007395485,17713.74999178097,375,7117.734690074969,4016148.2007395485,17713.74999178097,True,False,0.8201521789255246,4337,0.99575,4000,0.72525,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9410440122824975,0.2,2,fixed,0.7930201292037964,30750,750,0.024390243902439025,1.0,0.0,0.024390243902439025,2.929999027401209e-05,1.0417881999746896,0.004125,0.6829861392558969,0.9807938540332907,0.805237003058104,0.9856300397179217,39835,165,3911,8426,750,15509.894582408335,11860232.083251826,45475.56499380985,375,8392.159892333366,7844083.882512278,27761.815002028878,True,False,0.7152409499654139,4337,0.99125,4000,0.33975,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9410440122824975,0.2,2,recalibrated,0.31401506066322327,30750,750,0.024390243902439025,1.0,0.0,0.024390243902439025,2.929999027401209e-05,1.0417881999746896,0.009975,0.8056253546243008,0.961404526987812,0.8766482910694597,0.9856300397179217,39601,399,2398,9939,750,15509.894582408335,11860232.083251826,45475.56499380985,375,8392.159892333366,7844083.882512278,27761.815002028878,True,False,0.8141572515563754,4337,0.9955,4000,0.6065,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9346980552712385,0.2,3,fixed,0.7930201292037964,31125,1125,0.03614457831325301,1.0,0.0,0.03614457831325301,3.0800001695752144e-05,1.1427108000207227,0.004075,0.6979006241387695,0.9814202667274593,0.8157271435338702,0.9799615759503931,39837,163,3727,8610,1125,26082.540254960204,30571944.18846612,83380.59325239185,375,10572.64567255187,18711712.105214294,37905.028258581995,True,False,0.7041733917454461,4337,0.994,4000,0.395,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9346980552712385,0.2,3,recalibrated,0.383253812789917,31125,1125,0.03614457831325301,1.0,0.0,0.03614457831325301,3.0800001695752144e-05,1.1427108000207227,0.009875,0.7727972764853692,0.9602175445664216,0.8563729452977634,0.9799615759503931,39605,395,2803,9534,1125,26082.540254960204,30571944.18846612,83380.59325239185,375,10572.64567255187,18711712.105214294,37905.028258581995,True,False,0.8058565828913996,4337,0.99525,4000,0.5145,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9381780962128966,0.2,4,fixed,0.7930201292037964,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,2.099998528137803e-05,1.181426900002407,0.004125,0.6965226554267651,0.9811600822105504,0.8146954254562693,0.9830671253140958,39835,165,3744,8593,1500,32643.387165568736,33945575.51944759,114764.02989871945,375,6560.846910608531,3373631.330981467,31383.436646327616,True,False,0.6995619091537929,4337,0.99325,4000,0.3965,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
a1,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9381780962128966,0.2,4,recalibrated,0.24978084862232208,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,2.099998528137803e-05,1.181426900002407,0.00735,0.7997081948609873,0.9710629921259842,0.8770947237409432,0.9830671253140958,39706,294,2471,9866,1500,32643.387165568736,33945575.51944759,114764.02989871945,375,6560.846910608531,3373631.330981467,31383.436646327616,True,False,0.8153101222042887,4337,0.99625,4000,0.58625,4000,0.3,1.0,cicids,,,,,,,,0.2553490911233763,0.188079015693161,0.3326843032550195,2000
