scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10092118730808597,0.0,0,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.6558822999995755,0.053675,0.8803598930047823,0.8349477244772447,0.8570526731110673,0.9834592121261246,37853,2147,1476,10861,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8764122665436938,4337,0.99675,4000,0.76825,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10092118730808597,0.0,0,recalibrated,0.3517208993434906,30000,0,0.0,,,0.0,0.0,1.6558822999995755,0.006325,0.7968712004539191,0.974910749702499,0.8769457205298603,0.9834592121261246,39747,253,2506,9831,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8095457689647222,4337,0.99475,4000,0.58525,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09457523029682702,0.0,1,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.140362400000413,0.03675,0.8746859041906461,0.8801076584291656,0.8773884055614278,0.9839636084542434,38530,1470,1546,10791,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8727230804703712,4337,0.99675,4000,0.75475,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09457523029682702,0.0,1,recalibrated,0.3846970498561859,30000,0,0.0,,,0.0,0.0,1.140362400000413,0.007425,0.8326983869660372,0.9719016083254494,0.8969310691055136,0.9839636084542434,39703,297,2064,10273,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8058565828913996,4337,0.99575,4000,0.69875,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09477993858751277,0.0,2,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.1591902000000118,0.064825,0.8904920158871686,0.8090433758008689,0.8478160209908936,0.9846291916592365,37407,2593,1351,10986,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.880332026746599,4337,0.99675,4000,0.79525,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09477993858751277,0.0,2,recalibrated,0.29894188046455383,30000,0,0.0,,,0.0,0.0,1.1591902000000118,0.00985,0.8365891221528735,0.9632291180587961,0.8954537567239286,0.9846291916592365,39606,394,2016,10321,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.813004380908462,4337,0.996,4000,0.70275,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09416581371545552,0.0,3,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.0835781000005227,0.06525,0.8768744427332414,0.8056300268096515,0.839743838540656,0.980429299059739,37390,2610,1519,10818,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8736453769887018,4337,0.99675,4000,0.7605,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09416581371545552,0.0,3,recalibrated,0.3653770685195923,30000,0,0.0,,,0.0,0.0,1.0835781000005227,0.006525,0.7987355110642782,0.9741967375185369,0.8777837163727061,0.980429299059739,39739,261,2483,9854,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8074706017984782,4337,0.9955,4000,0.5925,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09723643807574212,0.0,4,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.1040861000001314,0.056275,0.8695793142579233,0.8265659912165806,0.8475272554905988,0.9791354229148092,37749,2251,1609,10728,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8747982476366152,4337,0.9965,4000,0.737,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09723643807574212,0.0,4,recalibrated,0.5808464884757996,30000,0,0.0,,,0.0,0.0,1.1040861000001314,0.009325,0.7819567155710464,0.9627744510978044,0.8629959296864517,0.9791354229148092,39627,373,2690,9647,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7860272077472907,4337,0.99475,4000,0.56475,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09600818833162739,0.0,5,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.0955284000001484,0.0709,0.8772797276485369,0.7923713302584376,0.8326665640867825,0.9828495116316771,37164,2836,1514,10823,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8736453769887018,4337,0.99675,4000,0.76175,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09600818833162739,0.0,5,recalibrated,0.5144144296646118,30000,0,0.0,,,0.0,0.0,1.0955284000001484,0.006375,0.8244305746940099,0.9755419144446575,0.89364319290076,0.9828495116316771,39745,255,2166,10171,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7970947659672585,4337,0.995,4000,0.6835,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09846468781985673,0.0,6,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.1243947000002663,0.060175,0.8909783577855233,0.8203597283379357,0.8542119987566056,0.9791258946664505,37593,2407,1345,10992,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8764122665436938,4337,0.99675,4000,0.801,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09846468781985673,0.0,6,recalibrated,0.45459648966789246,30000,0,0.0,,,0.0,0.0,1.1243947000002663,0.007625,0.8027883602172328,0.9701244000391811,0.8785593896921849,0.9791258946664505,39695,305,2433,9904,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8058565828913996,4337,0.99525,4000,0.607,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.1033776867963152,0.0,7,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.1225682000003872,0.0595,0.8635810975115507,0.8174006444683136,0.8398565291080368,0.9826191588311584,37620,2380,1683,10654,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8777957113211897,4337,0.9965,4000,0.71525,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.1033776867963152,0.0,7,recalibrated,0.315440833568573,30000,0,0.0,,,0.0,0.0,1.1225682000003872,0.00635,0.7953311177757963,0.9747665408305186,0.8759541132883988,0.9826191588311584,39746,254,2525,9812,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7994005072630851,4337,0.99575,4000,0.5905,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,8,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.0972615000000587,0.026925,0.8904109589041096,0.9107113248217543,0.9004467396204762,0.985609234416795,38923,1077,1352,10985,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8734148028591192,4337,0.997,4000,0.80225,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,8,recalibrated,0.13777634501457214,30000,0,0.0,,,0.0,0.0,1.0972615000000587,0.00775,0.8551511712734052,0.9714548802946593,0.9096003793594,0.985609234416795,39690,310,1787,10550,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8462070555683652,4337,0.9965,4000,0.7235,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09969293756397135,0.0,9,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.1357831000004808,0.047525,0.8788198103266597,0.8508200580710978,0.8645933014354068,0.9828716867958175,38099,1901,1495,10842,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8771039889324418,4337,0.99675,4000,0.76275,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09969293756397135,0.0,9,recalibrated,0.27061060070991516,30000,0,0.0,,,0.0,0.0,1.1357831000004808,0.0096,0.8363459512036961,0.9641188562885442,0.8956985980294283,0.9828716867958175,39616,384,2019,10318,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8160018445930367,4337,0.99575,4000,0.699,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.1025588536335722,0.0,10,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.0783391000004485,0.0469,0.8645537813082597,0.8504225801307607,0.8574299610112947,0.9828350135770446,38124,1876,1671,10666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8750288217661978,4337,0.99675,4000,0.721,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.1025588536335722,0.0,10,recalibrated,0.26495254039764404,30000,0,0.0,,,0.0,0.0,1.0783391000004485,0.0098,0.8351300964578099,0.9633473585787752,0.8946682875998612,0.9828350135770446,39608,392,2034,10303,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8074706017984782,4337,0.996,4000,0.70425,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10399181166837257,0.0,11,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.111374699999942,0.054825,0.868444516495096,0.8300921980320756,0.8488353668198384,0.9802828919105131,37807,2193,1623,10714,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8736453769887018,4337,0.99725,4000,0.734,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10399181166837257,0.0,11,recalibrated,0.2803816497325897,30000,0,0.0,,,0.0,0.0,1.111374699999942,0.009975,0.80927291886196,0.9615718000577868,0.8788732394366198,0.9802828919105131,39601,399,2353,9984,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8120820843901314,4337,0.996,4000,0.6195,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09498464687819852,0.0,12,fixed,0.04687696695327759,30000,0,0.0,,,0.0,0.0,1.0932934000002206,0.061475,0.8771986706654779,0.8148482794970259,0.8448746974783355,0.983219839709816,37541,2459,1515,10822,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8734148028591192,4337,0.99675,4000,0.76175,4000,,1.0,cicids
control,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09498464687819852,0.0,12,recalibrated,0.40147069096565247,30000,0,0.0,,,0.0,0.0,1.0932934000002206,0.0093,0.7936289211315555,0.9633966348519138,0.870311111111111,0.983219839709816,39628,372,2546,9791,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7980170624855891,4337,0.99575,4000,0.58675,4000,,1.0,cicids
