scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset,d1_estar,d1_gamma,d1_components,d1_quantile,d1_reference,d1_estar_effective,uniform_w,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9363357215967246,0.5,0,fixed,0.32942160964012146,30000,0,0.0,,,0.0,0.0,0.889530200016452,0.012675,0.8043284428953554,0.9513902205177373,0.8717002679316554,0.9834592121261246,39493,507,2414,9923,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8102374913534701,4337,0.99475,4000,0.6075,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9363357215967246,0.5,0,recalibrated,0.3517208993434906,30000,0,0.0,,,0.0,0.0,0.889530200016452,0.006325,0.7968712004539191,0.974910749702499,0.8769457205298603,0.9834592121261246,39747,253,2506,9831,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8095457689647222,4337,0.99475,4000,0.58525,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9355168884339816,0.5,1,fixed,0.32942160964012146,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,2.3499975213781e-05,0.972664300003089,0.005025,0.7962227445894464,0.9799481245011972,0.8785832476186217,0.9869909550539029,39799,201,2514,9823,1500,25571.765415843583,12108394.077574369,26323.55690964193,1500,25571.765415843583,12108394.077574369,26323.55690964193,True,False,0.8088540465759742,4337,0.9955,4000,0.58325,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9355168884339816,0.5,1,recalibrated,0.10922478884458542,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,2.3499975213781e-05,0.972664300003089,0.008,0.8450190483910189,0.9702187063750581,0.9033012737197816,0.9869909550539029,39680,320,1912,10425,1500,25571.765415843583,12108394.077574369,26323.55690964193,1500,25571.765415843583,12108394.077574369,26323.55690964193,True,False,0.8671893013603874,4337,0.9965,4000,0.6695,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9359263050153531,0.5,2,fixed,0.32942160964012146,33000,3000,0.09090909090909091,1.0,0.0,0.09090909090909091,2.6599998818710446e-05,0.9432935999939218,0.003075,0.8328605009321554,0.9881708020773226,0.9038926764899933,0.9892919064602416,39877,123,2062,10275,3000,50356.73437969676,23569384.60473339,53700.954896241965,1500,24784.96896385318,11460990.52715902,27377.397986600037,True,False,0.7666589808623473,4337,0.9945,4000,0.743,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9359263050153531,0.5,2,recalibrated,0.12106953561306,33000,3000,0.09090909090909091,1.0,0.0,0.09090909090909091,2.6599998818710446e-05,0.9432935999939218,0.00945,0.8708762259868688,0.96601330695918,0.9159810733620358,0.9892919064602416,39622,378,1593,10744,3000,50356.73437969676,23569384.60473339,53700.954896241965,1500,24784.96896385318,11460990.52715902,27377.397986600037,True,False,0.8635001152870648,4337,0.9955,4000,0.75425,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9316274309109519,0.5,3,fixed,0.32942160964012146,34500,4500,0.13043478260869565,1.0,0.0,0.13043478260869565,3.100000321865082e-05,1.0372808999964036,0.00465,0.8193239847612872,0.9819312220711094,0.8932879678317353,0.9913061167625841,39814,186,2229,10108,4500,73955.10604661725,33282522.6897105,80589.3360534842,1500,23598.37166692049,9713138.084977113,26888.381157242246,True,False,0.764814387825686,4337,0.99475,4000,0.703,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9316274309109519,0.5,3,recalibrated,0.12056624889373779,34500,4500,0.13043478260869565,1.0,0.0,0.13043478260869565,3.100000321865082e-05,1.0372808999964036,0.009825,0.9066223555159277,0.9660563136983935,0.9353961948567844,0.9913061167625841,39607,393,1152,11185,4500,73955.10604661725,33282522.6897105,80589.3360534842,1500,23598.37166692049,9713138.084977113,26888.381157242246,True,False,0.8821766197832603,4337,0.99675,4000,0.843,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9203684749232344,0.5,4,fixed,0.32942160964012146,36000,6000,0.16666666666666666,1.0,0.0,0.16666666666666666,3.3400021493434906e-05,1.0479129000159446,0.004525,0.7825241144524601,0.981596339603457,0.8708280714414578,0.9902897341330955,39819,181,2683,9654,6000,110980.23086361805,57257761.01309684,107168.77420662055,1500,37025.12481700081,23975238.323386334,26579.438153136354,True,False,0.7814157251556375,4337,0.99475,4000,0.5715,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
a1,xgboost,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9203684749232344,0.5,4,recalibrated,0.12921999394893646,36000,6000,0.16666666666666666,1.0,0.0,0.16666666666666666,3.3400021493434906e-05,1.0479129000159446,0.01,0.9023263354137959,0.9653139091224419,0.9327579705894675,0.9902897341330955,39600,400,1205,11132,6000,110980.23086361805,57257761.01309684,107168.77420662055,1500,37025.12481700081,23975238.323386334,26579.438153136354,True,False,0.8321420336638229,4337,0.9965,4000,0.88425,4000,0.005,1.0,cicids,,,,,,,,0.0127915085530826,0.004439576093692838,0.09037915295069109,2000
