scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2204708290685773,0.0,0,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,1.3016029999998864,0.07395,0.8912215287347005,0.7880025800903031,0.8364397109166983,0.9802114259949745,37042,2958,1342,10995,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8741065252478671,4337,0.99675,4000,0.80425,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2204708290685773,0.0,0,recalibrated,0.45792824029922485,30000,0,0.0,,,0.0,0.0,1.3016029999998864,0.0081,0.79411526302991,0.9679873530283569,0.8724730608246504,0.9802114259949745,39676,324,2540,9797,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8003228037814157,4337,0.9955,4000,0.586,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22026612077789154,0.0,1,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,1.1187637000002724,0.06855,0.8788198103266597,0.7981448763250883,0.8365418000848732,0.9809731306233282,37258,2742,1495,10842,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8780262854507724,4337,0.99675,4000,0.76175,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22026612077789154,0.0,1,recalibrated,0.38516539335250854,30000,0,0.0,,,0.0,0.0,1.1187637000002724,0.0053,0.8319688741185053,0.9797632684230623,0.8998378117739885,0.9809731306233282,39788,212,2073,10264,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.804934286373069,4337,0.99575,4000,0.6975,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.21494370522006145,0.0,2,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,1.0767267999999603,0.061475,0.8915457566669368,0.8172834002080547,0.8528009304128708,0.9840449815595363,37541,2459,1338,10999,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8812543232649297,4337,0.99725,4000,0.797,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.21494370522006145,0.0,2,recalibrated,0.24742724001407623,30000,0,0.0,,,0.0,0.0,1.0767267999999603,0.00995,0.836183837237578,0.9628523427291394,0.895058782699232,0.9840449815595363,39602,398,2021,10316,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8070094535393129,4337,0.99575,4000,0.70825,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2300921187308086,0.0,3,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,0.8780076000002737,0.07435,0.8834400583610278,0.7856267570100195,0.8316673025562763,0.9820301653562454,37026,2974,1438,10899,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8805626008761817,4337,0.99675,4000,0.77325,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2300921187308086,0.0,3,recalibrated,0.45901498198509216,30000,0,0.0,,,0.0,0.0,0.8780076000002737,0.009975,0.7873064764529464,0.9605419303797469,0.8653392133279879,0.9820301653562454,39601,399,2624,9713,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7867189301360388,4337,0.995,4000,0.58025,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22108495394063454,0.0,4,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,0.9909859999997934,0.059875,0.9002188538542596,0.8226057329086734,0.8596640606858117,0.9845703979897868,37605,2395,1231,11106,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8821766197832603,4337,0.99675,4000,0.82325,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22108495394063454,0.0,4,recalibrated,0.19495773315429688,30000,0,0.0,,,0.0,0.0,0.9909859999997934,0.009425,0.8471265299505553,0.9651828592537864,0.902309518670408,0.9845703979897868,39623,377,1886,10451,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.839520405810468,4337,0.996,4000,0.7065,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2282497441146366,0.0,5,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,0.9026144999997996,0.06335,0.885385425954446,0.8116965148249982,0.8469411491044428,0.9822303376023345,37466,2534,1414,10923,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8794097302282684,4337,0.997,4000,0.78025,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2282497441146366,0.0,5,recalibrated,0.30607402324676514,30000,0,0.0,,,0.0,0.0,0.9026144999997996,0.008925,0.7981681121828645,0.9650137201097608,0.8736968191295861,0.9822303376023345,39643,357,2490,9847,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8109292137422182,4337,0.996,4000,0.5865,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23029682702149434,0.0,6,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,1.0408360999999786,0.053125,0.8745237902245279,0.8354498993340561,0.8545404142410202,0.98044082536273,37875,2125,1548,10789,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8658058565828914,4337,0.99675,4000,0.76175,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23029682702149434,0.0,6,recalibrated,0.3780088722705841,30000,0,0.0,,,0.0,0.0,1.0408360999999786,0.008725,0.8274296830671962,0.966941365918348,0.8917620337206255,0.98044082536273,39651,349,2129,10208,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7980170624855891,4337,0.9945,4000,0.69225,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22681678607983624,0.0,7,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,1.0043988999996145,0.026875,0.8837642862932642,0.9102521289029888,0.8968126670779354,0.9857664859771419,38925,1075,1434,10903,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8718007839520405,4337,0.99725,4000,0.78325,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22681678607983624,0.0,7,recalibrated,0.22462423145771027,30000,0,0.0,,,0.0,0.0,1.0043988999996145,0.009975,0.8046526708275918,0.9613596746077862,0.8760534792392888,0.9857664859771419,39601,399,2410,9927,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.827991699331335,4337,0.996,4000,0.588,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2309109518935517,0.0,8,fixed,0.03976535424590111,30000,0,0.0,,,0.0,0.0,0.9719470999998521,0.051,0.8960038907351868,0.844203451962731,0.8693327041799378,0.9812474112426035,37960,2040,1283,11054,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8777957113211897,4337,0.99675,4000,0.815,4000,,1.0,cicids
control,xgboost,4,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2309109518935517,0.0,8,recalibrated,0.330761194229126,30000,0,0.0,,,0.0,0.0,0.9719470999998521,0.00985,0.8315635892032098,0.9630151131136769,0.8924749891257068,0.9812474112426035,39606,394,2078,10259,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.803550841595573,4337,0.99575,4000,0.69775,4000,,1.0,cicids
