scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset,d1_estar,d1_gamma,d1_components,d1_quantile,d1_reference,d1_estar_effective,uniform_w,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9418628454452406,0.1,0,fixed,0.38266666666666665,30000,0,0.0,,,0.0,0.0,1.7486020000069402,0.004625,0.7772554105536192,0.9810722324534479,0.8673510922165438,0.961020377725541,39815,185,2748,9589,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8042425639843209,4337,0.99525,4000,0.53,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9418628454452406,0.1,0,recalibrated,0.285016317016317,30000,0,0.0,,,0.0,0.0,1.7486020000069402,0.00995,0.8056253546243008,0.9614975331334042,0.8766869542206932,0.961020377725541,39602,398,2398,9939,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8194604565367766,4337,0.996,4000,0.60025,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9424769703172978,0.1,1,fixed,0.38266666666666665,30167,167,0.005535850432591905,1.0,0.0,0.005535850432591905,3.309999010525644e-05,2.064635500020813,0.00465,0.8121099132690281,0.9817736403723665,0.888918463312927,0.9720269696846884,39814,186,2318,10019,167,2761.94384640355,1259538.3707981333,3096.0019981101727,167,2761.94384640355,1259538.3707981333,3096.0019981101727,True,False,0.7996310813926677,4337,0.9955,4000,0.64225,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9424769703172978,0.1,1,recalibrated,0.27104761904761904,30167,167,0.005535850432591905,1.0,0.0,0.005535850432591905,3.309999010525644e-05,2.064635500020813,0.01,0.8465591310691416,0.9631132423459978,0.9010827833139209,0.9720269696846884,39600,400,1893,10444,167,2761.94384640355,1259538.3707981333,3096.0019981101727,167,2761.94384640355,1259538.3707981333,3096.0019981101727,True,False,0.8358312197371455,4337,0.996,4000,0.70875,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9357215967246674,0.1,2,fixed,0.38266666666666665,30333,333,0.010978142616951835,1.0,0.0,0.010978142616951835,2.6900001103058457e-05,2.2403074000030756,0.004425,0.7761206127907919,0.9818498769483183,0.8669473493594096,0.9459605992137473,39823,177,2762,9575,333,6439.477121215834,3822489.340781604,6104.114290972595,166,3677.5332748122837,2562950.9699834706,3008.112292862422,True,False,0.7740373530089923,4337,0.99575,4000,0.55875,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9357215967246674,0.1,2,recalibrated,0.28858195747761367,30333,333,0.010978142616951835,1.0,0.0,0.010978142616951835,2.6900001103058457e-05,2.2403074000030756,0.009825,0.8168112182864554,0.9624641833810889,0.8836760643662034,0.9459605992137473,39607,393,2260,10077,333,6439.477121215834,3822489.340781604,6104.114290972595,166,3677.5332748122837,2562950.9699834706,3008.112292862422,True,False,0.8079317500576435,4337,0.99625,4000,0.647,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9344933469805528,0.1,3,fixed,0.38266666666666665,30500,500,0.01639344262295082,1.0,0.0,0.01639344262295082,2.9799994081258774e-05,2.1809329999960028,0.011775,0.8347248115425144,0.956263348500325,0.8913702068726738,0.9510453615141444,39529,471,2039,10298,500,9661.175662494958,5903151.054665039,9089.247775622136,167,3221.6985412791237,2080661.7138834356,2985.1334846495406,True,False,0.7996310813926677,4337,0.9945,4000,0.713,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9344933469805528,0.1,3,recalibrated,0.40666666666666673,30500,500,0.01639344262295082,1.0,0.0,0.01639344262295082,2.9799994081258774e-05,2.1809329999960028,0.009575,0.8248358596093054,0.9637276257221328,0.8888888888888891,0.9510453615141444,39617,383,2161,10176,500,9661.175662494958,5903151.054665039,9089.247775622136,167,3221.6985412791237,2080661.7138834356,2985.1334846495406,True,False,0.7961724694489278,4337,0.9945,4000,0.68625,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9353121801432958,0.1,4,fixed,0.38266666666666665,30667,667,0.0217497635895262,1.0,0.0,0.0217497635895262,4.2600033339113e-05,2.072969800006831,0.0136,0.8419388830347735,0.9502332814930016,0.8928141653773423,0.9603780193726189,39456,544,1950,10387,667,12153.908320138291,6972590.815809212,12039.387485158655,167,2492.7326576433334,1069439.7611441724,2950.1397095365182,True,False,0.8058565828913996,4337,0.9955,4000,0.7275,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
a1,rf,5,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9353121801432958,0.1,4,recalibrated,0.4566666666666667,30667,667,0.0217497635895262,1.0,0.0,0.0217497635895262,4.2600033339113e-05,2.072969800006831,0.00985,0.8109751155062008,0.9621117415136071,0.8801020408163265,0.9603780193726189,39606,394,2332,10005,667,12153.908320138291,6972590.815809212,12039.387485158655,167,2492.7326576433334,1069439.7611441724,2950.1397095365182,True,False,0.7673507032510952,4337,0.995,4000,0.67425,4000,0.03,1.0,cicids,,,,,,,,0.0306786475492037,0.021744961409457832,0.0897242170936751,2000
