scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09785056294779937,0.0,0,fixed,0.11,30000,0,0.0,,,0.0,0.0,6.582273400000304,0.047625,0.8770365566993596,0.850294695481336,0.8634586226159126,0.9744534641728135,38095,1905,1517,10820,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.857966336177081,4337,0.9965,4000,0.77825,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09785056294779937,0.0,0,recalibrated,0.2346666666666667,30000,0,0.0,,,0.0,0.0,6.582273400000304,0.00985,0.8592040204263597,0.9641622703292705,0.9086622948009085,0.9744534641728135,39606,394,1737,10600,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8360617938667282,4337,0.996,4000,0.7475,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10092118730808597,0.0,1,fixed,0.11,30000,0,0.0,,,0.0,0.0,1.6904058999998597,0.040025,0.8848990840560914,0.8721041699952069,0.8784550392275197,0.9656513333873713,38399,1601,1420,10917,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8743370993774499,4337,0.99675,4000,0.7845,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10092118730808597,0.0,1,recalibrated,0.48666666666666664,30000,0,0.0,,,0.0,0.0,1.6904058999998597,0.00955,0.7712571938072464,0.9614024451854097,0.8558963749212917,0.9656513333873713,39618,382,2822,9515,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.778418261471063,4337,0.9945,4000,0.54025,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09805527123848512,0.0,2,fixed,0.11,30000,0,0.0,,,0.0,0.0,1.6923695000004955,0.037225,0.8719299667666369,0.8784092764984485,0.87515762925599,0.9642825534976088,38511,1489,1580,10757,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8577357620474982,4337,0.99675,4000,0.7625,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09805527123848512,0.0,2,recalibrated,0.49,30000,0,0.0,,,0.0,0.0,1.6923695000004955,0.00985,0.7907108697414282,0.9611784412257365,0.8676509828337633,0.9642825534976088,39606,394,2582,9755,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7851049112289601,4337,0.99425,4000,0.59325,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,3,fixed,0.11,30000,0,0.0,,,0.0,0.0,1.7903634000003876,0.067325,0.8831968874118505,0.8018250055191699,0.840546169868086,0.9739837622598687,37307,2693,1441,10896,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.856582891399585,4337,0.9965,4000,0.79875,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,3,recalibrated,0.39866666666666667,30000,0,0.0,,,0.0,0.0,1.7903634000003876,0.009925,0.7961416876063873,0.9611507975340052,0.8708990955843234,0.9739837622598687,39603,397,2515,9822,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8040119898547383,4337,0.99375,4000,0.59,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10399181166837257,0.0,4,fixed,0.11,30000,0,0.0,,,0.0,0.0,1.615083599999707,0.030875,0.8775228985977142,0.8976038471105215,0.8874497909664726,0.9779492856853368,38765,1235,1511,10826,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8692644685266313,4337,0.997,4000,0.767,4000,,1.0,cicids
control,rf,4,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10399181166837257,0.0,4,recalibrated,0.2366666666666667,30000,0,0.0,,,0.0,0.0,1.615083599999707,0.00985,0.847774985815028,0.9636966737307657,0.9020267356619233,0.9779492856853368,39606,394,1878,10459,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8397509799400508,4337,0.9965,4000,0.70775,4000,,1.0,cicids
