scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22272262026612077,0.0,0,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.0971251000000848,0.02655,0.865688579071087,0.9095554420030659,0.8870800282403755,0.9845039829375051,38938,1062,1657,10680,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8718007839520405,4337,0.99675,4000,0.728,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22272262026612077,0.0,0,recalibrated,0.1613209992647171,30000,0,0.0,,,0.0,0.0,1.0971251000000848,0.00945,0.8465591310691416,0.9650711513583441,0.9019387711041064,0.9845039829375051,39622,378,1893,10444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8351394973483975,4337,0.99625,4000,0.70925,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22517911975435,0.0,1,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.274615299999823,0.055525,0.8652022371727325,0.8277626987204343,0.8460684844641725,0.9796405224122559,37779,2221,1663,10674,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8676504496195527,4337,0.99675,4000,0.731,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22517911975435,0.0,1,recalibrated,0.3837750256061554,30000,0,0.0,,,0.0,0.0,1.274615299999823,0.0099,0.7930615222501418,0.9611001964636542,0.869032286716703,0.9796405224122559,39604,396,2553,9784,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7959418953193451,4337,0.9955,4000,0.5875,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22865916069600822,0.0,2,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.065012800000659,0.037,0.8772797276485369,0.8797041372023083,0.8784902597402597,0.9838562059252655,38520,1480,1514,10823,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8750288217661978,4337,0.9965,4000,0.7605,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22865916069600822,0.0,2,recalibrated,0.20504413545131683,30000,0,0.0,,,0.0,0.0,1.065012800000659,0.00995,0.8392640025938235,0.9629836309523809,0.8968773008792066,0.9838562059252655,39602,398,1983,10354,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8206133271846898,4337,0.996,4000,0.70275,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2239508700102354,0.0,3,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.1093815000003815,0.0552,0.8673097187322688,0.8289432909823365,0.8476926123984947,0.9831422661506038,37792,2208,1637,10700,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8729536545999539,4337,0.99675,4000,0.73175,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2239508700102354,0.0,3,recalibrated,0.3009609580039978,30000,0,0.0,,,0.0,0.0,1.1093815000003815,0.01,0.8073275512685418,0.9613899613899614,0.8776490285059698,0.9831422661506038,39600,400,2377,9960,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8065483052801475,4337,0.99625,4000,0.61925,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.21330603889457522,0.0,4,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.0462089999991804,0.040625,0.8761449298857097,0.8693099565706932,0.8727140607968995,0.9815655365972279,38375,1625,1528,10809,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8713396356928753,4337,0.99675,4000,0.76075,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.21330603889457522,0.0,4,recalibrated,0.3463081121444702,30000,0,0.0,,,0.0,0.0,1.0462089999991804,0.009875,0.798492340115101,0.9614483700956471,0.8724261612717531,0.9815655365972279,39605,395,2486,9851,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7980170624855891,4337,0.99575,4000,0.60175,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2235414534288639,0.0,5,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.0196301000005406,0.047275,0.8707951690038097,0.8503245211334495,0.8604381082055184,0.9825067530599011,38109,1891,1594,10743,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8743370993774499,4337,0.99675,4000,0.741,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2235414534288639,0.0,5,recalibrated,0.5671707987785339,30000,0,0.0,,,0.0,0.0,1.0196301000005406,0.0072,0.7803355759098647,0.9709531013615734,0.865270537479777,0.9825067530599011,39712,288,2710,9627,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7862577818768735,4337,0.995,4000,0.55925,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2309109518935517,0.0,6,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,0.983248999999887,0.03755,0.8682824025289779,0.8770263631897822,0.8726324793287443,0.984402777214882,38498,1502,1625,10712,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8759511182845284,4337,0.99675,4000,0.7315,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2309109518935517,0.0,6,recalibrated,0.39075231552124023,30000,0,0.0,,,0.0,0.0,0.983248999999887,0.008175,0.8075707222177191,0.9682215743440233,0.8806293366332258,0.984402777214882,39673,327,2374,9963,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8086234724463915,4337,0.9955,4000,0.6185,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22374616171954964,0.0,7,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,0.9781944000005751,0.045225,0.873713220393937,0.8562917063870352,0.8649147442326981,0.9834915102942369,38191,1809,1558,10779,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8678810237491353,4337,0.99675,4000,0.757,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22374616171954964,0.0,7,recalibrated,0.19011329114437103,30000,0,0.0,,,0.0,0.0,0.9781944000005751,0.009525,0.8402366863905325,0.9645482460221457,0.8981112458845953,0.9834915102942369,39619,381,1971,10366,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8215356237030205,4337,0.99625,4000,0.7045,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2221084953940634,0.0,8,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,0.993845599999986,0.0587,0.8779281835130096,0.8218377722133697,0.8489575168521711,0.9813533699440706,37652,2348,1506,10831,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8722619322112058,4337,0.99675,4000,0.76525,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2221084953940634,0.0,8,recalibrated,0.2680330276489258,30000,0,0.0,,,0.0,0.0,0.993845599999986,0.007525,0.8368322931020508,0.9716705882352941,0.8992248062015504,0.9813533699440706,39699,301,2013,10324,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8113903620013835,4337,0.99575,4000,0.7055,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23193449334698057,0.0,9,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.0474549999998999,0.042975,0.8668233768339142,0.8615161524208491,0.8641616161616161,0.9830732045878252,38281,1719,1643,10694,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.869495042656214,4337,0.99675,4000,0.734,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23193449334698057,0.0,9,recalibrated,0.2608387768268585,30000,0,0.0,,,0.0,0.0,1.0474549999998999,0.008975,0.8100834886925509,0.9653240606587462,0.8809167033935654,0.9830732045878252,39641,359,2343,9994,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8120820843901314,4337,0.99575,4000,0.62225,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.224360286591607,0.0,10,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,0.9896530000005441,0.040375,0.8765502148010051,0.8700619518867165,0.8732940321408382,0.9804757568695793,38385,1615,1523,10814,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8713396356928753,4337,0.99675,4000,0.762,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.224360286591607,0.0,10,recalibrated,0.3248675465583801,30000,0,0.0,,,0.0,0.0,0.9896530000005441,0.009475,0.8121909702520872,0.963554187902683,0.8814215341308937,0.9804757568695793,39621,379,2317,10020,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8120820843901314,4337,0.9955,4000,0.629,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2204708290685773,0.0,11,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,0.9821775999998863,0.0331,0.8777660695468915,0.8910557064099399,0.8843609636586361,0.9850734447191376,38676,1324,1508,10829,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8667281531012221,4337,0.99675,4000,0.77075,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2204708290685773,0.0,11,recalibrated,0.22538676857948303,30000,0,0.0,,,0.0,0.0,0.9821775999998863,0.009975,0.8349679824916917,0.9627102803738318,0.8943004731518861,0.9850734447191376,39601,399,2036,10301,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8077011759280609,4337,0.99575,4000,0.70375,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2305015353121801,0.0,12,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.0099099999997634,0.037275,0.8757396449704142,0.878731191541277,0.8772328678142255,0.9843428578665802,38509,1491,1533,10804,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8731842287295365,4337,0.99675,4000,0.7575,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.2305015353121801,0.0,12,recalibrated,0.26871487498283386,30000,0,0.0,,,0.0,0.0,1.0099099999997634,0.0091,0.8355353813731053,0.9658920539730135,0.8959972184797254,0.9843428578665802,39636,364,2029,10308,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8086234724463915,4337,0.99575,4000,0.7045,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23684749232343905,0.0,13,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.085457299999689,0.05875,0.876469157817946,0.8214692699232697,0.848078431372549,0.9834525532949664,37650,2350,1524,10813,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8731842287295365,4337,0.99675,4000,0.75975,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23684749232343905,0.0,13,recalibrated,0.32779332995414734,30000,0,0.0,,,0.0,0.0,1.085457299999689,0.007725,0.8354543243900462,0.9708929917106255,0.8980961094410318,0.9834525532949664,39691,309,2030,10307,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8100069172238875,4337,0.99625,4000,0.70225,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23111566018423746,0.0,14,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.0628173999994033,0.0395,0.8730647645294642,0.8720751356165493,0.8725696694750485,0.9832777670827592,38420,1580,1566,10771,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8655752824533087,4337,0.9965,4000,0.75775,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.23111566018423746,0.0,14,recalibrated,0.32817792892456055,30000,0,0.0,,,0.0,0.0,1.0628173999994033,0.0081,0.8378049768987599,0.9696060037523452,0.8988998565030222,0.9832777670827592,39676,324,2001,10336,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8189993082776112,4337,0.99575,4000,0.70025,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22558853633572162,0.0,15,fixed,0.053653910756111145,30000,0,0.0,,,0.0,0.0,1.0694971000002624,0.048225,0.8772797276485369,0.8487296110414053,0.8627685439834191,0.9835642589365324,38071,1929,1514,10823,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8761816924141111,4337,0.99675,4000,0.759,4000,,1.0,cicids
control,xgboost,5,accumulate,fixed_ratio,auto_malicious,none,0.01,0.22558853633572162,0.0,15,recalibrated,0.33604294061660767,30000,0,0.0,,,0.0,0.0,1.0694971000002624,0.00595,0.7909540406906055,0.9761904761904762,0.8738637890117763,0.9835642589365324,39762,238,2579,9758,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.789946967950196,4337,0.996,4000,0.587,4000,,1.0,cicids
