scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset,d1_estar,d1_gamma,d1_components,d1_quantile,d1_reference,d1_estar_effective,uniform_w,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9363357215967246,0.2,0,fixed,0.42333333333333334,30000,0,0.0,,,0.0,0.0,1.5924863000109326,0.0079,0.8184323579476371,0.9696533179679248,0.8876483516483515,0.9692105161303396,39684,316,2240,10097,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7945584505418493,4337,0.995,4000,0.66775,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9363357215967246,0.2,0,recalibrated,0.3502222222222222,30000,0,0.0,,,0.0,0.0,1.5924863000109326,0.009825,0.8430736807976007,0.9635908838243469,0.8993126107820675,0.9692105161303396,39607,393,1936,10401,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8060871570209822,4337,0.99525,4000,0.731,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9379733879222109,0.2,1,fixed,0.42333333333333334,30375,375,0.012345679012345678,1.0,0.0,0.012345679012345678,2.139998832717538e-05,1.9564045000006445,0.0066,0.80124827753911,0.9739875849837423,0.8792137329894156,0.9437839598362648,39736,264,2452,9885,375,6431.247971034902,4505457.92602002,14339.803996460205,375,6431.247971034902,4505457.92602002,14339.803996460205,True,False,0.7811851510260549,4337,0.99525,4000,0.629,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9379733879222109,0.2,1,recalibrated,0.3760518289381809,30375,375,0.012345679012345678,1.0,0.0,0.012345679012345678,2.139998832717538e-05,1.9564045000006445,0.01,0.821917808219178,0.9620493358633776,0.8864798706124054,0.9437839598362648,39600,400,2197,10140,375,6431.247971034902,4505457.92602002,14339.803996460205,375,6431.247971034902,4505457.92602002,14339.803996460205,True,False,0.7950195988010145,4337,0.99525,4000,0.67775,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.939611054247697,0.2,2,fixed,0.42333333333333334,30750,750,0.024390243902439025,1.0,0.0,0.024390243902439025,2.19999928958714e-05,1.9856625999964308,0.004625,0.7951690038096783,0.9814907453726863,0.878559914024718,0.9568804490556861,39815,185,2527,9810,750,13668.806985224495,7951389.2861542255,69854.98290410136,375,7237.559014189593,3445931.360134206,55515.17890764116,True,False,0.7385289370532626,4337,0.995,4000,0.65675,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.939611054247697,0.2,2,recalibrated,0.31466666666666665,30750,750,0.024390243902439025,1.0,0.0,0.024390243902439025,2.19999928958714e-05,1.9856625999964308,0.0098,0.8450190483910189,0.9637607469723584,0.9004923555325215,0.9568804490556861,39608,392,1912,10425,750,13668.806985224495,7951389.2861542255,69854.98290410136,375,7237.559014189593,3445931.360134206,55515.17890764116,True,False,0.8077011759280609,4337,0.996,4000,0.7345,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9371545547594677,0.2,3,fixed,0.42333333333333334,31125,1125,0.03614457831325301,1.0,0.0,0.03614457831325301,1.680001150816679e-05,1.9837665999948513,0.00845,0.801329334522169,0.9669405320813772,0.8763795931031425,0.9793245440544703,39662,338,2451,9886,1125,20317.759013719486,11148598.079910308,94579.62555937353,375,6648.952028494992,3197208.793756083,24724.64265527217,True,False,0.764814387825686,4337,0.99425,4000,0.648,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.9371545547594677,0.2,3,recalibrated,0.3993333333333334,31125,1125,0.03614457831325301,1.0,0.0,0.03614457831325301,1.680001150816679e-05,1.9837665999948513,0.009975,0.8041663289292372,0.9613372093023256,0.875755837048153,0.9793245440544703,39601,399,2416,9921,1125,20317.759013719486,11148598.079910308,94579.62555937353,375,6648.952028494992,3197208.793756083,24724.64265527217,True,False,0.7710398893244178,4337,0.99425,4000,0.65,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.928761514841351,0.2,4,fixed,0.42333333333333334,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,2.4599983589723706e-05,2.2395981999870855,0.0102,0.8029504741833509,0.9604421175101804,0.8746633702706282,0.9810966229634434,39592,408,2431,9906,1500,27729.81041272821,32085454.904546168,124235.92297374897,375,7412.051399008724,20936856.82463586,29656.297414375436,True,False,0.7502882176619783,4337,0.99475,4000,0.66825,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
a1,rf,2,accumulate,fixed_ratio,auto_malicious,none,0.1,0.928761514841351,0.2,4,recalibrated,0.43080163196728427,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,2.4599983589723706e-05,2.2395981999870855,0.0099,0.8014103915052282,0.9614898375960322,0.8741821396993812,0.9810966229634434,39604,396,2450,9887,1500,27729.81041272821,32085454.904546168,124235.92297374897,375,7412.051399008724,20936856.82463586,29656.297414375436,True,False,0.7468296057182384,4337,0.99475,4000,0.66725,4000,0.3,1.0,cicids,,,,,,,,0.2542787143002808,0.1864038393327815,0.33032348538089107,2000
