scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,0,fixed,0.04625910148024559,30000,0,0.0,,,0.0,0.0,1.6996965999996974,0.047675,0.8818999756829051,0.8508641589113943,0.8661041235472058,0.9807415579152144,38093,1907,1457,10880,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8761816924141111,4337,0.99675,4000,0.77325,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,0,recalibrated,0.29643574357032776,30000,0,0.0,,,0.0,0.0,1.6996965999996974,0.00875,0.8339142417119235,0.9670990787742056,0.895582154515778,0.9807415579152144,39650,350,2049,10288,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8081623241872262,4337,0.9955,4000,0.70025,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,1,fixed,0.04625910148024559,30000,0,0.0,,,0.0,0.0,1.1872746999997617,0.063225,0.8779281835130096,0.8107035928143712,0.8429777795073354,0.9826036435113885,37471,2529,1506,10831,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8789485819691031,4337,0.99675,4000,0.758,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,1,recalibrated,0.3008190989494324,30000,0,0.0,,,0.0,0.0,1.1872746999997617,0.009975,0.79857339709816,0.9610769681006731,0.8723215866831947,0.9826036435113885,39601,399,2485,9852,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8083928983168088,4337,0.996,4000,0.5905,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10767656090071653,0.0,2,fixed,0.04625910148024559,30000,0,0.0,,,0.0,0.0,1.0808734000002005,0.070675,0.8789819242927778,0.7932119084192817,0.833897262380806,0.9818216827429683,37173,2827,1493,10844,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8764122665436938,4337,0.99725,4000,0.7635,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10767656090071653,0.0,2,recalibrated,0.29621249437332153,30000,0,0.0,,,0.0,0.0,1.0808734000002005,0.00995,0.8482613277133825,0.9633618705698241,0.902155172413793,0.9818216827429683,39602,398,1872,10465,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8155406963338714,4337,0.99525,4000,0.73675,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,3,fixed,0.04625910148024559,30000,0,0.0,,,0.0,0.0,1.0789164999996501,0.069525,0.8680392315798006,0.7938472942920682,0.8292871800828592,0.9807756839182946,37219,2781,1628,10709,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8715702098224579,4337,0.997,4000,0.73525,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,3,recalibrated,0.3866414427757263,30000,0,0.0,,,0.0,0.0,1.0789164999996501,0.0088,0.79589851665721,0.9653918002163012,0.8724897814110538,0.9807756839182946,39648,352,2518,9819,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8017062485589117,4337,0.99575,4000,0.58975,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,4,fixed,0.04625910148024559,30000,0,0.0,,,0.0,0.0,1.0862162999992506,0.04505,0.8792250952419551,0.8575381453079295,0.8682462178820138,0.9839102111534409,38198,1802,1490,10847,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8773345630620244,4337,0.99675,4000,0.76375,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,4,recalibrated,0.32037001848220825,30000,0,0.0,,,0.0,0.0,1.0862162999992506,0.0081,0.8312393612709735,0.9693732867000662,0.8950078547739571,0.9839102111534409,39676,324,2082,10255,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8019368226884943,4337,0.9955,4000,0.69875,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10153531218014333,0.0,5,fixed,0.04625910148024559,30000,0,0.0,,,0.0,0.0,1.1465029000000868,0.050925,0.8788198103266597,0.841835546238062,0.8599302030456855,0.9806513931668963,37963,2037,1495,10842,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8780262854507724,4337,0.99675,4000,0.76175,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10153531218014333,0.0,5,recalibrated,0.2565954029560089,30000,0,0.0,,,0.0,0.0,1.1465029000000868,0.01,0.8521520629002188,0.9633464675158069,0.9043440860215055,0.9806513931668963,39600,400,1824,10513,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8233802167396818,4337,0.99575,4000,0.73975,4000,,1.0,cicids
control,xgboost,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09846468781985673,0.0,6,fixed,0.04625910148024559,30000,0,0.0,,,0.0,0.0,1.1672458000002734,0.032525,0.8776850125638324,0.8927364168521725,0.8851467342434399,0.9826885567804167,38699,1301,1509,10828,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.86741987548997,4337,0.99675,4000,0.76975,4000,,1.0,cicids
