scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,0,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,6.546078999999736,0.060575,0.8834400583610278,0.8181204023419907,0.8495264819361628,0.9625546546972522,37577,2423,1438,10899,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8697256167857966,4337,0.997,4000,0.78475,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,0,recalibrated,0.4146666666666667,30000,0,0.0,,,0.0,0.0,6.546078999999736,0.009975,0.8296182216097917,0.9624788414519466,0.8911235906142527,0.9625546546972522,39601,399,2102,10235,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8003228037814157,4337,0.99475,4000,0.69625,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,1,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.6620818000001236,0.07485,0.8761449298857097,0.7830906324712019,0.827008416220352,0.9566789778714436,37006,2994,1528,10809,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8711090615632926,4337,0.997,4000,0.76075,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,1,recalibrated,0.23619047619047617,30000,0,0.0,,,0.0,0.0,1.6620818000001236,0.01,0.8599335332738915,0.9636660913797802,0.908849481709929,0.9566789778714436,39600,400,1728,10609,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8397509799400508,4337,0.99625,4000,0.7455,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10767656090071653,0.0,2,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.6736158999992767,0.064075,0.8868444516495096,0.8102043838862559,0.8467938547269842,0.966556995217638,37437,2563,1396,10941,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8736453769887018,4337,0.99675,4000,0.79125,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10767656090071653,0.0,2,recalibrated,0.3729328063241107,30000,0,0.0,,,0.0,0.0,1.6736158999992767,0.01,0.8418578260517143,0.9629148896717967,0.8983263417376638,0.966556995217638,39600,400,1951,10386,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.800092229651833,4337,0.9955,4000,0.7335,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,3,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.831344999999601,0.045075,0.8766312717840642,0.8571088920589633,0.8667601683029453,0.9562168041258005,38197,1803,1522,10815,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8743370993774499,4337,0.9965,4000,0.75925,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09928352098259985,0.0,3,recalibrated,0.45666666666666667,30000,0,0.0,,,0.0,0.0,1.831344999999601,0.01,0.7773364675366783,0.95995995995996,0.8590495812245263,0.9562168041258005,39600,400,2747,9590,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7922527092460226,4337,0.9945,4000,0.544,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,4,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.6610487999996622,0.076975,0.879144038258896,0.7788868940754039,0.8259843119335923,0.9684148719299668,36921,3079,1491,10846,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8697256167857966,4337,0.997,4000,0.7715,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10112589559877172,0.0,4,recalibrated,0.4373333333333334,30000,0,0.0,,,0.0,0.0,1.6610487999996622,0.008175,0.7944394909621464,0.9677132701421801,0.8725573113732472,0.9684148719299668,39673,327,2536,9801,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7940973022826839,4337,0.99425,4000,0.595,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10153531218014333,0.0,5,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.7116133999998056,0.06715,0.8831158304287915,0.8022236948678301,0.840728451269388,0.9698201882548432,37314,2686,1442,10895,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8715702098224579,4337,0.9965,4000,0.78225,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.10153531218014333,0.0,5,recalibrated,0.4593333333333333,30000,0,0.0,,,0.0,0.0,1.7116133999998056,0.01,0.7690686552646511,0.959546925566343,0.8538132733408325,0.9698201882548432,39600,400,2849,9488,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.791330412727692,4337,0.99425,4000,0.51975,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09846468781985673,0.0,6,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.6293608000005406,0.031575,0.8834400583610278,0.8961519486926492,0.8897506020653904,0.969889995541866,38737,1263,1438,10899,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8734148028591192,4337,0.99675,4000,0.781,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09846468781985673,0.0,6,recalibrated,0.2242857142857143,30000,0,0.0,,,0.0,0.0,1.6293608000005406,0.01,0.8503688092729189,0.9632724267744008,0.9033063543998623,0.969889995541866,39600,400,1846,10491,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8291445699792483,4337,0.996,4000,0.72775,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09600818833162739,0.0,7,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.6516200000005483,0.061325,0.8740374483261732,0.8146721063765489,0.8433113048918781,0.9545970373672692,37547,2453,1554,10783,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8630389670278995,4337,0.99675,4000,0.76325,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.09600818833162739,0.0,7,recalibrated,0.44866666666666677,30000,0,0.0,,,0.0,0.0,1.6516200000005483,0.008975,0.7595849882467375,0.963103802672148,0.8493225177867404,0.9545970373672692,39641,359,2966,9371,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7910998385981093,4337,0.99475,4000,0.49025,4000,,1.0,cicids
control,rf,1,accumulate,fixed_ratio,auto_malicious,none,0.005,0.08802456499488232,0.0,8,fixed,0.08666666666666666,30000,0,0.0,,,0.0,0.0,1.6262814000001526,0.03345,0.8805220069709006,0.8903368576346201,0.8854022332708452,0.949282430898922,38662,1338,1474,10863,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.880332026746599,4337,0.99675,4000,0.7645,4000,,1.0,cicids
