run_dir,calibration_tau,model,threshold_mode,jitter,realized_nn_median,target_poison_ratio,n_seeds,damage,delta_fpr_mean,delta_fpr_std,delta_tpr_mean,delta_tpr_std,sigma_control,clears_2sigma
cicids,0.0,xgboost,fixed,1.5,1.0610277222805933,0.005,5,-0.013635,-0.013635,0.01882778531851264,0.005965793953149068,0.006415955909246963,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.0,0.010494820840572353,0.01,5,-0.0003950000000000002,-0.0003950000000000002,0.015188610041738512,0.015660209127016288,0.010368230604200168,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.01,0.01428035207804062,0.01,5,-0.006060000000000001,-0.006060000000000001,0.006155805186975947,0.0047175164140390805,0.009469176537822723,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.03,0.030986235436547927,0.01,5,-0.0052250000000000005,-0.0052250000000000005,0.007791241075720861,0.009289130258571764,0.0052592179275269555,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.1,0.09032301474981078,0.01,5,-0.003860000000000001,-0.003860000000000001,0.013015190644012863,0.00141039150522817,0.009917910657462076,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.3,0.25600611954755365,0.01,5,-0.009155,-0.009155,0.012460768435373477,0.0035178730647645205,0.008179448874679746,0.009977865822787509,False
cicids,0.0,xgboost,fixed,1.5,1.0628672291709718,0.01,5,-0.007720000000000002,-0.007720000000000002,0.012686575089440016,0.00042149631190728786,0.010419905911430036,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.0,0.010353908058669573,0.02,5,0.114235,0.114235,0.11276144842099182,0.028856285969036242,0.021424282192684982,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.01,0.013824327365341147,0.02,5,0.0062650000000000015,0.0062650000000000015,0.011250049999888889,-0.015368403988003565,0.00593617205849177,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.02,0.022049220694563384,0.02,5,0.012045,0.012045,0.011997387736503308,-0.016357299181324492,0.009989660694451775,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.03,0.030852270334861414,0.02,5,0.011620000000000002,0.011620000000000002,0.01382083345894885,-0.017119234822079932,0.013572434519918132,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.05,0.048231209145673755,0.02,5,0.0069999999999999975,0.0069999999999999975,0.012866696351433806,-0.011639782767285434,0.006971041920107009,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.07,0.06536318929610631,0.02,5,0.01227,0.01227,0.014062909994023286,-0.008559617411039944,0.008742813858068394,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.1,0.09062948250900545,0.02,5,0.0046749999999999995,0.0046749999999999995,0.00677156278121971,-0.005852314176866313,0.00883621501317409,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.2,0.17278407595355014,0.02,5,0.009515,0.009515,0.014638685904137704,-0.012855637513171758,0.01721126270371975,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.3,0.2556677139142656,0.02,5,0.0014350000000000022,0.0014350000000000022,0.015461308563637166,0.0008592040204263407,0.017897778329429445,0.009977865822787509,False
