run_dir,calibration_tau,model,threshold_mode,jitter,realized_nn_median,target_poison_ratio,n_seeds,damage,delta_fpr_mean,delta_fpr_std,delta_tpr_mean,delta_tpr_std,sigma_control,clears_2sigma
cicids,0.0,xgboost,fixed,0.7,0.5602404002212811,0.02,5,0.0032849999999999984,0.0032849999999999984,0.007999582020330812,0.014022858069222677,0.0165688681973492,0.009977865822787509,False
cicids,0.0,xgboost,fixed,1.5,1.0621106413443386,0.02,5,0.0025299999999999997,0.0025299999999999997,0.01079699611002986,-0.0002269595525654422,0.010232204105005725,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.0,0.010431682190518916,0.05,5,0.7259650000000001,0.7259650000000001,0.03912893989747232,0.08274296830671964,0.02079505802606161,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.01,0.01394801833031802,0.05,5,-0.008445,-0.008445,0.010688755774176899,0.013066385669125413,0.004483264590728662,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.02,0.022169130237940593,0.05,5,-0.00966,-0.00966,0.010419776869012118,0.012126124665639958,0.018790680093055893,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.03,0.03093057459041746,0.05,5,-0.00585,-0.00585,0.010383911835141901,0.011655994163897242,0.010778811194056314,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.05,0.048301587178887766,0.05,5,-0.007819999999999999,-0.007819999999999999,0.010896536146867957,0.012255815838534478,0.011214812883580295,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.07,0.06531899891207278,0.05,5,-0.007719999999999999,-0.007719999999999999,0.01415593294346932,0.01159114857744994,0.012985951018776101,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.1,0.09049369262974472,0.05,5,-0.005364999999999999,-0.005364999999999999,0.013562915892240873,0.007246494285482718,0.014791466962105817,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.2,0.172613432715349,0.05,5,-0.0061,-0.0061,0.010764641192348214,-0.0020426359730890686,0.008380170972503247,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.3,0.2542523958131831,0.05,5,-0.004090000000000002,-0.004090000000000002,0.01480908293919647,-0.0014590256950636426,0.01059539106542969,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.7,0.5599149552431368,0.05,5,0.00332,0.00332,0.015467116327874434,0.01569263192023993,0.016262543939615858,0.009977865822787509,False
cicids,0.0,xgboost,fixed,1.5,1.0591578042930059,0.05,5,-0.001745,-0.001745,0.006861040373004664,0.0245440544702926,0.01147942604615463,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.0,0.010522984119221288,0.1,5,0.901975,0.901975,0.028290805706094668,0.12447110318553944,0.00917316544850705,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.01,0.013918432479111943,0.1,5,0.003204999999999998,0.003204999999999998,0.012637387487135145,0.04853692145578341,0.016858430022111254,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.02,0.022056280869158444,0.1,5,0.007235,0.007235,0.014394243641122654,0.05289778714436248,0.02369066963748092,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.03,0.03093754153979918,0.1,5,-0.002225,-0.002225,0.010111024305182932,0.01888627705276813,0.015077470404262227,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.05,0.04831208956310181,0.1,5,-0.006625000000000001,-0.006625000000000001,0.012162609197865397,0.026894706979006245,0.024849181233129642,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.07,0.06526996504470065,0.1,5,-0.004315000000000001,-0.004315000000000001,0.009925198360738186,0.031628434789657156,0.01721200708142472,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.1,0.09033014239475098,0.1,5,-0.005035,-0.005035,0.012193038485135687,0.018172975601848097,0.024083160509354887,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.2,0.17262102139585886,0.1,5,-0.007260000000000001,-0.007260000000000001,0.007533292772752164,0.00966199238064358,0.007750463404681186,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.3,0.25432074795894144,0.1,5,-0.003955000000000001,-0.003955000000000001,0.008679454907999694,0.01919429358839264,0.021382718441968172,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.7,0.5598887757901366,0.1,5,0.005805000000000001,0.005805000000000001,0.012940312496226665,0.02642457647726353,0.013610213313913506,0.009977865822787509,False
cicids,0.0,xgboost,fixed,1.5,1.0581742146559063,0.1,5,0.00292,0.00292,0.005802380976805985,0.037934668071654354,0.02015769996052684,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.0,0.011071405657643656,0.2,5,0.944205,0.944205,0.017939162814914186,0.13102050741671395,0.008186675034136087,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.01,0.014381144035069316,0.2,5,0.002595,0.002595,0.01574030852620113,0.07327551268541785,0.005949549426887894,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.02,0.02234033452151998,0.2,5,0.00414,0.00414,0.010447855641230885,0.07295128475318151,0.010990173155110597,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.03,0.031145766227097804,0.2,5,0.0037949999999999985,0.0037949999999999985,0.0167102550848274,0.06862284185782605,0.009156676993241675,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.05,0.048520121340943884,0.2,5,0.003170000000000002,0.003170000000000002,0.015537348148895937,0.06985490800032423,0.012278380586513225,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.07,0.06549662205094067,0.2,5,0.00029500000000000083,0.00029500000000000083,0.014474810016024388,0.06824997973575422,0.013501524220464634,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.1,0.09055539550988481,0.2,5,0.004365,0.004365,0.017209886330246345,0.06526708275917972,0.01478555804335086,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.2,0.17261844716975427,0.2,5,0.007970000000000001,0.007970000000000001,0.009296158480791945,0.008186755288968128,0.02812332740467876,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.3,0.25405201657983284,0.2,5,0.010195000000000001,0.010195000000000001,0.009584955659782677,0.0378860338818189,0.014875402978325295,0.009977865822787509,False
cicids,0.0,xgboost,fixed,0.7,0.5591151059912843,0.2,5,0.020649999999999998,0.020649999999999998,0.009727024210929053,0.06142498176217881,0.017449235979006984,0.009977865822787509,True
cicids,0.0,xgboost,fixed,1.5,1.0542563956797593,0.2,5,0.023725,0.023725,0.01872651863000702,0.062462511145335166,0.012986279881740781,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.0,0.010793520647202747,0.5,5,0.9440149999999999,0.9440149999999999,0.018635589271606082,0.1312474669692794,0.008202670325644134,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.01,0.014164875736472057,0.5,5,0.02546,0.02546,0.03795295031351317,0.0590094836670179,0.02954885596164951,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.03,0.03109014898322242,0.5,5,0.021139999999999996,0.021139999999999996,0.034510091821089085,0.06551025370835697,0.0044645403358760175,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.1,0.09030748479091491,0.5,5,0.022745000000000005,0.022745000000000005,0.03595260508641898,0.06664505147118424,0.01242175455498094,0.009977865822787509,True
cicids,0.0,xgboost,fixed,0.3,0.25354973425167204,0.5,5,0.021595,0.021595,0.015431202156669455,0.0511145335170625,0.03071089601305318,0.009977865822787509,True
cicids,0.0,xgboost,fixed,1.5,1.05365202140995,0.5,5,0.035465,0.035465,0.019707760210130425,0.06372700008105699,0.014452530543831532,0.009977865822787509,True
cicids,0.0,xgboost,recalibrated,0.0,0.010602133547744839,0.005,5,-0.01964821269352355,0.0009749999999999998,0.001193078999899001,0.01964821269352355,0.03650501820713359,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.01,0.014301275655447476,0.005,5,-0.002642457647726326,-0.0005150000000000004,0.0026888426878491794,0.002642457647726326,0.04001755424568357,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.03,0.031457928635491225,0.005,5,0.0036151414444354213,0.0011250000000000001,0.0012809908274456928,-0.0036151414444354213,0.04537151865398647,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.1,0.09100813636040211,0.005,5,-0.009953797519656327,0.0009849999999999995,0.002113099027494926,0.009953797519656327,0.024299215279779143,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.3,0.25203698837677635,0.005,5,-0.0371403096376753,0.00017500000000000016,0.0017929549631822879,0.0371403096376753,0.023948559651234783,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,1.5,1.0610277222805933,0.005,5,-0.029164302504660823,0.0013450000000000003,0.0018590488159271128,0.029164302504660823,0.03078071027686969,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.0,0.010494820840572353,0.01,5,-0.03504903947475076,0.0012649999999999996,0.0014871953469534527,0.03504903947475076,0.018368538958896792,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.01,0.01428035207804062,0.01,5,-0.014055280862446317,0.00034999999999999994,0.0017088007490635064,0.014055280862446317,0.035540533960581086,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.03,0.030986235436547927,0.01,5,-0.007295128475318169,0.00015499999999999976,0.0022962877650677845,0.007295128475318169,0.03144049810978584,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.1,0.09032301474981078,0.01,5,0.0024803436816081435,0.0004749999999999999,0.002192102301444894,-0.0024803436816081435,0.05185726523044615,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.3,0.25600611954755365,0.01,5,-0.011396611818108138,0.0007549999999999999,0.0022113627020459575,0.011396611818108138,0.04417120695495624,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,1.5,1.0628672291709718,0.01,5,-0.015773688903299044,0.001315,0.001500583219951496,0.015773688903299044,0.0251932483910778,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.0,0.010353908058669573,0.02,5,-0.020264245764772683,0.001195,0.0018347683777523527,0.020264245764772683,0.010109888873788138,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.01,0.013824327365341147,0.02,5,0.017248925994974452,0.0012950000000000001,0.00175217721706453,-0.017248925994974452,0.020412153736173357,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.02,0.022049220694563384,0.02,5,0.012725946340277216,0.0013649999999999997,0.0011801218157461546,-0.012725946340277216,0.018808800910145505,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.03,0.030852270334861414,0.02,5,0.02610034854502712,0.0013249999999999994,0.0019883253003470033,-0.02610034854502712,0.033954314508833704,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.05,0.048231209145673755,0.02,5,0.009256707465348124,0.0017100000000000004,0.0017350792489105504,-0.009256707465348124,0.018540037416476664,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.07,0.06536318929610631,0.02,5,0.01232066142498176,0.0017950000000000002,0.0014333527130472809,-0.01232066142498176,0.015271875601077114,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.1,0.09062948250900545,0.02,5,0.01985896084947718,0.0010499999999999997,0.0016324827717314506,-0.01985896084947718,0.024954626753267276,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.2,0.17278407595355014,0.02,5,0.044727243252006166,0.0012949999999999997,0.0012182723422946122,-0.044727243252006166,0.01255433727496284,0.020048535258507114,True
cicids,0.0,xgboost,recalibrated,0.3,0.2556677139142656,0.02,5,0.040528491529545255,0.0012949999999999997,0.001966945601688059,-0.040528491529545255,0.03349419309509584,0.020048535258507114,True
cicids,0.0,xgboost,recalibrated,0.7,0.5602404002212811,0.02,5,-0.02097754721569265,0.0012099999999999997,0.0010453169375840043,0.02097754721569265,0.03526730556318044,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,1.5,1.0621106413443386,0.02,5,0.00030801653562451126,0.0011099999999999994,0.0016971115166658907,-0.00030801653562451126,0.04310682453163622,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.0,0.010431682190518916,0.05,5,-0.0013779687120045292,0.0019149999999999994,0.001579220535580766,0.0013779687120045292,0.019105820411984904,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.01,0.01394801833031802,0.05,5,-0.026683958823052613,0.0012049999999999997,0.002067864236355956,0.026683958823052613,0.02729246516830501,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.02,0.022169130237940593,0.05,5,-0.02023182297154902,0.001375,0.0010101051925418467,0.02023182297154902,0.02517368128262427,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.03,0.03093057459041746,0.05,5,-0.013309556618302687,0.0010999999999999998,0.001638501602074286,0.013309556618302687,0.013138284321033023,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.05,0.048301587178887766,0.05,5,-0.01964821269352357,0.0007849999999999999,0.0020391174561559715,0.01964821269352357,0.009809502560211193,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.07,0.06531899891207278,0.05,5,-0.027624219826538045,0.00165,0.0016422164899914991,0.027624219826538045,0.02909722155622099,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.1,0.09049369262974472,0.05,5,-0.011931587906298136,0.0008249999999999993,0.0009805929328727595,0.011931587906298136,0.02513311589283401,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.2,0.172613432715349,0.05,5,0.0019940017832536404,0.0008149999999999998,0.0027524193902819386,-0.0019940017832536404,0.03135122321878038,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.3,0.2542523958131831,0.05,5,0.020248034368160826,0.0006099999999999998,0.0016724420767249314,-0.020248034368160826,0.03321924427808512,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.7,0.5599149552431368,0.05,5,-0.023360622517629916,0.0013049999999999997,0.00202031866298364,0.023360622517629916,0.04222101779307181,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,1.5,1.0591578042930059,0.05,5,-0.0004539191051309288,0.0008199999999999998,0.0014441043937333613,0.0004539191051309288,0.02425227100426036,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.0,0.010522984119221288,0.1,5,0.009418821431466306,0.0019499999999999997,0.00158113883008419,-0.009418821431466306,0.04032995873665281,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.01,0.013918432479111943,0.1,5,-0.04730485531328525,0.0010899999999999998,0.002497911627740261,0.04730485531328525,0.023718871612990956,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.02,0.022056280869158444,0.1,5,-0.04216584258733891,0.0008799999999999997,0.0015601882899188811,0.04216584258733891,0.02498695065453526,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.03,0.03093754153979918,0.1,5,-0.0367026019291562,0.0012049999999999995,0.001530461531695586,0.0367026019291562,0.036132617422936976,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.05,0.04831208956310181,0.1,5,-0.035146307854421674,0.0016599999999999996,0.001477286363573427,0.035146307854421674,0.04230544025508072,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.07,0.06526996504470065,0.1,5,-0.04980141039150525,0.0010499999999999997,0.0008312265034273146,0.04980141039150525,0.028029054682096884,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.1,0.09033014239475098,0.1,5,-0.038874929075139855,0.0012099999999999995,0.0017583372827759756,0.038874929075139855,0.04152667985814306,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.2,0.17262102139585886,0.1,5,-0.024527843073680812,0.00167,0.0016257113827491034,0.024527843073680812,0.03778223273915666,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.3,0.25432074795894144,0.1,5,-0.016260030801653568,0.0017399999999999998,0.0014554423726139078,0.016260030801653568,0.019481148362691325,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.7,0.5598887757901366,0.1,5,0.012612466563994462,0.001645,0.0015288271648554654,-0.012612466563994462,0.021539099320454027,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,1.5,1.0581742146559063,0.1,5,-0.005641566020912725,0.0013549999999999994,0.0013292855223765887,0.005641566020912725,0.017660250074000905,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.0,0.011071405657643656,0.2,5,0.05990111048066789,0.001715,0.0015974197945436888,-0.05990111048066789,0.051946618342565976,0.020048535258507114,True
cicids,0.0,xgboost,recalibrated,0.01,0.014381144035069316,0.2,5,-0.07319445570235879,0.0018249999999999996,0.0015521154918368672,0.07319445570235879,0.022892248565829165,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.02,0.02234033452151998,0.2,5,-0.07834967982491695,0.001225,0.0010414833171971602,0.07834967982491695,0.02431321738288719,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.03,0.031145766227097804,0.2,5,-0.07693928831968874,0.0014199999999999996,0.0016848034009937188,0.07693928831968874,0.023403187873794386,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.05,0.048520121340943884,0.2,5,-0.057647726351625225,0.0018999999999999996,0.001611191329420563,0.057647726351625225,0.04273399944937179,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.07,0.06549662205094067,0.2,5,-0.05931750020264246,0.0014699999999999995,0.0020419353564694455,0.05931750020264246,0.040161931526962576,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.1,0.09055539550988481,0.2,5,-0.04208478560427984,0.0017999999999999995,0.0016034143257436617,0.04208478560427984,0.0237198965075497,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.2,0.17261844716975427,0.2,5,0.0006970900543081582,0.0011349999999999997,0.002218994704815674,-0.0006970900543081582,0.020491359222424156,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.3,0.25405201657983284,0.2,5,-0.04093377644484073,0.00162,0.001709934209260696,0.04093377644484073,0.015487930028709353,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.7,0.5591151059912843,0.2,5,-0.01679500688984359,0.0011749999999999996,0.002015409387692734,0.01679500688984359,0.025626534069333257,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,1.5,1.0542563956797593,0.2,5,0.007051957526140895,0.0010500000000000002,0.002119625556554742,-0.007051957526140895,0.012213138368012688,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.0,0.010793520647202747,0.5,5,0.21867552889681444,0.0018999999999999996,0.001590302644152993,-0.21867552889681444,0.05756719209356878,0.020048535258507114,True
cicids,0.0,xgboost,recalibrated,0.01,0.014164875736472057,0.5,5,-0.005284915295452719,0.001885,0.0016499621207773229,0.005284915295452719,0.029088188041395808,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.03,0.03109014898322242,0.5,5,0.0028369944070681273,0.0015299999999999997,0.0016628665009555037,-0.0028369944070681273,0.041526181471011045,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.1,0.09030748479091491,0.5,5,-0.02708924373834807,0.0018749999999999995,0.00170247980898453,0.02708924373834807,0.0324669594620858,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,0.3,0.25354973425167204,0.5,5,-0.01219097025208724,0.0017099999999999997,0.0015296649960040273,0.01219097025208724,0.03432534025993161,0.020048535258507114,False
cicids,0.0,xgboost,recalibrated,1.5,1.05365202140995,0.5,5,-0.0024965550782200196,0.0015649999999999998,0.0016337839514452336,0.0024965550782200196,0.006178275761893256,0.020048535258507114,False
cicids_recal,0.1,rf,fixed,0.0,0.010602133547744839,0.005,5,-0.002055,-0.002055,0.003242028685869389,-0.016389721974548088,0.047793262085426905,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.0,0.010494820840572353,0.01,5,-0.0016799999999999999,-0.0016799999999999999,0.004981729117485212,0.010553619194293628,0.01702962653366931,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.01,0.01428035207804062,0.01,5,-0.00211,-0.00211,0.004822525272095523,0.014574045554024506,0.03001765645958125,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.0,0.010353908058669573,0.02,5,0.00294,0.00294,0.00406607919253917,0.020637107886844475,0.025412017031937777,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,1.5,,0.02,5,0.002145,0.002145,0.00311535511619462,-0.03707546405122797,0.03330438994444757,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.0,0.010431682190518916,0.05,5,0.00869,0.00869,0.0059154089038713125,0.017281348788198113,0.021917214672581904,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.01,0.01394801833031802,0.05,5,0.0010500000000000002,0.0010500000000000002,0.004134912332807069,0.006111696522655441,0.029191015645596494,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.7,0.5599149552431368,0.05,5,0.00427,0.00427,0.005028462737258775,-0.08402366863905322,0.023321081508584134,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,1.5,,0.05,5,-0.0006499999999999999,-0.0006499999999999999,0.0035559369370111163,-0.07413471670584418,0.008299063455854027,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.0,0.010522984119221288,0.1,5,0.024835000000000003,0.024835000000000003,0.004924860404112994,0.018237821188295377,0.02632642963287402,0.004455567172261081,True
cicids_recal,0.1,rf,fixed,0.0,0.011071405657643656,0.2,5,0.33689,0.33689,0.13948994990679436,0.03616762584096624,0.015959829737353503,0.004455567172261081,True
cicids_recal,0.1,rf,fixed,0.01,0.014381144035069316,0.2,5,0.0038699999999999997,0.0038699999999999997,0.007961850444463271,0.005771257193807266,0.015275682555142065,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.7,0.5591151059912843,0.2,5,0.01106,0.01106,0.0012258415476724541,-0.06716381616276239,0.030720093979214862,0.004455567172261081,True
cicids_recal,0.1,rf,fixed,1.5,,0.2,5,0.004489999999999999,0.004489999999999999,0.004364222439335556,-0.08509362081543322,0.02965558097835044,0.004455567172261081,False
cicids_recal,0.1,rf,fixed,0.0,0.010793520647202747,0.5,5,0.8800650000000001,0.8800650000000001,0.02355819655661267,0.08859528248358597,0.034134374629495194,0.004455567172261081,True
cicids_recal,0.1,rf,fixed,1.5,,0.5,5,0.010519999999999998,0.010519999999999998,0.005449925458205827,-0.07171921861068328,0.0366582569479028,0.004455567172261081,True
cicids_recal,0.1,rf,recalibrated,0.0,0.010602133547744839,0.005,5,-0.028856285969036242,2.4999999999999327e-05,0.00033680483963268755,0.028856285969036242,0.033677737693256285,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.0,0.010494820840572353,0.01,5,-0.017913593256059034,4.4999999999999556e-05,0.0006253499020548417,0.017913593256059034,0.033316441470061596,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.01,0.01428035207804062,0.01,5,-0.037237578017346194,0.00017999999999999925,0.0003894707947972483,0.037237578017346194,0.031864550609138356,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.0,0.010353908058669573,0.02,5,0.000794358433979081,0.0002949999999999998,0.0004277119357698592,-0.000794358433979081,0.03541213446040571,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,1.5,,0.02,5,0.04510010537407796,-3.0000000000000512e-05,0.0008837774041012815,-0.04510010537407796,0.042291577037484464,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.0,0.010431682190518916,0.05,5,0.033541379589851636,0.0001349999999999997,0.0006859300255857009,-0.033541379589851636,0.05049874114414614,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.01,0.01394801833031802,0.05,5,0.004263597308908152,0.0003049999999999997,0.0005269013190342196,-0.004263597308908152,0.03724304199341185,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.7,0.5599149552431368,0.05,5,0.08530436897138685,0.00022999999999999965,0.0005191338940966965,-0.08530436897138685,0.025496744274171153,0.030293837226850386,True
cicids_recal,0.1,rf,recalibrated,1.5,,0.05,5,0.0636621544946097,0.0002599999999999998,0.00045846210312303943,-0.0636621544946097,0.02405116540111789,0.030293837226850386,True
cicids_recal,0.1,rf,recalibrated,0.0,0.010522984119221288,0.1,5,0.06024154980951606,0.0003449999999999995,0.00048198807039178895,-0.06024154980951606,0.03530259141427496,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.0,0.011071405657643656,0.2,5,0.13988814136337843,0.00036999999999999983,0.0004751315607281842,-0.13988814136337843,0.015396069281344385,0.030293837226850386,True
cicids_recal,0.1,rf,recalibrated,0.01,0.014381144035069316,0.2,5,0.05341655183594061,0.0002249999999999995,0.0005329751401331959,-0.05341655183594061,0.07927795621699643,0.030293837226850386,False
cicids_recal,0.1,rf,recalibrated,0.7,0.5591151059912843,0.2,5,0.1089892194212531,-0.0005650000000000006,0.0014586594873376036,-0.1089892194212531,0.03841158636757059,0.030293837226850386,True
cicids_recal,0.1,rf,recalibrated,1.5,,0.2,5,0.10329901921050495,0.00026499999999999994,0.0005079370039680118,-0.10329901921050495,0.03834023574282481,0.030293837226850386,True
cicids_recal,0.1,rf,recalibrated,0.0,0.010793520647202747,0.5,5,0.2816730161303396,0.00037499999999999963,0.0004568916720624266,-0.2816730161303396,0.03800513778042381,0.030293837226850386,True
cicids_recal,0.1,rf,recalibrated,1.5,,0.5,5,0.09533922347410226,0.0003049999999999997,0.0005277902045320661,-0.09533922347410226,0.030677064442320462,0.030293837226850386,True
cicids_recal,0.1,xgboost,fixed,0.0,0.010602133547744839,0.005,5,0.00148,0.00148,0.0021661746236164795,0.004912053173380881,0.015204462241256664,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.0,0.010494820840572353,0.01,5,-0.0020849999999999996,-0.0020849999999999996,0.0047989451966031025,0.0056739888141363656,0.032362197164397595,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.01,0.01428035207804062,0.01,5,0.0013850000000000002,0.0013850000000000002,0.0019122630572178088,-0.022242036151414447,0.04832143907909218,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.0,0.010353908058669573,0.02,5,-0.002055,-0.002055,0.005977258987194715,-0.006662884007457226,0.02541381387928779,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,1.5,,0.02,5,-0.0013849999999999993,-0.0013849999999999993,0.0052378013039824246,-0.002415498095160884,0.025034629978025236,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.0,0.010431682190518916,0.05,5,0.005095000000000001,0.005095000000000001,0.00676256700521333,-0.02050741671394989,0.039694548905829276,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.01,0.01394801833031802,0.05,5,-0.0023899999999999998,-0.0023899999999999998,0.006692803971430807,-0.023506525087136222,0.017960936193930844,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.7,0.5599149552431368,0.05,5,-0.00279,-0.00279,0.004451846527004272,-0.025387047094107152,0.04859872798627578,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,1.5,,0.05,5,-0.0006499999999999995,-0.0006499999999999995,0.0033069056533260818,3.242279322366315e-05,0.027294884441533086,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.0,0.010522984119221288,0.1,5,0.014424999999999999,0.014424999999999999,0.022747204498575202,-0.06505633460322606,0.0710149984773079,0.0061113621389897645,True
cicids_recal,0.1,xgboost,fixed,0.0,0.011071405657643656,0.2,5,0.27884,0.27884,0.3742989846032179,-0.04226311096700983,0.11336603106856542,0.0061113621389897645,True
cicids_recal,0.1,xgboost,fixed,0.01,0.014381144035069316,0.2,5,-0.00324,-0.00324,0.004327369293231165,-0.021399043527599915,0.0378328638408526,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.7,0.5591151059912843,0.2,5,-0.003035,-0.003035,0.005077142404936068,-0.030963767528572595,0.05368105416345579,0.0061113621389897645,False
