scenario,model,seed,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,rf,2,0.05,0,fixed,0.11599999999999999,30000,0,0.0,0.05865,0.8708762259868688,0.8207792207792208,0.8450859322767137,0.9692105161303396,37654,2346,1593,10744,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8600415033433249,4337,0.99675,4000,0.75675,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,0,recalibrated,0.3502222222222222,30000,0,0.0,0.009825,0.8430736807976007,0.9635908838243469,0.8993126107820675,0.9692105161303396,39607,393,1936,10401,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8060871570209822,4337,0.99525,4000,0.731,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,1,fixed,0.11599999999999999,30079,79,0.002626417101632368,0.043175,0.8845748561238551,0.863370253164557,0.8738439364215077,0.9567469127421577,38273,1727,1424,10913,79,1211.4089151110138,401634.9990289222,1423.2342635459781,79,1211.4089151110138,401634.9990289222,1423.2342635459781,True,False,0.8884021212819921,4337,0.9965,4000,0.7685,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,1,recalibrated,0.5040571239419303,30079,79,0.002626417101632368,0.00915,0.7963848585555645,0.9640859581984104,0.8722478693181819,0.9567469127421577,39634,366,2512,9825,79,1211.4089151110138,401634.9990289222,1423.2342635459781,79,1211.4089151110138,401634.9990289222,1423.2342635459781,True,False,0.777034816693567,4337,0.99425,4000,0.6195,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,2,fixed,0.11599999999999999,30158,158,0.005239074209165064,0.0362,0.8814946907676097,0.8824961454191349,0.8819951338199514,0.9584303386155467,38552,1448,1462,10875,158,2066.536000475706,589627.3056428094,2322.5057929841455,79,855.1270853646918,187992.30661388722,899.2715294381675,True,False,0.8879409730228268,4337,0.99625,4000,0.75975,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,2,recalibrated,0.2606988909326898,30158,158,0.005239074209165064,0.009225,0.8643916673421416,0.9665548808121092,0.9126230209670517,0.9584303386155467,39631,369,1673,10664,158,2066.536000475706,589627.3056428094,2322.5057929841455,79,855.1270853646918,187992.30661388722,899.2715294381675,True,False,0.8466682038275305,4337,0.9955,4000,0.7525,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,3,fixed,0.11599999999999999,30237,237,0.007838079174521282,0.053775,0.8844127421577369,0.8353238401469912,0.8591676837670774,0.9715947434546486,37849,2151,1426,10911,237,2991.8479874227833,894915.5081802601,3307.448647456422,79,925.3119869470775,305288.2025374507,984.9428544722763,True,False,0.8913995849665668,4337,0.9965,4000,0.76475,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,3,recalibrated,0.47723809523809524,30237,237,0.007838079174521282,0.00985,0.819161870795169,0.9624761904761905,0.8850549546788107,0.9715947434546486,39606,394,2231,10106,237,2991.8479874227833,894915.5081802601,3307.448647456422,79,925.3119869470775,305288.2025374507,984.9428544722763,True,False,0.7675812773806779,4337,0.99475,4000,0.6995,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,4,fixed,0.11599999999999999,30316,316,0.010423538725425518,0.062975,0.8977060873794277,0.8146976607326761,0.8541899656781456,0.9731636195995785,37481,2519,1262,11075,316,4695.862661789628,2267535.8636845835,5155.9832240466485,79,1704.014674366845,1372620.3555043233,1848.5345765902268,True,False,0.8962416416878026,4337,0.9965,4000,0.8005,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,4,recalibrated,0.3970406504065041,30316,316,0.010423538725425518,0.0099,0.8312393612709735,0.962820392451413,0.8922046285018271,0.9731636195995785,39604,396,2082,10255,316,4695.862661789628,2267535.8636845835,5155.9832240466485,79,1704.014674366845,1372620.3555043233,1848.5345765902268,True,False,0.7751902236569057,4337,0.9945,4000,0.72875,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,5,fixed,0.11599999999999999,30395,395,0.01299555848001316,0.060075,0.8884655913106915,0.8201885662975157,0.8529629197307498,0.9629963696603713,37597,2403,1376,10961,395,6102.470044656549,2930724.6682883566,6935.85138392376,79,1406.607382866921,663188.8046037734,1779.868159877112,True,False,0.8893244178003228,4337,0.9965,4000,0.7795,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,5,recalibrated,0.4513333333333333,30395,395,0.01299555848001316,0.01,0.7589365323822648,0.9590289869917034,0.8473303167420815,0.9629963696603713,39600,400,2974,9363,395,6102.470044656549,2930724.6682883566,6935.85138392376,79,1406.607382866921,663188.8046037734,1779.868159877112,True,False,0.7618169241411114,4337,0.99475,4000,0.52,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,6,fixed,0.11599999999999999,30474,474,0.015554242961212838,0.08595,0.8837642862932642,0.760267763754271,0.8173776145138317,0.9664602780254519,36562,3438,1434,10903,474,7214.931256002079,3188571.3787213727,8689.070073303128,79,1112.4612113455294,257846.71043301618,1753.2186893793678,True,False,0.89255245561448,4337,0.99625,4000,0.76175,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,6,recalibrated,0.5918934950053776,30474,474,0.015554242961212838,0.009925,0.7042230688173786,0.9563015960374244,0.811128746148819,0.9664602780254519,39603,397,3649,8688,474,7214.931256002079,3188571.3787213727,8689.070073303128,79,1112.4612113455294,257846.71043301618,1753.2186893793678,True,False,0.7346091768503574,4337,0.9945,4000,0.381,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,7,fixed,0.11599999999999999,30553,553,0.01809969561090564,0.066425,0.8913025857177596,0.8053907566102688,0.8461716044632551,0.9658328858312394,37343,2657,1341,10996,553,8439.947735750153,3780461.534817977,9682.661735858326,79,1225.0164797480743,591890.1560966044,993.5916625551976,True,False,0.8990085312427946,4337,0.997,4000,0.77725,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,7,recalibrated,0.37333333333333335,30553,553,0.01809969561090564,0.009925,0.7750668720110238,0.9601365598955719,0.8577323286688195,0.9658328858312394,39603,397,2775,9562,553,8439.947735750153,3780461.534817977,9682.661735858326,79,1225.0164797480743,591890.1560966044,993.5916625551976,True,False,0.791330412727692,4337,0.9955,4000,0.537,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
a1,rf,2,0.05,8,fixed,0.11599999999999999,30632,632,0.02063201880386524,0.051425,0.8912215287347005,0.8423996322402697,0.8661231241876405,0.9665735683310367,37943,2057,1342,10995,632,10077.113269500465,4467068.54491715,11817.092402442815,79,1637.1655337503123,686607.0100991735,2134.4306665844883,True,False,0.894627622780724,4337,0.9965,4000,0.78225,4000,0.07,cicids,0.06513993367211152,0.04674824115881907,0.10685009519452002,1579
