scenario,model,seed,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,rf,5,0.02,0,fixed,0.10614814814814814,30000,0,0.0,0.0458,0.8776850125638324,0.8552922590837283,0.8663439612753531,0.961020377725541,38168,1832,1509,10828,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8593497809545769,4337,0.9965,4000,0.77875,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,0,recalibrated,0.285016317016317,30000,0,0.0,0.00995,0.8056253546243008,0.9614975331334042,0.8766869542206932,0.961020377725541,39602,398,2398,9939,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8194604565367766,4337,0.996,4000,0.60025,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,1,fixed,0.10614814814814814,30031,31,0.0010322666577869534,0.06665,0.8765502148010051,0.8022255192878338,0.8377425727233992,0.9515895517548837,37334,2666,1523,10814,31,761.0,556507.0,720.950238,31,761.0,556507.0,720.950238,True,False,0.8747982476366152,4337,0.9965,4000,0.7585,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,1,recalibrated,0.338,30031,31,0.0010322666577869534,0.009775,0.7937910350976737,0.9616064414768264,0.869677190178056,0.9515895517548837,39609,391,2544,9793,31,761.0,556507.0,720.950238,31,761.0,556507.0,720.950238,True,False,0.816462992852202,4337,0.99425,4000,0.56875,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,2,fixed,0.10614814814814814,30061,61,0.0020292072785336483,0.059275,0.8819810326659642,0.8210836100211288,0.8504435499628746,0.9540357643673503,37629,2371,1456,10881,61,1087.0,634053.0,976.417902,30,326.0,77546.0,255.467664,True,False,0.8771039889324418,4337,0.997,4000,0.77225,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,2,recalibrated,0.38666666666666666,30061,61,0.0020292072785336483,0.009675,0.8162438194050418,0.9629912976953237,0.8835658506624551,0.9540357643673503,39613,387,2267,10070,61,1087.0,634053.0,976.417902,30,326.0,77546.0,255.467664,True,False,0.7977864883560064,4337,0.99425,4000,0.65825,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,3,fixed,0.10614814814814814,30092,92,0.003057290974345341,0.064475,0.8773607846315961,0.8075803924494516,0.841025641025641,0.9431088777660696,37421,2579,1513,10824,92,1432.0,722511.0,1595.537894,31,345.0,88458.0,619.119992,True,False,0.8757205441549458,4337,0.9965,4000,0.76,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,3,recalibrated,0.42533333333333334,30092,92,0.003057290974345341,0.0091,0.8185134149306963,0.9652074173198242,0.8858283258037634,0.9431088777660696,39636,364,2239,10098,92,1432.0,722511.0,1595.537894,31,345.0,88458.0,619.119992,True,False,0.7943278764122665,4337,0.995,4000,0.66825,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,4,fixed,0.10614814814814814,30122,122,0.004050195870128145,0.047325,0.8753343600551188,0.8508509297195084,0.8629190139438252,0.9561083650806517,38107,1893,1538,10799,122,1911.0,836932.0,2332.783728,30,479.0,114421.0,737.245834,True,False,0.8676504496195527,4337,0.99675,4000,0.76225,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,4,recalibrated,0.4,30122,122,0.004050195870128145,0.009925,0.8416957120855961,0.9631759577033671,0.8983476079245609,0.9561083650806517,39603,397,1953,10384,122,1911.0,836932.0,2332.783728,30,479.0,114421.0,737.245834,True,False,0.8019368226884943,4337,0.99475,4000,0.73175,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,5,fixed,0.10614814814814814,30153,153,0.005074121977912646,0.04685,0.8898435600226959,0.8541861188920012,0.8716503235539322,0.96340484416795,38126,1874,1359,10978,153,2588.0,1128461.0,3018.94614,31,677.0,291529.0,686.162412,True,False,0.8718007839520405,4337,0.997,4000,0.80225,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,5,recalibrated,0.4050859985785359,30153,153,0.005074121977912646,0.01,0.7955742887249737,0.9608418991678903,0.8704327775807024,0.96340484416795,39600,400,2522,9815,153,2588.0,1128461.0,3018.94614,31,677.0,291529.0,686.162412,True,False,0.7984782107447544,4337,0.99475,4000,0.59325,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,6,fixed,0.10614814814814814,30184,184,0.0060959448714550755,0.06845,0.8861959957850368,0.7997220393533757,0.8407413103660412,0.9645801977790387,37262,2738,1404,10933,184,3110.0,1430984.0,3293.020728,31,522.0,302523.0,274.074588,True,False,0.8671893013603874,4337,0.9965,4000,0.7965,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,6,recalibrated,0.3618243243243244,30184,184,0.0060959448714550755,0.009825,0.823620004863419,0.9627629334849346,0.8877724870036259,0.9645801977790387,39607,393,2176,10161,184,3110.0,1430984.0,3293.020728,31,522.0,302523.0,274.074588,True,False,0.8118515102605488,4337,0.994,4000,0.666,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,7,fixed,0.10614814814814814,30214,214,0.007082809293704905,0.056775,0.8804409499878415,0.8270768293611513,0.8529250098154691,0.9623129782362001,37729,2271,1475,10862,214,3437.0,1527350.0,3784.010151,30,327.0,96366.0,490.989423,True,False,0.857966336177081,4337,0.9965,4000,0.78875,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,7,recalibrated,0.526,30214,214,0.007082809293704905,0.009975,0.7929804652670828,0.9608131997642899,0.8688662906878636,0.9623129782362001,39601,399,2554,9783,214,3437.0,1527350.0,3784.010151,30,327.0,96366.0,490.989423,True,False,0.790638690338944,4337,0.9945,4000,0.594,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,8,fixed,0.10614814814814814,30245,245,0.008100512481401884,0.0564,0.8752533030720596,0.8271794086103876,0.8505375920601789,0.9529004407473454,37744,2256,1539,10798,245,3818.0,1605361.0,4223.667863,31,381.0,78011.0,439.657712,True,False,0.8655752824533087,4337,0.99675,4000,0.76425,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,8,recalibrated,0.552984126984127,30245,245,0.008100512481401884,0.0098,0.7748237010618465,0.9606069741734499,0.8577709978463748,0.9529004407473454,39608,392,2778,9559,245,3818.0,1605361.0,4223.667863,31,381.0,78011.0,439.657712,True,False,0.7537468296057183,4337,0.994,4000,0.5785,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,9,fixed,0.10614814814814814,30276,276,0.009116131589377725,0.059625,0.8740374483261732,0.8188791008505468,0.8455596941776123,0.9392257578827916,37615,2385,1554,10783,276,5131.0,2791238.0,5158.096985,31,1313.0,1185877.0,934.429122,True,False,0.8556605948812543,4337,0.997,4000,0.771,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,9,recalibrated,0.4280000000000001,30276,276,0.009116131589377725,0.00915,0.8364270081867553,0.9657463734206831,0.8964468769003563,0.9392257578827916,39634,366,2018,10319,276,5131.0,2791238.0,5158.096985,31,1313.0,1185877.0,934.429122,True,False,0.792713857505188,4337,0.99475,4000,0.7255,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,10,fixed,0.10614814814814814,30306,306,0.01009701049297169,0.056825,0.8838453432763232,0.8275024664187599,0.8547464137336365,0.9439276171273405,37727,2273,1433,10904,306,5365.0,2830612.0,5504.507234000001,30,234.0,39374.0,346.410249,True,False,0.8724925063407886,4337,0.99725,4000,0.78275,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,10,recalibrated,0.4442222222222222,30306,306,0.01009701049297169,0.0099,0.7718245926886601,0.9600725952813067,0.855717816221074,0.9439276171273405,39604,396,2815,9522,306,5365.0,2830612.0,5504.507234000001,30,234.0,39374.0,346.410249,True,False,0.7922527092460226,4337,0.9955,4000,0.526,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,11,fixed,0.10614814814814814,30337,337,0.011108547318456011,0.08875,0.881818918699846,0.7539677039295862,0.8128969588283643,0.9431583843316852,36450,3550,1458,10879,337,6481.0,3872766.0,6047.652230000001,31,1116.0,1042154.0,543.144996,True,False,0.8743370993774499,4337,0.99675,4000,0.775,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,11,recalibrated,0.250299224347816,30337,337,0.011108547318456011,0.00995,0.8511793791035097,0.9634828883383797,0.9038560853847479,0.9431583843316852,39602,398,1836,10501,337,6481.0,3872766.0,6047.652230000001,31,1116.0,1042154.0,543.144996,True,False,0.825224809776343,4337,0.99525,4000,0.73525,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,12,fixed,0.10614814814814814,30367,367,0.0120854875358119,0.073925,0.8908973008024641,0.7879982793232004,0.8362944645234924,0.9604132781470374,37043,2957,1346,10991,367,8018.0,5363393.0,6822.792623,30,1537.0,1490627.0,775.140393,True,False,0.8775651371916071,4337,0.9965,4000,0.79975,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,12,recalibrated,0.5346606760804451,30367,367,0.0120854875358119,0.009725,0.7415903380076193,0.9592157685049276,0.83648,0.9604132781470374,39611,389,3188,9149,367,8018.0,5363393.0,6822.792623,30,1537.0,1490627.0,775.140393,True,False,0.7765736684344017,4337,0.9945,4000,0.45075,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,13,fixed,0.10614814814814814,30398,398,0.013092966642542272,0.077075,0.8835211153440868,0.7795179861260102,0.8282674772036474,0.9455544338169733,36917,3083,1437,10900,398,8271.0,5395475.0,7154.55756,31,253.0,32082.0,331.764937,True,False,0.8764122665436938,4337,0.99675,4000,0.778,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,13,recalibrated,0.30298622589531676,30398,398,0.013092966642542272,0.0094,0.8485044986625597,0.9653264478052379,0.903153444631379,0.9455544338169733,39624,376,1869,10468,398,8271.0,5395475.0,7154.55756,31,253.0,32082.0,331.764937,True,False,0.8222273460917685,4337,0.996,4000,0.7295,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,14,fixed,0.10614814814814814,30429,429,0.014098392980380558,0.06165,0.8824673745643187,0.8153223994607953,0.847567146749708,0.9357894210504984,37534,2466,1450,10887,429,8760.0,5609486.0,7950.041204,31,489.0,214011.0,795.483644,True,False,0.8752593958957805,4337,0.99675,4000,0.776,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,14,recalibrated,0.5417948717948718,30429,429,0.014098392980380558,0.009675,0.816486990354219,0.9630019120458891,0.8837127692240208,0.9357894210504984,39613,387,2264,10073,429,8760.0,5609486.0,7950.041204,31,489.0,214011.0,795.483644,True,False,0.7555914226423796,4337,0.99375,4000,0.70525,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,15,fixed,0.10614814814814814,30459,459,0.015069437604648872,0.0842,0.8787387533436005,0.7629671335069322,0.8167708882694191,0.9315776708275918,36632,3368,1496,10841,459,9011.0,5646330.0,8090.494111,30,251.0,36844.0,140.452907,True,False,0.8711090615632926,4337,0.99675,4000,0.769,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,15,recalibrated,0.6073333333333334,30459,459,0.015069437604648872,0.0093,0.7561805949582556,0.9616534377899185,0.8466285506851801,0.9315776708275918,39628,372,3008,9329,459,9011.0,5646330.0,8090.494111,30,251.0,36844.0,140.452907,True,False,0.7636615171777726,4337,0.994,4000,0.51025,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,16,fixed,0.10614814814814814,30490,490,0.01607084289931125,0.0832,0.8861149388019778,0.7666199158485274,0.8220475993533105,0.9633461994407068,36672,3328,1405,10932,490,9601.0,5852960.0,9034.884112,31,590.0,206630.0,944.390001,True,False,0.8777957113211897,4337,0.99675,4000,0.7845,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,16,recalibrated,0.2645656460604485,30490,490,0.01607084289931125,0.01,0.8592040204263597,0.9636363636363636,0.9084286754938511,0.9633461994407068,39600,400,1737,10600,490,9601.0,5852960.0,9034.884112,31,590.0,206630.0,944.390001,True,False,0.8392898316808854,4337,0.996,4000,0.744,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,17,fixed,0.10614814814814814,30520,520,0.01703800786369594,0.11875,0.8958417767690686,0.6994051385900519,0.7855289811293934,0.9233831381210992,35250,4750,1285,11052,520,9862.0,5971789.0,9165.758937,30,261.0,118829.0,130.874825,True,False,0.8738759511182845,4337,0.99675,4000,0.81875,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,17,recalibrated,0.5386666666666666,30520,520,0.01703800786369594,0.009925,0.7690686552646511,0.959838138593829,0.8539285392853929,0.9233831381210992,39603,397,2849,9488,520,9862.0,5971789.0,9165.758937,30,261.0,118829.0,130.874825,True,False,0.7864883560064561,4337,0.994,4000,0.52525,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,18,fixed,0.10614814814814814,30551,551,0.01803541618932277,0.07185,0.893410067277296,0.7931778929188256,0.8403156329813594,0.9545690605495664,37126,2874,1315,11022,551,10379.0,6111153.0,9797.927867,31,517.0,139364.0,632.16893,True,False,0.8904772884482361,4337,0.99675,4000,0.79325,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
a1,rf,5,0.02,18,recalibrated,0.4537777777777778,30551,551,0.01803541618932277,0.00895,0.8104887736078463,0.9654340059862895,0.8812020798448928,0.9545690605495664,39642,358,2338,9999,551,10379.0,6111153.0,9797.927867,31,517.0,139364.0,632.16893,True,False,0.7901775420797786,4337,0.995,4000,0.648,4000,0.0,cicids,0.009037808488071284,0.0010060521703430757,0.08095693547001283,612
