scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,rf,1,accumulate,fixed_ratio,0.1,0,fixed,0.10033333333333333,30000,0,0.0,0.057675,0.8806030639539596,0.8248424569129147,0.8518111964873765,0.9625546546972522,37693,2307,1473,10864,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.866036430712474,4337,0.997,4000,0.78,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,0,recalibrated,0.4146666666666667,30000,0,0.0,0.009975,0.8296182216097917,0.9624788414519466,0.8911235906142527,0.9625546546972522,39601,399,2102,10235,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8003228037814157,4337,0.99475,4000,0.69625,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,1,fixed,0.10033333333333333,30167,167,0.005535850432591905,0.047075,0.8857907108697415,0.8530169385684178,0.8690949578495307,0.9551259392477912,38117,1883,1409,10928,167,2888.2850528698773,1337636.1482538497,2775.5995147706803,167,2888.2850528698773,1337636.1482538497,2775.5995147706803,True,False,0.8976250864652986,4337,0.9965,4000,0.76225,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,1,recalibrated,0.2493333333333333,30167,167,0.005535850432591905,0.00955,0.8586366215449461,0.9651936218678816,0.908802333562114,0.9551259392477912,39618,382,1744,10593,167,2888.2850528698773,1337636.1482538497,2775.5995147706803,167,2888.2850528698773,1337636.1482538497,2775.5995147706803,True,False,0.8402121281992161,4337,0.99525,4000,0.742,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,2,fixed,0.10033333333333333,30333,333,0.010978142616951835,0.063425,0.8885466482937505,0.8120601526038966,0.8485833720390153,0.9654202997081949,37463,2537,1375,10962,333,5545.544140098907,2752282.0447649686,5794.843208208931,166,2657.2590872290293,1414645.8965111189,3019.2436934382513,True,False,0.9029282914456997,4337,0.99675,4000,0.76475,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,2,recalibrated,0.30003669724770643,30333,333,0.010978142616951835,0.01,0.8528005187646915,0.9633733174617709,0.9047209562301144,0.9654202997081949,39600,400,1816,10521,333,5545.544140098907,2752282.0447649686,5794.843208208931,166,2657.2590872290293,1414645.8965111189,3019.2436934382513,True,False,0.8180770117592806,4337,0.9955,4000,0.74775,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,3,fixed,0.10033333333333333,30500,500,0.01639344262295082,0.06365,0.8853043689713869,0.810959310959311,0.8465026157721371,0.976352112547621,37454,2546,1415,10922,500,8738.098138300851,4105812.6689311266,9818.106932958462,167,3192.5539982019454,1353530.6241661583,4023.263724749531,True,False,0.8902467143186534,4337,0.99675,4000,0.7685,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,3,recalibrated,0.39509212044411046,30500,500,0.01639344262295082,0.009975,0.827186512118019,0.9623726895511128,0.8896735103090537,0.976352112547621,39601,399,2132,10205,500,8738.098138300851,4105812.6689311266,9818.106932958462,167,3192.5539982019454,1353530.6241661583,4023.263724749531,True,False,0.7890246714318654,4337,0.99475,4000,0.701,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,4,fixed,0.10033333333333333,30667,667,0.0217497635895262,0.07595,0.8879792494123369,0.7828914457228614,0.8321306494492975,0.974602298978682,36962,3038,1382,10955,667,12296.708521456985,6546786.657758269,12970.70312555132,167,3558.6103831561345,2440973.988827143,3152.5961925928573,True,False,0.8969333640765507,4337,0.99675,4000,0.7695,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
a1,rf,1,accumulate,fixed_ratio,0.1,4,recalibrated,0.506,30667,667,0.0217497635895262,0.009525,0.7817946016049283,0.961998803111909,0.8625855207261994,0.974602298978682,39619,381,2692,9645,667,12296.708521456985,6546786.657758269,12970.70312555132,167,3558.6103831561345,2440973.988827143,3152.5961925928573,True,False,0.7468296057182384,4337,0.9945,4000,0.607,4000,0.07,cicids,0.06567854594736759,0.04723342764817788,0.10731695172817482,2000
