scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,rf,3,accumulate,fixed_ratio,0.005,0,fixed,0.12533333333333332,30000,0,0.0,0.0379,0.876469157817946,0.8770378781734123,0.8767534257682641,0.9640888019777903,38484,1516,1524,10813,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8575051879179156,4337,0.9965,4000,0.777,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,0,recalibrated,0.2163729603729604,30000,0,0.0,0.0097,0.8587176785280052,0.9646694591149153,0.9086152922509542,0.9640888019777903,39612,388,1743,10594,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8349089232188148,4337,0.99625,4000,0.747,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,1,fixed,0.12533333333333332,30008,8,0.00026659557451346307,0.0397,0.8664180919186187,0.8706524395210556,0.868530104818396,0.9727019848828726,38412,1588,1648,10689,8,92.0,84167.0,573.055421,8,92.0,84167.0,573.055421,True,False,0.8473599262162785,4337,0.9965,4000,0.757,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,1,recalibrated,0.3466666666666666,30008,8,0.00026659557451346307,0.0095,0.8356164383561644,0.9644494339975676,0.8954225657951881,0.9727019848828726,39620,380,2028,10309,8,92.0,84167.0,573.055421,8,92.0,84167.0,573.055421,True,False,0.8095457689647222,4337,0.9955,4000,0.704,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,2,fixed,0.12533333333333332,30015,15,0.0004997501249375312,0.030025,0.8734700494447597,0.8997244719044836,0.8864028954511805,0.9797530497689876,38799,1201,1561,10776,15,179.0,167846.0,1252.320813,7,87.0,83679.0,679.265392,True,False,0.8614249481208208,4337,0.9965,4000,0.7635,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,2,recalibrated,0.44799999999999995,30015,15,0.0004997501249375312,0.009975,0.844208478560428,0.9631033845015721,0.8997451513973479,0.9797530497689876,39601,399,1922,10415,15,179.0,167846.0,1252.320813,7,87.0,83679.0,679.265392,True,False,0.7998616555222504,4337,0.99475,4000,0.74175,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,3,fixed,0.12533333333333332,30023,23,0.0007660793391733005,0.044175,0.8678771176136825,0.8583453583453583,0.8630849220103987,0.9687351594796142,38233,1767,1630,10707,23,280.0,263489.0,1833.093985,8,101.0,95643.0,580.773172,True,False,0.8487433709937745,4337,0.9965,4000,0.76,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,3,recalibrated,0.18,30023,23,0.0007660793391733005,0.009875,0.860257761206128,0.9641170058139535,0.9092310987363462,0.9687351594796142,39605,395,1724,10613,23,280.0,263489.0,1833.093985,8,101.0,95643.0,580.773172,True,False,0.8328337560525709,4337,0.9965,4000,0.75375,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,4,fixed,0.12533333333333332,30030,30,0.000999000999000999,0.029525,0.8726594796141688,0.9011467313970034,0.8866743534837754,0.9708453382102619,38819,1181,1571,10766,30,392.0,335795.0,2392.335495,7,112.0,72306.0,559.24151,True,False,0.8632695411574821,4337,0.9965,4000,0.759,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,4,recalibrated,0.39000000000000007,30030,30,0.000999000999000999,0.00975,0.8467212450352598,0.9640088593576965,0.9015664782289733,0.9708453382102619,39610,390,1891,10446,30,392.0,335795.0,2392.335495,7,112.0,72306.0,559.24151,True,False,0.8058565828913996,4337,0.99475,4000,0.743,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,5,fixed,0.12533333333333332,30038,38,0.0012650642519475331,0.0296,0.8703898840885143,0.9006878040597215,0.8852796900119544,0.9644140299505553,38816,1184,1599,10738,38,501.0,432184.0,3060.0552019999996,8,109.0,96389.0,667.719707,True,False,0.854507724233341,4337,0.9965,4000,0.7615,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,5,recalibrated,0.32666666666666666,30038,38,0.0012650642519475331,0.009975,0.850530923239037,0.9633676092544987,0.9034396659348228,0.9644140299505553,39601,399,1844,10493,38,501.0,432184.0,3060.0552019999996,8,109.0,96389.0,667.719707,True,False,0.8106986396126354,4337,0.9955,4000,0.74875,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,6,fixed,0.12533333333333332,30045,45,0.0014977533699450823,0.033525,0.865769636054146,0.8884545000831808,0.8769653926680075,0.9525551278673908,38659,1341,1656,10681,45,587.0,515952.0,3740.5404899999994,7,86.0,83768.0,680.485288,True,False,0.8466682038275305,4337,0.997,4000,0.75525,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,6,recalibrated,0.39756521739130435,30045,45,0.0014977533699450823,0.0081,0.8448569344249007,0.969852051735368,0.9030497314156992,0.9525551278673908,39676,324,1914,10423,45,587.0,515952.0,3740.5404899999994,7,86.0,83768.0,680.485288,True,False,0.8005533779109983,4337,0.995,4000,0.74275,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,7,fixed,0.12533333333333332,30053,53,0.0017635510597943634,0.0309,0.8794682661911324,0.8977329141155056,0.8885067354542849,0.9821026151009159,38764,1236,1487,10850,53,689.0,600199.0,4435.626351999999,8,102.0,84247.0,695.085862,True,False,0.8651141341941434,4337,0.99625,4000,0.77825,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,7,recalibrated,0.4333333333333333,30053,53,0.0017635510597943634,0.0093,0.8458296182216098,0.9655778661978347,0.9017455928102316,0.9821026151009159,39628,372,1902,10435,53,689.0,600199.0,4435.626351999999,8,102.0,84247.0,695.085862,True,False,0.8047037122434862,4337,0.995,4000,0.74125,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,8,fixed,0.12533333333333332,30060,60,0.001996007984031936,0.011325,0.8768744427332414,0.9598083577322332,0.9164689935615047,0.9724530396368647,39547,453,1519,10818,60,777.0,683760.0,5034.123212999999,7,88.0,83561.0,598.496861,True,False,0.8554300207516716,4337,0.9965,4000,0.7805,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,8,recalibrated,0.14285714285714285,30060,60,0.001996007984031936,0.009975,0.8743616762584097,0.9643304130162703,0.9171449219912425,0.9724530396368647,39601,399,1550,10787,60,777.0,683760.0,5034.123212999999,7,88.0,83561.0,598.496861,True,False,0.8540465759741757,4337,0.9965,4000,0.77425,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,9,fixed,0.12533333333333332,30068,68,0.0022615405081814555,0.03565,0.8789819242927778,0.8837815810920946,0.8813752184337791,0.9742662650968631,38574,1426,1493,10844,68,874.0,779282.0,5684.407560999999,8,97.0,95522.0,650.284348,True,False,0.8607332257320729,4337,0.9965,4000,0.78125,4000,,cicids
s0,rf,3,accumulate,fixed_ratio,0.005,9,recalibrated,0.3613333333333334,30068,68,0.0022615405081814555,0.009075,0.8512604360865689,0.9665899677864703,0.9052667873459185,0.9742662650968631,39637,363,1835,10502,68,874.0,779282.0,5684.407560999999,8,97.0,95522.0,650.284348,True,False,0.8141572515563754,4337,0.995,4000,0.74775,4000,,cicids
