scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,xgboost,5,accumulate,fixed_ratio,0.01,0,fixed,0.0815638080239296,30000,0,0.0,0.019625,0.861230445002837,0.9312007011393515,0.8948498757737819,0.9845039829375051,39215,785,1712,10625,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8655752824533087,4337,0.99625,4000,0.7215,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,0,recalibrated,0.1613209992647171,30000,0,0.0,0.00945,0.8465591310691416,0.9650711513583441,0.9019387711041064,0.9845039829375051,39622,378,1893,10444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8351394973483975,4337,0.99625,4000,0.70925,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,1,fixed,0.0815638080239296,30015,15,0.0004997501249375312,0.0194,0.8570965388668234,0.9316299559471366,0.8928104023303921,0.9807564197130583,39224,776,1763,10574,15,569.0,512365.0,497.924842,15,569.0,512365.0,497.924842,True,False,0.8607332257320729,4337,0.99675,4000,0.7135,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,1,recalibrated,0.3131493628025055,30015,15,0.0004997501249375312,0.005225,0.7949258328605009,0.9791333865814696,0.8774661119312843,0.9807564197130583,39791,209,2530,9807,15,569.0,512365.0,497.924842,15,569.0,512365.0,497.924842,True,False,0.8017062485589117,4337,0.99575,4000,0.58675,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,2,fixed,0.0815638080239296,30030,30,0.000999000999000999,0.010475,0.8589608494771824,0.9619644153957879,0.9075493512610799,0.9825501560346924,39581,419,1740,10597,30,757.0,556135.0,720.950045,15,188.0,43770.0,223.025203,True,False,0.8667281531012221,4337,0.99675,4000,0.71275,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,2,recalibrated,0.09364843368530273,30030,30,0.000999000999000999,0.009975,0.8566101969684689,0.9636181271085985,0.906968760727772,0.9825501560346924,39601,399,1769,10568,30,757.0,556135.0,720.950045,15,188.0,43770.0,223.025203,True,False,0.8614249481208208,4337,0.99675,4000,0.71125,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,3,fixed,0.0815638080239296,30045,45,0.0014977533699450823,0.034775,0.8590419064602416,0.8839769788973225,0.8713310860807366,0.9757654413552728,38609,1391,1739,10598,45,918.0,582188.0,734.211718,15,161.0,26053.0,13.261673,True,False,0.8658058565828914,4337,0.9965,4000,0.71425,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,3,recalibrated,0.16626544296741486,30045,45,0.0014977533699450823,0.01,0.8524762908324552,0.9633598974077128,0.904532553539176,0.9757654413552728,39600,400,1820,10517,45,918.0,582188.0,734.211718,15,161.0,26053.0,13.261673,True,False,0.8528937053262624,4337,0.9965,4000,0.708,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,4,fixed,0.0815638080239296,30061,61,0.0020292072785336483,0.0187,0.8598524762908325,0.9341317365269461,0.8954543536065506,0.9731197535867715,39252,748,1729,10608,61,1087.0,634053.0,976.417902,16,169.0,51865.0,242.206184,True,False,0.8639612635462302,4337,0.9965,4000,0.71875,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
a1,xgboost,5,accumulate,fixed_ratio,0.01,4,recalibrated,0.11055829375982285,30061,61,0.0020292072785336483,0.01,0.8557185701548189,0.9634936570229077,0.9064136687559028,0.9731197535867715,39600,400,1780,10557,61,1087.0,634053.0,976.417902,16,169.0,51865.0,242.206184,True,False,0.8572746137883329,4337,0.99575,4000,0.714,4000,0.0,cicids,0.010401877944694276,0.0009186115723668468,0.07748350624537695,303
