scenario,model,seed,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,xgboost,3,0.05,0,fixed,0.07161957025527954,30000,0,0.0,0.0271,0.8726594796141688,0.9085232067510548,0.8902302889982221,0.9846855809759261,38916,1084,1571,10766,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.866036430712474,4337,0.99675,4000,0.75575,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,0,recalibrated,0.31572332978248596,30000,0,0.0,0.009125,0.8350490394747507,0.9657823193025218,0.8956703182055294,0.9846855809759261,39635,365,2035,10302,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8081623241872262,4337,0.996,4000,0.70325,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,1,fixed,0.07161957025527954,30079,79,0.002626417101632368,0.027625,0.8771986706654779,0.9073530644755596,0.8920211012199144,0.9875979127826863,38895,1105,1515,10822,79,1036.113542347583,374402.5724233388,2707.237455442395,79,1036.113542347583,374402.5724233388,2707.237455442395,True,False,0.8741065252478671,4337,0.99675,4000,0.761,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,1,recalibrated,0.35220038890838623,30079,79,0.002626417101632368,0.009625,0.8309151333387371,0.9638021812711546,0.8924389500718234,0.9875979127826863,39615,385,2086,10251,79,1036.113542347583,374402.5724233388,2707.237455442395,79,1036.113542347583,374402.5724233388,2707.237455442395,True,False,0.8081623241872262,4337,0.9955,4000,0.691,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,2,fixed,0.07161957025527954,30158,158,0.005239074209165064,0.043125,0.872902650563346,0.861933728189531,0.8673835125448028,0.9845177980870552,38275,1725,1568,10769,158,2986.1925555414723,2305680.398093107,4315.437606465102,79,1950.0790131938893,1931277.8256697685,1608.2001510227074,True,False,0.8667281531012221,4337,0.99675,4000,0.75575,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,2,recalibrated,0.20005086064338684,30158,158,0.005239074209165064,0.0098,0.8557996271378779,0.9642009132420092,0.9067720187228927,0.9845177980870552,39608,392,1779,10558,158,2986.1925555414723,2305680.398093107,4315.437606465102,79,1950.0790131938893,1931277.8256697685,1608.2001510227074,True,False,0.8291445699792483,4337,0.99625,4000,0.74425,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,3,fixed,0.07161957025527954,30237,237,0.007838079174521282,0.027275,0.8617167869011916,0.906927145538304,0.8837441290161685,0.9857485136175732,38909,1091,1706,10631,237,11363.4528091977,21351330.33046994,7693.643719081132,79,8377.260253656228,19045649.93237683,3378.2061126160293,True,False,0.87087848743371,4337,0.9965,4000,0.717,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,3,recalibrated,0.2823006808757782,30237,237,0.007838079174521282,0.00735,0.7987355110642782,0.9710287741426882,0.8764954414053813,0.9857485136175732,39706,294,2483,9854,237,11363.4528091977,21351330.33046994,7693.643719081132,79,8377.260253656228,19045649.93237683,3378.2061126160293,True,False,0.8309891630159096,4337,0.99575,4000,0.56675,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,4,fixed,0.07161957025527954,30316,316,0.010423538725425518,0.057425,0.8637432114776687,0.8226665637304099,0.8427046263345195,0.9828102344573235,37703,2297,1681,10656,316,12115.834988300736,21468291.588550545,9708.818566459404,79,752.3821791030357,116961.25808060673,2015.174847378272,True,False,0.8706479133041273,4337,0.99675,4000,0.72325,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
a1,xgboost,3,0.05,4,recalibrated,0.2036512792110443,30316,316,0.010423538725425518,0.009575,0.80927291886196,0.9630558502942027,0.8794926004228331,0.9828102344573235,39617,383,2353,9984,316,12115.834988300736,21468291.588550545,9708.818566459404,79,752.3821791030357,116961.25808060673,2015.174847378272,True,False,0.8148489739451233,4337,0.996,4000,0.6165,4000,0.2,cicids,0.1731596986051082,0.12551174746385307,0.223152537235049,1579
