scenario,model,seed,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,rf,2,0.1,0,fixed,0.11599999999999999,30000,0,0.0,0.05865,0.8708762259868688,0.8207792207792208,0.8450859322767137,0.9692105161303396,37654,2346,1593,10744,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8600415033433249,4337,0.99675,4000,0.75675,4000,,cicids
s0,rf,2,0.1,0,recalibrated,0.3502222222222222,30000,0,0.0,0.009825,0.8430736807976007,0.9635908838243469,0.8993126107820675,0.9692105161303396,39607,393,1936,10401,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8060871570209822,4337,0.99525,4000,0.731,4000,,cicids
s0,rf,2,0.1,1,fixed,0.11599999999999999,30167,167,0.005535850432591905,0.039075,0.8821431466320824,0.8744174835288446,0.8782633256667879,0.9724703544216584,38437,1563,1454,10883,167,2277.0,1888121.0,12724.830756,167,2277.0,1888121.0,12724.830756,True,False,0.8605026516024902,4337,0.9965,4000,0.79125,4000,,cicids
s0,rf,2,0.1,1,recalibrated,0.2966666666666667,30167,167,0.005535850432591905,0.009875,0.8545837723919916,0.9638873651490217,0.9059505907626207,0.9724703544216584,39605,395,1794,10543,167,2277.0,1888121.0,12724.830756,167,2277.0,1888121.0,12724.830756,True,False,0.8247636615171777,4337,0.996,4000,0.7455,4000,,cicids
s0,rf,2,0.1,2,fixed,0.11599999999999999,30333,333,0.010978142616951835,0.0375,0.9020021074815595,0.8812163446309788,0.8914880833166433,0.9657761905244386,38500,1500,1209,11128,333,4728.0,3803385.0,24980.842214,166,2451.0,1915264.0,12256.011458,True,False,0.86741987548997,4337,0.9965,4000,0.845,4000,,cicids
s0,rf,2,0.1,2,recalibrated,0.4033333333333334,30333,333,0.010978142616951835,0.00955,0.8581502796465915,0.9651745829154891,0.9085214107955033,0.9657761905244386,39618,382,1750,10587,333,4728.0,3803385.0,24980.842214,166,2451.0,1915264.0,12256.011458,True,False,0.813004380908462,4337,0.99475,4000,0.7705,4000,,cicids
s0,rf,2,0.1,3,fixed,0.11599999999999999,30500,500,0.01639344262295082,0.0466,0.9028937342952096,0.8566484657386757,0.8791633780584057,0.9750427443868039,38136,1864,1198,11139,500,6782.0,5658955.0,37074.987401,167,2054.0,1855570.0,12094.145187,True,False,0.8593497809545769,4337,0.9965,4000,0.8565,4000,,cicids
s0,rf,2,0.1,3,recalibrated,0.40111111111111114,30500,500,0.01639344262295082,0.01,0.8686876874442733,0.9640190698929567,0.9138739660612262,0.9750427443868039,39600,400,1620,10717,500,6782.0,5658955.0,37074.987401,167,2054.0,1855570.0,12094.145187,True,False,0.8047037122434862,4337,0.995,4000,0.81175,4000,,cicids
s0,rf,2,0.1,4,fixed,0.11599999999999999,30667,667,0.0217497635895262,0.033275,0.905973899651455,0.8935881036136872,0.8997383779432482,0.978042772756748,38669,1331,1160,11177,667,8867.0,7549900.0,49693.503712,167,2085.0,1890945.0,12618.516311,True,False,0.869495042656214,4337,0.99675,4000,0.85475,4000,,cicids
s0,rf,2,0.1,4,recalibrated,0.3819047619047619,30667,667,0.0217497635895262,0.01,0.868444516495096,0.9640093575670325,0.913735021960684,0.978042772756748,39600,400,1623,10714,667,8867.0,7549900.0,49693.503712,167,2085.0,1890945.0,12618.516311,True,False,0.81715471524095,4337,0.995,4000,0.7975,4000,,cicids
