scenario,model,seed,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
control,xgboost,5,0.0,0,fixed,0.0815638080239296,30000,0,0.0,0.019625,0.861230445002837,0.9312007011393515,0.8948498757737819,0.9845039829375051,39215,785,1712,10625,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8655752824533087,4337,0.99625,4000,0.7215,4000,,cicids
control,xgboost,5,0.0,0,recalibrated,0.1613209992647171,30000,0,0.0,0.00945,0.8465591310691416,0.9650711513583441,0.9019387711041064,0.9845039829375051,39622,378,1893,10444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8351394973483975,4337,0.99625,4000,0.70925,4000,,cicids
control,xgboost,5,0.0,1,fixed,0.0815638080239296,30000,0,0.0,0.039325,0.8564480830023506,0.8704176620808963,0.8633763686876942,0.9796405224122559,38427,1573,1771,10566,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8561217431404197,4337,0.99675,4000,0.7165,4000,,cicids
control,xgboost,5,0.0,1,recalibrated,0.3837750256061554,30000,0,0.0,0.0099,0.7930615222501418,0.9611001964636542,0.869032286716703,0.9796405224122559,39604,396,2553,9784,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7959418953193451,4337,0.9955,4000,0.5875,4000,,cicids
control,xgboost,5,0.0,2,fixed,0.0815638080239296,30000,0,0.0,0.0195,0.8687687444273324,0.932162115150461,0.8993496958254668,0.9838562059252655,39220,780,1619,10718,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.856582891399585,4337,0.9965,4000,0.75425,4000,,cicids
control,xgboost,5,0.0,2,recalibrated,0.20504413545131683,30000,0,0.0,0.00995,0.8392640025938235,0.9629836309523809,0.8968773008792066,0.9838562059252655,39602,398,1983,10354,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8206133271846898,4337,0.996,4000,0.70275,4000,,cicids
control,xgboost,5,0.0,3,fixed,0.0815638080239296,30000,0,0.0,0.0331,0.858555564561887,0.8888888888888888,0.8734589535315218,0.9831422661506038,38676,1324,1745,10592,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8549688724925063,4337,0.9965,4000,0.7245,4000,,cicids
control,xgboost,5,0.0,3,recalibrated,0.3009609580039978,30000,0,0.0,0.01,0.8073275512685418,0.9613899613899614,0.8776490285059698,0.9831422661506038,39600,400,2377,9960,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8065483052801475,4337,0.99625,4000,0.61925,4000,,cicids
control,xgboost,5,0.0,4,fixed,0.0815638080239296,30000,0,0.0,0.036825,0.8694982572748642,0.8792622950819672,0.8743530178913478,0.9815655365972279,38527,1473,1610,10727,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8648835600645608,4337,0.9965,4000,0.7475,4000,,cicids
control,xgboost,5,0.0,4,recalibrated,0.3463081121444702,30000,0,0.0,0.009875,0.798492340115101,0.9614483700956471,0.8724261612717531,0.9815655365972279,39605,395,2486,9851,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7980170624855891,4337,0.99575,4000,0.60175,4000,,cicids
control,xgboost,5,0.0,5,fixed,0.0815638080239296,30000,0,0.0,0.038325,0.8579881656804734,0.8734939759036144,0.8656716417910448,0.9825067530599011,38467,1533,1752,10585,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8637306894166474,4337,0.9965,4000,0.71325,4000,,cicids
control,xgboost,5,0.0,5,recalibrated,0.5671707987785339,30000,0,0.0,0.0072,0.7803355759098647,0.9709531013615734,0.865270537479777,0.9825067530599011,39712,288,2710,9627,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.7862577818768735,4337,0.995,4000,0.55925,4000,,cicids
control,xgboost,5,0.0,6,fixed,0.0815638080239296,30000,0,0.0,0.027875,0.8625273567317825,0.9051548145627765,0.8833271074585979,0.984402777214882,38885,1115,1696,10641,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.868111597878718,4337,0.99675,4000,0.72225,4000,,cicids
control,xgboost,5,0.0,6,recalibrated,0.39075231552124023,30000,0,0.0,0.008175,0.8075707222177191,0.9682215743440233,0.8806293366332258,0.984402777214882,39673,327,2374,9963,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8086234724463915,4337,0.9955,4000,0.6185,4000,,cicids
control,xgboost,5,0.0,7,fixed,0.0815638080239296,30000,0,0.0,0.0313,0.865769636054146,0.8950808681806754,0.8801812937783271,0.9834915102942369,38748,1252,1656,10681,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8512796864191837,4337,0.99675,4000,0.7505,4000,,cicids
control,xgboost,5,0.0,7,recalibrated,0.19011329114437103,30000,0,0.0,0.009525,0.8402366863905325,0.9645482460221457,0.8981112458845953,0.9834915102942369,39619,381,1971,10366,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8215356237030205,4337,0.99625,4000,0.7045,4000,,cicids
control,xgboost,5,0.0,8,fixed,0.0815638080239296,30000,0,0.0,0.0282,0.8709572829699278,0.9049945253937506,0.8876497315159025,0.9813533699440706,38872,1128,1592,10745,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8611943739912382,4337,0.99675,4000,0.75575,4000,,cicids
control,xgboost,5,0.0,8,recalibrated,0.2680330276489258,30000,0,0.0,0.007525,0.8368322931020508,0.9716705882352941,0.8992248062015504,0.9813533699440706,39699,301,2013,10324,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8113903620013835,4337,0.99575,4000,0.7055,4000,,cicids
control,xgboost,5,0.0,9,fixed,0.0815638080239296,30000,0,0.0,0.02605,0.8596903623247143,0.9105425824175825,0.884386074629977,0.9830732045878252,38958,1042,1731,10606,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8568134655291676,4337,0.99675,4000,0.72575,4000,,cicids
control,xgboost,5,0.0,9,recalibrated,0.2608387768268585,30000,0,0.0,0.008975,0.8100834886925509,0.9653240606587462,0.8809167033935654,0.9830732045878252,39641,359,2343,9994,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8120820843901314,4337,0.99575,4000,0.62225,4000,,cicids
control,xgboost,5,0.0,10,fixed,0.0815638080239296,30000,0,0.0,0.029125,0.8722541946988733,0.9023142713399296,0.8870296335984833,0.9804757568695793,38835,1165,1576,10761,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8637306894166474,4337,0.99675,4000,0.757,4000,,cicids
control,xgboost,5,0.0,10,recalibrated,0.3248675465583801,30000,0,0.0,0.009475,0.8121909702520872,0.963554187902683,0.8814215341308937,0.9804757568695793,39621,379,2317,10020,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8120820843901314,4337,0.9955,4000,0.629,4000,,cicids
control,xgboost,5,0.0,11,fixed,0.0815638080239296,30000,0,0.0,0.017325,0.8641484963929642,0.938964241676942,0.9000042210121988,0.9850734447191376,39307,693,1676,10661,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8427484436246253,4337,0.99675,4000,0.75475,4000,,cicids
control,xgboost,5,0.0,11,recalibrated,0.22538676857948303,30000,0,0.0,0.009975,0.8349679824916917,0.9627102803738318,0.8943004731518861,0.9850734447191376,39601,399,2036,10301,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8077011759280609,4337,0.99575,4000,0.70375,4000,,cicids
