scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,xgboost,2,accumulate,fixed_ratio,0.5,0,fixed,0.07150885462760925,30000,0,0.0,0.043,0.8753343600551188,0.8626088345714514,0.868925008046347,0.9834592121261246,38280,1720,1538,10799,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8690338943970487,4337,0.99675,4000,0.76075,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,0,recalibrated,0.3517208993434906,30000,0,0.0,0.006325,0.7968712004539191,0.974910749702499,0.8769457205298603,0.9834592121261246,39747,253,2506,9831,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8095457689647222,4337,0.99475,4000,0.58525,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,1,fixed,0.07150885462760925,31500,1500,0.047619047619047616,0.055325,0.9255896895517549,0.8376613849765259,0.8794331703184567,0.9902439166734214,37787,2213,918,11419,1500,19462.0,16902488.0,113947.713391,1500,19462.0,16902488.0,113947.713391,True,False,0.8724925063407886,4337,0.99725,4000,0.9115,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,1,recalibrated,0.2014094442129135,31500,1500,0.047619047619047616,0.01,0.8794682661911324,0.9644444444444444,0.9199983041505915,0.9902439166734214,39600,400,1487,10850,1500,19462.0,16902488.0,113947.713391,1500,19462.0,16902488.0,113947.713391,True,False,0.8176158635001153,4337,0.99625,4000,0.82975,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,2,fixed,0.07150885462760925,33000,3000,0.09090909090909091,0.0475,0.9413958012482775,0.8594050614177889,0.898533905845035,0.9905521490232634,38100,1900,723,11614,3000,38324.0,33530565.0,226601.868802,1500,18862.0,16628077.0,112654.155411,True,False,0.8851740834678349,4337,0.99725,4000,0.9465,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,2,recalibrated,0.2834618389606476,33000,3000,0.09090909090909091,0.01,0.8642295533760234,0.9638401735671669,0.9113209966237873,0.9905521490232634,39600,400,1675,10662,3000,38324.0,33530565.0,226601.868802,1500,18862.0,16628077.0,112654.155411,True,False,0.8079317500576435,4337,0.99575,4000,0.79375,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,3,fixed,0.07150885462760925,34500,4500,0.13043478260869565,0.068975,0.955256545351382,0.8102997799779978,0.8768274989769725,0.9910660928507741,37241,2759,552,11785,4500,57061.0,50243168.0,338226.60755200003,1500,18737.0,16712603.0,111624.73875,True,False,0.8923218814848974,4337,0.9965,4000,0.98225,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,3,recalibrated,0.40049877762794495,34500,4500,0.13043478260869565,0.01,0.8665802058847369,0.9639347218465423,0.9126686016732114,0.9910660928507741,39600,400,1646,10691,4500,57061.0,50243168.0,338226.60755200003,1500,18737.0,16712603.0,111624.73875,True,False,0.8040119898547383,4337,0.9955,4000,0.8055,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,4,fixed,0.07150885462760925,36000,6000,0.16666666666666666,0.082625,0.9518521520629002,0.7803694843168527,0.8576227861968231,0.9914695762746211,36695,3305,594,11743,6000,76036.0,66977770.0,453033.764677,1500,18975.0,16734602.0,114807.157125,True,False,0.8794097302282684,4337,0.99725,4000,0.985,4000,,cicids
s0,xgboost,2,accumulate,fixed_ratio,0.5,4,recalibrated,0.3034309446811676,36000,6000,0.16666666666666666,0.01,0.8928426683958823,0.964958388085852,0.9275008420343551,0.9914695762746211,39600,400,1322,11015,6000,76036.0,66977770.0,453033.764677,1500,18975.0,16734602.0,114807.157125,True,False,0.8399815540696334,4337,0.99575,4000,0.84725,4000,,cicids
