scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,xgboost,4,accumulate,fixed_ratio,0.5,0,fixed,0.05549756437540054,30000,0,0.0,0.0555,0.8663370349355597,0.8280136349550666,0.8467419290948703,0.9802114259949745,37780,2220,1649,10688,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8669587272308047,4337,0.99675,4000,0.73525,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,0,recalibrated,0.45792824029922485,30000,0,0.0,0.0081,0.79411526302991,0.9679873530283569,0.8724730608246504,0.9802114259949745,39676,324,2540,9797,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8003228037814157,4337,0.9955,4000,0.586,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,1,fixed,0.05549756437540054,31500,1500,0.047619047619047616,0.078325,0.9344249007051958,0.7863037991951436,0.8539891843840285,0.9895488418983546,36867,3133,809,11528,1500,19088.0,16844851.0,115813.606075,1500,19088.0,16844851.0,115813.606075,True,False,0.8791791560986857,4337,0.99775,4000,0.931,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,1,recalibrated,0.2275380790233612,31500,1500,0.047619047619047616,0.01,0.8700656561562778,0.9640740075444584,0.91466064505134,0.9895488418983546,39600,400,1603,10734,1500,19088.0,16844851.0,115813.606075,1500,19088.0,16844851.0,115813.606075,True,False,0.8123126585197141,4337,0.99575,4000,0.807,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,2,fixed,0.05549756437540054,33000,3000,0.09090909090909091,0.054125,0.9573640269109184,0.8450915855752719,0.8977311595029073,0.9929524813568938,37835,2165,526,11811,3000,38564.0,33601529.0,229398.9272,1500,19476.0,16756678.0,113585.321125,True,False,0.894627622780724,4337,0.99775,4000,0.985,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,2,recalibrated,0.24020588397979736,33000,3000,0.09090909090909091,0.00995,0.8938153521925913,0.965164113785558,0.9281205285750357,0.9929524813568938,39602,398,1310,11027,3000,38564.0,33601529.0,229398.9272,1500,19476.0,16756678.0,113585.321125,True,False,0.8185381600184459,4337,0.99625,4000,0.873,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,3,fixed,0.05549756437540054,34500,4500,0.13043478260869565,0.0712,0.9550133744022048,0.8053315105946685,0.8738087291875255,0.9914757588960039,37152,2848,555,11782,4500,57864.0,50283284.0,344285.505635,1500,19300.0,16681755.0,114886.578435,True,False,0.8884021212819921,4337,0.998,4000,0.98425,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,3,recalibrated,0.2587498426437378,34500,4500,0.13043478260869565,0.00875,0.8926805544297641,0.9691982751034058,0.9293670886075949,0.9914757588960039,39650,350,1324,11013,4500,57864.0,50283284.0,344285.505635,1500,19300.0,16681755.0,114886.578435,True,False,0.8284528475905003,4337,0.99575,4000,0.85925,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,4,fixed,0.05549756437540054,36000,6000,0.16666666666666666,0.0725,0.9539596336224365,0.8023041788806327,0.8715840924239058,0.9929358474507579,37100,2900,568,11769,6000,76994.0,67070040.0,456146.853067,1500,19130.0,16786756.0,111861.347432,True,False,0.8854046575974176,4337,0.997,4000,0.98525,4000,,cicids
s0,xgboost,4,accumulate,fixed_ratio,0.5,4,recalibrated,0.2836361527442932,36000,6000,0.16666666666666666,0.01,0.8953554348707141,0.9650532937270663,0.9288987932556868,0.9929358474507579,39600,400,1291,11046,6000,76994.0,67070040.0,456146.853067,1500,19130.0,16786756.0,111861.347432,True,False,0.8328337560525709,4337,0.99575,4000,0.86275,4000,,cicids
