scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset,d1_estar,d1_gamma,d1_components,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,0,fixed,0.11,30000,0,0.0,,,0.0,0.0,0.8775048999996216,0.047625,0.8770365566993596,0.850294695481336,0.8634586226159126,0.9744534641728135,38095,1905,1517,10820,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.857966336177081,4337,0.9965,4000,0.77825,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,0,recalibrated,0.2346666666666667,30000,0,0.0,,,0.0,0.0,0.8775048999996216,0.00985,0.8592040204263597,0.9641622703292705,0.9086622948009085,0.9744534641728135,39606,394,1737,10600,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8360617938667282,4337,0.996,4000,0.7475,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,1,fixed,0.11,30375,375,0.012345679012345678,1.0,0.0,0.012345679012345678,1.920000067912042e-05,1.0380518000001757,0.0612,0.8722541946988733,0.8146718146718147,0.8424802317388241,0.9705892143551917,37552,2448,1576,10761,375,10095.463789286463,153900620.52718532,198081.81030119752,375,10095.463789286463,153900620.52718532,198081.81030119752,True,False,0.8623472446391515,4337,0.99675,4000,0.7585,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,1,recalibrated,0.39086666666666664,30375,375,0.012345679012345678,1.0,0.0,0.012345679012345678,1.920000067912042e-05,1.0380518000001757,0.01,0.7581259625516739,0.9589869783656311,0.8468085106382979,0.9705892143551917,39600,400,2984,9353,375,10095.463789286463,153900620.52718532,198081.81030119752,375,10095.463789286463,153900620.52718532,198081.81030119752,True,False,0.7957113211897625,4337,0.9945,4000,0.481,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,2,fixed,0.11,30750,750,0.024390243902439025,1.0,0.0,0.024390243902439025,2.5899998945533298e-05,1.0295201000008092,0.031225,0.8715246818513415,0.8959253395550371,0.8835565781904839,0.9715344431385264,38751,1249,1585,10752,750,19725.521090306378,323215283.23966324,355531.9877471336,375,9630.057301019915,169314662.7124779,157450.17744593605,True,False,0.8609637998616555,4337,0.99675,4000,0.75775,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,2,recalibrated,0.21210045662100455,30750,750,0.024390243902439025,1.0,0.0,0.024390243902439025,2.5899998945533298e-05,1.0295201000008092,0.009575,0.8633379265623734,0.9652891063984049,0.9114714817508879,0.9715344431385264,39617,383,1686,10651,750,19725.521090306378,323215283.23966324,355531.9877471336,375,9630.057301019915,169314662.7124779,157450.17744593605,True,False,0.8485127968641918,4337,0.99575,4000,0.747,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,3,fixed,0.11,31125,1125,0.03614457831325301,1.0,0.0,0.03614457831325301,2.2700000045006163e-05,1.0546892000002117,0.0302,0.8638242684607279,0.8981879477454698,0.8806710189240559,0.9530544236848505,38792,1208,1680,10657,1125,31434.348833808115,395580571.9837616,569581.1278539395,375,11708.827743501735,72365288.74409838,214049.14010680595,True,False,0.8418261471062947,4337,0.99675,4000,0.75475,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,3,recalibrated,0.3169230769230769,31125,1125,0.03614457831325301,1.0,0.0,0.03614457831325301,2.2700000045006163e-05,1.0546892000002117,0.0099,0.8293750506606145,0.9627399322544222,0.8910951447855432,0.9530544236848505,39604,396,2105,10232,1125,31434.348833808115,395580571.9837616,569581.1278539395,375,11708.827743501735,72365288.74409838,214049.14010680595,True,False,0.8086234724463915,4337,0.99475,4000,0.6865,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,4,fixed,0.11,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,4.2499999835854396e-05,1.0879952000013873,0.039875,0.8707141120207506,0.8707141120207506,0.8707141120207506,0.9588483687282159,38405,1595,1595,10742,1500,40014.42247628791,434485937.14913476,670024.8660055131,375,8580.073642479796,38905365.16537315,100443.73815157353,True,False,0.8563523172700023,4337,0.99675,4000,0.76025,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,4,recalibrated,0.344,31500,1500,0.047619047619047616,1.0,0.0,0.047619047619047616,4.2499999835854396e-05,1.0879952000013873,0.01,0.7462916430250466,0.9583636931404185,0.8391359825009115,0.9588483687282159,39600,400,3130,9207,1500,40014.42247628791,434485937.14913476,670024.8660055131,375,8580.073642479796,38905365.16537315,100443.73815157353,True,False,0.8104680654830528,4337,0.995,4000,0.428,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,5,fixed,0.11,31875,1875,0.058823529411764705,1.0,0.0,0.058823529411764705,2.029999996011611e-05,1.1097399000009318,0.03085,0.8743616762584097,0.8973463106230762,0.8857049018802856,0.9682946289616601,38766,1234,1550,10787,1875,50075.38051227262,448879877.23764205,851332.7770430328,375,10060.958035984713,14393940.0885073,181307.91103751972,True,False,0.8595803550841595,4337,0.9965,4000,0.76825,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,5,recalibrated,0.37933333333333336,31875,1875,0.058823529411764705,1.0,0.0,0.058823529411764705,2.029999996011611e-05,1.1097399000009318,0.009975,0.8386155467293507,0.9628664495114007,0.8964561129884758,0.9682946289616601,39601,399,1991,10346,1875,50075.38051227262,448879877.23764205,851332.7770430328,375,10060.958035984713,14393940.0885073,181307.91103751972,True,False,0.7959418953193451,4337,0.99475,4000,0.72875,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,6,fixed,0.11,32250,2250,0.06976744186046512,1.0,0.0,0.06976744186046512,2.3099999452824704e-05,1.1171616000010545,0.030825,0.8709572829699278,0.8970612790115211,0.8838165741311946,0.9536383926400259,38767,1233,1592,10745,2250,61835.73862170703,483532554.3566804,979318.0289738097,375,11760.358109434408,34652677.11903836,127985.25193077687,True,False,0.8605026516024902,4337,0.996,4000,0.75725,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,6,recalibrated,0.3933333333333333,32250,2250,0.06976744186046512,1.0,0.0,0.06976744186046512,2.3099999452824704e-05,1.1171616000010545,0.01,0.7119234822079922,0.9564412501361211,0.816263940520446,0.9536383926400259,39600,400,3554,8783,2250,61835.73862170703,483532554.3566804,979318.0289738097,375,11760.358109434408,34652677.11903836,127985.25193077687,True,False,0.8051648605026516,4337,0.99525,4000,0.3275,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,7,fixed,0.11,32625,2625,0.08045977011494253,1.0,0.0,0.08045977011494253,3.3799999073380604e-05,1.050854299999628,0.0368,0.8703088271054551,0.8794332050126955,0.8748472256172084,0.9621627482370106,38528,1472,1600,10737,2625,73348.03852800846,589280930.7934979,1133294.6626889803,375,11512.299906301427,105748376.43681748,153976.63371517067,True,False,0.8588886326954116,4337,0.99675,4000,0.75625,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,7,recalibrated,0.3310526315789474,32625,2625,0.08045977011494253,1.0,0.0,0.08045977011494253,3.3799999073380604e-05,1.050854299999628,0.00965,0.7827672854016373,0.9615652693418302,0.8630026809651474,0.9621627482370106,39614,386,2680,9657,2625,73348.03852800846,589280930.7934979,1133294.6626889803,375,11512.299906301427,105748376.43681748,153976.63371517067,True,False,0.8044731381139036,4337,0.995,4000,0.547,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,8,fixed,0.11,33000,3000,0.09090909090909091,1.0,0.0,0.09090909090909091,2.300000051036477e-05,1.0750031999996281,0.0204,0.8659317500202642,0.9290373075919646,0.8963752307434133,0.9549431405528086,39184,816,1654,10683,3000,83113.82746164553,700476554.0890098,1322040.722630093,375,9765.788933637074,111195623.29551186,188746.05994111268,True,False,0.8616555222504035,4337,0.99575,4000,0.74075,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
a1truth,rf,4,accumulate,fixed_ratio,ground_truth,none,0.0,0.0,0.2,8,recalibrated,0.31999999999999995,33000,3000,0.09090909090909091,1.0,0.0,0.09090909090909091,2.300000051036477e-05,1.0750031999996281,0.00995,0.7167058442084786,0.956926406926407,0.8195764007971452,0.9549431405528086,39602,398,3495,8842,3000,83113.82746164553,700476554.0890098,1322040.722630093,375,9765.788933637074,111195623.29551186,188746.05994111268,True,False,0.8077011759280609,4337,0.995,4000,0.33975,4000,0.7,1.0,cicids,,,,0.5569658668378843,0.4135990089590664,0.7229013626318295,2000
