scenario,model,seed,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,rf,3,0.05,0,fixed,0.12533333333333332,30000,0,0.0,0.0379,0.876469157817946,0.8770378781734123,0.8767534257682641,0.9640888019777903,38484,1516,1524,10813,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8575051879179156,4337,0.9965,4000,0.777,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,0,recalibrated,0.2163729603729604,30000,0,0.0,0.0097,0.8587176785280052,0.9646694591149153,0.9086152922509542,0.9640888019777903,39612,388,1743,10594,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8349089232188148,4337,0.99625,4000,0.747,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,1,fixed,0.12533333333333332,30079,79,0.002626417101632368,0.060675,0.8856285969036233,0.8182430914401259,0.8506033476060725,0.953681861473616,37573,2427,1411,10926,79,1019.8027972396402,322066.5359162928,1282.1224629210196,79,1019.8027972396402,322066.5359162928,1282.1224629210196,True,False,0.8789485819691031,4337,0.99675,4000,0.78175,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,1,recalibrated,0.46595238095238095,30079,79,0.002626417101632368,0.009925,0.8117046283537327,0.9618672557871482,0.8804290487075787,0.953681861473616,39603,397,2323,10014,79,1019.8027972396402,322066.5359162928,1282.1224629210196,79,1019.8027972396402,322066.5359162928,1282.1224629210196,True,False,0.7883329490431173,4337,0.9945,4000,0.65425,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,2,fixed,0.12533333333333332,30158,158,0.005239074209165064,0.06045,0.884493799140796,0.8186046511627907,0.8502746717575096,0.9624985399610927,37582,2418,1425,10912,158,2936.902198888712,1622598.2074555585,2720.552017579441,79,1917.0994016490718,1300531.6715392657,1438.4295546584212,True,False,0.894627622780724,4337,0.9965,4000,0.7615,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,2,recalibrated,0.40785714285714275,30158,158,0.005239074209165064,0.009825,0.8172975601848099,0.9624856815578465,0.8839696664182702,0.9624985399610927,39607,393,2254,10083,158,2936.902198888712,1622598.2074555585,2720.552017579441,79,1917.0994016490718,1300531.6715392657,1438.4295546584212,True,False,0.7968641918376758,4337,0.995,4000,0.66175,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,3,fixed,0.12533333333333332,30237,237,0.007838079174521282,0.040825,0.8843316851746778,0.8698078609583034,0.8770096463022508,0.9824650299910838,38367,1633,1427,10910,237,11827.656130735893,12829764.73930873,4230.309597559384,79,8890.75393184718,11207166.531853171,1509.7575799799436,True,False,0.8854046575974176,4337,0.99675,4000,0.77075,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,3,recalibrated,0.3486666666666666,30237,237,0.007838079174521282,0.0099,0.8265380562535463,0.9626168224299065,0.8894025294374182,0.9824650299910838,39604,396,2140,10197,237,11827.656130735893,12829764.73930873,4230.309597559384,79,8890.75393184718,11207166.531853171,1509.7575799799436,True,False,0.8118515102605488,4337,0.9955,4000,0.6735,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,4,fixed,0.12533333333333332,30316,316,0.010423538725425518,0.0781,0.8981924292777823,0.7800774375219993,0.8349785246025169,0.9752502857258653,36876,3124,1256,11081,316,12545.44484889841,12950860.793577557,5459.851721159204,79,717.788718162517,121096.05426882807,1229.5421235998203,True,False,0.9322112059026977,4337,0.99675,4000,0.76275,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
a1,rf,3,0.05,4,recalibrated,0.5486666666666667,30316,316,0.010423538725425518,0.009175,0.8034368160817055,0.9642961377565911,0.8765475769366821,0.9752502857258653,39633,367,2425,9912,316,12545.44484889841,12950860.793577557,5459.851721159204,79,717.788718162517,121096.05426882807,1229.5421235998203,True,False,0.7415264007378373,4337,0.99475,4000,0.67925,4000,0.03,cicids,0.031005997113112013,0.0215002287905079,0.09295105899752418,1579
