scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset,fidelity_median,fidelity_p5,fidelity_p95,fidelity_n
a1,xgboost,5,accumulate,fixed_ratio,0.005,0,fixed,0.0815638080239296,30000,0,0.0,0.019625,0.861230445002837,0.9312007011393515,0.8948498757737819,0.9845039829375051,39215,785,1712,10625,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8655752824533087,4337,0.99625,4000,0.7215,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,0,recalibrated,0.1613209992647171,30000,0,0.0,0.00945,0.8465591310691416,0.9650711513583441,0.9019387711041064,0.9845039829375051,39622,378,1893,10444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8351394973483975,4337,0.99625,4000,0.70925,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,1,fixed,0.0815638080239296,30008,8,0.00026659557451346307,0.032275,0.8582313366296507,0.8913208182506945,0.8744631648496862,0.9830789109994326,38709,1291,1749,10588,8,469.1893496131954,514821.262891161,307.42330396129466,8,469.1893496131954,514821.262891161,307.42330396129466,True,False,0.8632695411574821,4337,0.99675,4000,0.71425,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,1,recalibrated,0.302318274974823,30008,8,0.00026659557451346307,0.00935,0.7977628272675691,0.9633907595927956,0.8727885425442291,0.9830789109994326,39626,374,2495,9842,8,469.1893496131954,514821.262891161,307.42330396129466,8,469.1893496131954,514821.262891161,307.42330396129466,True,False,0.8109292137422182,4337,0.9955,4000,0.58575,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,2,fixed,0.0815638080239296,30015,15,0.0004997501249375312,0.026825,0.863905325443787,0.908532946892848,0.8856573043044708,0.9856931881737862,38927,1073,1679,10658,15,568.0010766696591,526912.0256402196,485.3633913589826,7,98.81172705646374,12090.7627490585,177.94008739768793,True,False,0.8777957113211897,4337,0.99675,4000,0.716,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,2,recalibrated,0.24062000215053558,30015,15,0.0004997501249375312,0.00985,0.8049768987598281,0.9618401937046005,0.8764451504721561,0.9856931881737862,39606,394,2406,9931,15,568.0010766696591,526912.0256402196,485.3633913589826,7,98.81172705646374,12090.7627490585,177.94008739768793,True,False,0.8275305510721697,4337,0.99575,4000,0.58975,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,3,fixed,0.0815638080239296,30023,23,0.0007660793391733005,0.028625,0.8638242684607279,0.9029825453312997,0.8829694684949666,0.9841979664829376,38855,1145,1680,10657,23,665.9281964420072,550781.8381900993,562.4201191730864,8,97.92711977234802,23869.812549879778,77.05672781410384,True,False,0.8798708784874337,4337,0.99675,4000,0.7135,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,3,recalibrated,0.2500004470348358,30023,23,0.0007660793391733005,0.008775,0.8284834238469644,0.9667990919409761,0.8923130647343838,0.9841979664829376,39649,351,2116,10221,23,665.9281964420072,550781.8381900993,562.4201191730864,8,97.92711977234802,23869.812549879778,77.05672781410384,True,False,0.8240719391284298,4337,0.99625,4000,0.6655,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,4,fixed,0.0815638080239296,30030,30,0.000999000999000999,0.02135,0.8589608494771824,0.925421360579862,0.8909534218933916,0.9830932266758531,39146,854,1740,10597,30,755.5420955929947,571743.4774537375,700.7934978324774,7,89.61389915098738,20961.639263638197,138.37337865939105,True,False,0.8671893013603874,4337,0.99625,4000,0.71275,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,4,recalibrated,0.29245924949645996,30030,30,0.000999000999000999,0.009125,0.7900624138769555,0.9639042721518988,0.8683683014833623,0.9830932266758531,39635,365,2590,9747,30,755.5420955929947,571743.4774537375,700.7934978324774,7,89.61389915098738,20961.639263638197,138.37337865939105,True,False,0.8132349550380448,4337,0.99575,4000,0.55925,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,5,fixed,0.0815638080239296,30038,38,0.0012650642519475331,0.0304,0.8677960606306233,0.8980036906559302,0.8826414938785605,0.9851295280457162,38784,1216,1631,10706,38,877.0274476342208,590664.1678368024,712.9125043715455,8,121.48535204122624,18920.690383064855,12.119006539068042,True,False,0.8877103988932442,4337,0.99675,4000,0.71725,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,5,recalibrated,0.45564308762550354,30038,38,0.0012650642519475331,0.007325,0.7609629569587419,0.9697345315566573,0.852756835316559,0.9851295280457162,39707,293,2949,9388,38,877.0274476342208,590664.1678368024,712.9125043715455,8,121.48535204122624,18920.690383064855,12.119006539068042,True,False,0.7968641918376758,4337,0.9955,4000,0.4875,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,6,fixed,0.0815638080239296,30045,45,0.0014977533699450823,0.034025,0.8736321634108778,0.8878820331164017,0.8806994606961922,0.9847048938153522,38639,1361,1559,10778,45,916.9209585593968,597188.2315654266,714.5783543915878,7,39.89351092517597,6524.063728624152,1.66585002004223,True,False,0.8877103988932442,4337,0.99675,4000,0.73525,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,6,recalibrated,0.4962078332901001,30045,45,0.0014977533699450823,0.009925,0.7916835535381374,0.9609405745769383,0.8681391938136084,0.9847048938153522,39603,397,2570,9767,45,916.9209585593968,597188.2315654266,714.5783543915878,7,39.89351092517597,6524.063728624152,1.66585002004223,True,False,0.7943278764122665,4337,0.995,4000,0.5855,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,7,fixed,0.0815638080239296,30053,53,0.0017635510597943634,0.02065,0.8675528896814461,0.928354584092289,0.8969244950976284,0.9839882811866743,39174,826,1634,10703,53,981.7659902027566,609253.1622572038,733.0952045576813,8,64.84503164335983,12064.930691777281,18.51685016609348,True,False,0.8577357620474982,4337,0.99675,4000,0.749,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,7,recalibrated,0.3089616000652313,30053,53,0.0017635510597943634,0.008375,0.8208640674394099,0.9679793538520359,0.8883722970305715,0.9839882811866743,39665,335,2210,10127,53,981.7659902027566,609253.1622572038,733.0952045576813,8,64.84503164335983,12064.930691777281,18.51685016609348,True,False,0.8097763430943048,4337,0.99525,4000,0.6585,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,8,fixed,0.0815638080239296,30060,60,0.001996007984031936,0.028075,0.8690929723595687,0.9051920641620937,0.886775287403854,0.983523246129529,38877,1123,1615,10722,60,1081.7747190833074,648986.5309740112,941.0914355447227,7,100.00872888055093,39733.36871680732,207.9962309870414,True,False,0.8556605948812543,4337,0.99675,4000,0.756,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,8,recalibrated,0.2859237492084503,30060,60,0.001996007984031936,0.009025,0.8492340115100916,0.9666912714522975,0.9041639697950378,0.983523246129529,39639,361,1860,10477,60,1081.7747190833074,648986.5309740112,941.0914355447227,7,100.00872888055093,39733.36871680732,207.9962309870414,True,False,0.8113903620013835,4337,0.99625,4000,0.74325,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,9,fixed,0.0815638080239296,30068,68,0.0022615405081814555,0.023225,0.8727405365972278,0.9205711354309165,0.8960179752839845,0.985128877563427,39071,929,1570,10767,68,1154.804090603968,663180.5571369599,1061.0395699576536,8,73.02937152066056,14194.026162948721,119.94813441293087,True,False,0.8699561909153793,4337,0.99675,4000,0.75175,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,9,recalibrated,0.16003604233264923,30068,68,0.0022615405081814555,0.00645,0.8541784874766961,0.9761022600963319,0.9110794103661436,0.985128877563427,39742,258,1799,10538,68,1154.804090603968,663180.5571369599,1061.0395699576536,8,73.02937152066056,14194.026162948721,119.94813441293087,True,False,0.8554300207516716,4337,0.9965,4000,0.7105,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,10,fixed,0.0815638080239296,30075,75,0.0024937655860349127,0.01925,0.8724973656480506,0.9332408531298769,0.9018474299359054,0.9852152569506363,39230,770,1573,10764,75,1174.794987215204,664722.4287334628,1127.5691029636682,7,19.990896611236025,1541.8715965029378,66.52953300601453,True,False,0.870186765044962,4337,0.99675,4000,0.75075,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,10,recalibrated,0.29314327239990234,30075,75,0.0024937655860349127,0.01,0.8342384696441598,0.9625888514777403,0.8938295193017499,0.9852152569506363,39600,400,2045,10292,75,1174.794987215204,664722.4287334628,1127.5691029636682,7,19.990896611236025,1541.8715965029378,66.52953300601453,True,False,0.8173852893705327,4337,0.996,4000,0.69075,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,11,fixed,0.0815638080239296,30083,83,0.002759033341089652,0.036175,0.8608251600875415,0.8800861854644899,0.8703491230945746,0.9835640046202481,38553,1447,1717,10620,83,1278.2568209641095,705936.1614388449,1241.3734927321343,8,103.46183374890545,41213.73270538199,113.80438976846611,True,False,0.8678810237491353,4337,0.99675,4000,0.71725,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,11,recalibrated,0.19467422366142273,30083,83,0.002759033341089652,0.0092,0.8436410796790144,0.9658500371195249,0.9006186994332194,0.9835640046202481,39632,368,1929,10408,83,1278.2568209641095,705936.1614388449,1241.3734927321343,8,103.46183374890545,41213.73270538199,113.80438976846611,True,False,0.8332949043117363,4337,0.99575,4000,0.70275,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,12,fixed,0.0815638080239296,30090,90,0.0029910269192422734,0.028975,0.8795493231741914,0.9034970857618652,0.8913623855095083,0.9868115637918456,38841,1159,1486,10851,90,1371.3994971058755,724271.634968228,1446.426398229591,7,93.14267614176609,18335.473529383224,205.05290549745672,True,False,0.8856352317270002,4337,0.99625,4000,0.75625,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,12,recalibrated,0.20796793699264526,30090,90,0.0029910269192422734,0.006275,0.8552322282564643,0.9767635623032772,0.9119668092830286,0.9868115637918456,39749,251,1786,10551,90,1371.3994971058755,724271.634968228,1446.426398229591,7,93.14267614176609,18335.473529383224,205.05290549745672,True,False,0.8263776804242564,4337,0.99575,4000,0.746,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
a1,xgboost,5,accumulate,fixed_ratio,0.005,13,fixed,0.0815638080239296,30098,98,0.0032560303010166786,0.028025,0.8695793142579233,0.9053928601569753,0.8871247829322749,0.985465885142255,38879,1121,1609,10728,98,1483.8917661981395,751308.9106492084,1576.144079336707,8,112.492269092264,27037.275680980336,129.7176811071157,True,False,0.8625778187687342,4337,0.99675,4000,0.75,4000,0.01,cicids,0.016049075016400672,0.007851253422407261,0.07857755187092631,151
