scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,xgboost,5,accumulate,fixed_ratio,0.005,0,fixed,0.0815638080239296,30000,0,0.0,0.019625,0.861230445002837,0.9312007011393515,0.8948498757737819,0.9845039829375051,39215,785,1712,10625,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8655752824533087,4337,0.99625,4000,0.7215,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,0,recalibrated,0.1613209992647171,30000,0,0.0,0.00945,0.8465591310691416,0.9650711513583441,0.9019387711041064,0.9845039829375051,39622,378,1893,10444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8351394973483975,4337,0.99625,4000,0.70925,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,1,fixed,0.0815638080239296,30008,8,0.00026659557451346307,0.036375,0.8712004539191052,0.8807670245021716,0.8759576202118988,0.9838217232714599,38545,1455,1589,10748,8,117.0,84014.0,685.092726,8,117.0,84014.0,685.092726,True,False,0.8600415033433249,4337,0.99675,4000,0.75775,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,1,recalibrated,0.3178476393222809,30008,8,0.00026659557451346307,0.0077,0.8471265299505553,0.9713728041639558,0.905005195704884,0.9838217232714599,39692,308,1886,10451,8,117.0,84014.0,685.092726,8,117.0,84014.0,685.092726,True,False,0.802167396818077,4337,0.9955,4000,0.7475,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,2,fixed,0.0815638080239296,30015,15,0.0004997501249375312,0.05485,0.8740374483261732,0.83093164830084,0.8519396381449,0.9847023334278998,37806,2194,1554,10783,15,197.0,156567.0,1153.874076,7,80.0,72553.0,468.78135,True,False,0.8651141341941434,4337,0.99675,4000,0.761,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,2,recalibrated,0.2687872350215912,30015,15,0.0004997501249375312,0.00985,0.8484234416795007,0.9637234140502716,0.9024053797741185,0.9847023334278998,39606,394,1870,10467,15,197.0,156567.0,1153.874076,7,80.0,72553.0,468.78135,True,False,0.8026285450772424,4337,0.99575,4000,0.75075,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,3,fixed,0.0815638080239296,30023,23,0.0007660793391733005,0.047775,0.8746048472075869,0.849539406345957,0.8618899273104881,0.9858262503039636,38089,1911,1547,10790,23,292.0,240716.0,1733.0940260000002,8,95.0,84149.0,579.21995,True,False,0.8570440396587503,4337,0.9965,4000,0.77175,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,3,recalibrated,0.2727978825569153,30023,23,0.0007660793391733005,0.01,0.8529626327308097,0.9633800238029845,0.9048151332760104,0.9858262503039636,39600,400,1814,10523,23,292.0,240716.0,1733.0940260000002,8,95.0,84149.0,579.21995,True,False,0.8180770117592806,4337,0.996,4000,0.74775,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,4,fixed,0.0815638080239296,30030,30,0.000999000999000999,0.0211,0.8718489097835779,0.9272413793103448,0.8986924008856582,0.9858039302504661,39156,844,1581,10756,30,378.0,303733.0,2265.693403,7,86.0,63017.0,532.599377,True,False,0.8646529859349781,4337,0.9965,4000,0.755,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.005,4,recalibrated,0.19730724394321442,30030,30,0.000999000999000999,0.0083,0.8592040204263597,0.9696304427369191,0.9110834157032962,0.9858039302504661,39668,332,1737,10600,30,378.0,303733.0,2265.693403,7,86.0,63017.0,532.599377,True,False,0.8374452386442242,4337,0.996,4000,0.746,4000,,cicids
