scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,xgboost,5,accumulate,fixed_ratio,0.01,0,fixed,0.0815638080239296,30000,0,0.0,0.019625,0.861230445002837,0.9312007011393515,0.8948498757737819,0.9845039829375051,39215,785,1712,10625,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8655752824533087,4337,0.99625,4000,0.7215,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,0,recalibrated,0.1613209992647171,30000,0,0.0,0.00945,0.8465591310691416,0.9650711513583441,0.9019387711041064,0.9845039829375051,39622,378,1893,10444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8351394973483975,4337,0.99625,4000,0.70925,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,1,fixed,0.0815638080239296,30015,15,0.0004997501249375312,0.018775,0.8725784226311096,0.9347863841611671,0.9026118307969647,0.987901430655751,39249,751,1572,10765,15,197.0,156567.0,1153.874076,15,197.0,156567.0,1153.874076,True,False,0.8632695411574821,4337,0.99675,4000,0.7585,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,1,recalibrated,0.20955903828144073,30015,15,0.0004997501249375312,0.009375,0.860419875172246,0.9658780709736123,0.9101041711321644,0.987901430655751,39625,375,1722,10615,15,197.0,156567.0,1153.874076,15,197.0,156567.0,1153.874076,True,False,0.8367535162554761,4337,0.99625,4000,0.75025,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,2,fixed,0.0815638080239296,30030,30,0.000999000999000999,0.010275,0.8748480181567642,0.9633166726169226,0.9169534004502783,0.9895945590500121,39589,411,1544,10793,30,378.0,303733.0,2265.693403,15,181.0,147166.0,1111.819327,True,False,0.870186765044962,4337,0.99675,4000,0.758,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,2,recalibrated,0.08467356115579605,30030,30,0.000999000999000999,0.009975,0.8748480181567642,0.964349535382416,0.91742105486846,0.9895945590500121,39601,399,1544,10793,30,378.0,303733.0,2265.693403,15,181.0,147166.0,1111.819327,True,False,0.870186765044962,4337,0.99675,4000,0.758,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,3,fixed,0.0815638080239296,30045,45,0.0014977533699450823,0.032025,0.8771986706654779,0.8941584731058415,0.8855973813420622,0.9861321532787549,38719,1281,1515,10822,45,559.0,471392.0,3474.7812430000004,15,181.0,167659.0,1209.08784,True,False,0.8609637998616555,4337,0.997,4000,0.775,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,3,recalibrated,0.159646138548851,30045,45,0.0014977533699450823,0.009875,0.8634189835454325,0.9642436860686159,0.9110502907971263,0.9861321532787549,39605,395,1685,10652,45,559.0,471392.0,3474.7812430000004,15,181.0,167659.0,1209.08784,True,False,0.8427484436246253,4337,0.99625,4000,0.753,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,4,fixed,0.0815638080239296,30061,61,0.0020292072785336483,0.02415,0.8797924941233687,0.918274111675127,0.8986215175725463,0.9879938082597066,39034,966,1483,10854,61,748.0,652713.0,4607.198524,16,189.0,181321.0,1132.417281,True,False,0.8722619322112058,4337,0.9965,4000,0.77125,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,4,recalibrated,0.1918274462223053,30061,61,0.0020292072785336483,0.009475,0.857663937748237,0.9654197080291971,0.9083572992230758,0.9879938082597066,39621,379,1756,10581,61,748.0,652713.0,4607.198524,16,189.0,181321.0,1132.417281,True,False,0.8298362923679963,4337,0.99575,4000,0.74975,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,5,fixed,0.0815638080239296,30076,76,0.0025269317728421332,0.04395,0.881818918699846,0.8608847036480177,0.8712260751181229,0.9859112912377401,38242,1758,1458,10879,76,940.0,823979.0,6033.631792,15,192.0,171266.0,1426.433268,True,False,0.868803320267466,4337,0.9965,4000,0.78125,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,5,recalibrated,0.23923055827617645,30076,76,0.0025269317728421332,0.009575,0.8564480830023506,0.9650196364964837,0.9074980675083741,0.9859112912377401,39617,383,1771,10566,76,940.0,823979.0,6033.631792,15,192.0,171266.0,1426.433268,True,False,0.8240719391284298,4337,0.99575,4000,0.75225,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,6,fixed,0.0815638080239296,30091,91,0.0030241600478548404,0.0401,0.8753343600551188,0.8706764492461502,0.8729991915925628,0.9828189551754883,38396,1604,1538,10799,91,1168.0,985454.0,7068.589962,15,228.0,161475.0,1034.95817,True,False,0.8591192068249942,4337,0.99675,4000,0.7715,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,6,recalibrated,0.4460028409957886,30091,91,0.0030241600478548404,0.0097,0.8498824673745643,0.9643152763726662,0.9034898750538561,0.9828189551754883,39612,388,1852,10485,91,1168.0,985454.0,7068.589962,15,228.0,161475.0,1034.95817,True,False,0.8109292137422182,4337,0.99575,4000,0.74625,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,7,fixed,0.0815638080239296,30106,106,0.0035208928452800108,0.011375,0.8786576963605415,0.9597166888003541,0.9174001354096141,0.9865306972926967,39545,455,1497,10840,106,1371.0,1164756.0,8299.244911,15,203.0,179302.0,1230.654949,True,False,0.8556605948812543,4337,0.99625,4000,0.786,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,7,recalibrated,0.08545448631048203,30106,106,0.0035208928452800108,0.00865,0.8779281835130096,0.9690435716202916,0.9212384111593094,0.9865306972926967,39654,346,1506,10831,106,1371.0,1164756.0,8299.244911,15,203.0,179302.0,1230.654949,True,False,0.8542771501037584,4337,0.99625,4000,0.78525,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,8,fixed,0.0815638080239296,30121,121,0.004017130905348428,0.04765,0.885385425954446,0.8514303531062437,0.8680759755225305,0.9866691243819405,38094,1906,1414,10923,121,1608.0,1338058.0,9355.615986,15,237.0,173302.0,1056.371075,True,False,0.8697256167857966,4337,0.99675,4000,0.791,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,8,recalibrated,0.23133893311023712,30121,121,0.004017130905348428,0.007375,0.8662559779525006,0.9731378619559279,0.9165916205669197,0.9866691243819405,39705,295,1650,10687,121,1608.0,1338058.0,9355.615986,15,237.0,173302.0,1056.371075,True,False,0.8346783490892322,4337,0.99625,4000,0.7705,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,9,fixed,0.0815638080239296,30136,136,0.004512874966817096,0.027825,0.881008348869255,0.9071106659989985,0.8938689913236564,0.9870455540244792,38887,1113,1468,10869,136,1790.0,1518337.0,10371.888906,15,182.0,180279.0,1016.27292,True,False,0.8625778187687342,4337,0.9965,4000,0.7855,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,9,recalibrated,0.1984207034111023,30136,136,0.004512874966817096,0.009375,0.8569344249007051,0.9657440394628666,0.9080913932314035,0.9870455540244792,39625,375,1765,10572,136,1790.0,1518337.0,10371.888906,15,182.0,180279.0,1016.27292,True,False,0.826608254553839,4337,0.996,4000,0.75075,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,10,fixed,0.0815638080239296,30152,152,0.0050411249668347044,0.0219,0.8804409499878415,0.9253705912421196,0.9023468328141226,0.987482617329983,39124,876,1475,10862,152,1989.0,1709557.0,11568.837152,16,199.0,191220.0,1196.948246,True,False,0.8600415033433249,4337,0.99675,4000,0.78625,4000,,cicids
s0,xgboost,5,accumulate,fixed_ratio,0.01,10,recalibrated,0.20068113505840302,30152,152,0.0050411249668347044,0.009675,0.8596903623247143,0.9647957791321751,0.9092156022288899,0.987482617329983,39613,387,1731,10606,152,1989.0,1709557.0,11568.837152,16,199.0,191220.0,1196.948246,True,False,0.8346783490892322,4337,0.99625,4000,0.75025,4000,,cicids
