scenario,model,seed,retention,budget_mode,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,rf,4,accumulate,fixed_ratio,0.005,0,fixed,0.11,30000,0,0.0,0.047625,0.8770365566993596,0.850294695481336,0.8634586226159126,0.9744534641728135,38095,1905,1517,10820,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.857966336177081,4337,0.9965,4000,0.77825,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,0,recalibrated,0.2346666666666667,30000,0,0.0,0.00985,0.8592040204263597,0.9641622703292705,0.9086622948009085,0.9744534641728135,39606,394,1737,10600,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.8360617938667282,4337,0.996,4000,0.7475,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,1,fixed,0.11,30008,8,0.00026659557451346307,0.044625,0.8818999756829051,0.8590604026845637,0.8703303735701144,0.9597558816973333,38215,1785,1457,10880,8,102.0,95724.0,654.792854,8,102.0,95724.0,654.792854,True,False,0.8727230804703712,4337,0.997,4000,0.77675,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,1,recalibrated,0.4516190476190476,30008,8,0.00026659557451346307,0.00955,0.8441274215773689,0.9646165246387551,0.9003587947953141,0.9597558816973333,39618,382,1923,10414,8,102.0,95724.0,654.792854,8,102.0,95724.0,654.792854,True,False,0.8030896933364077,4337,0.995,4000,0.73775,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,2,fixed,0.11,30015,15,0.0004997501249375312,0.033775,0.8794682661911324,0.8892713711990821,0.8843426522128943,0.9613649144848829,38649,1351,1487,10850,15,193.0,179318.0,1231.97908,7,91.0,83594.0,577.186226,True,False,0.8683421720083007,4337,0.9965,4000,0.7745,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,2,recalibrated,0.4445714285714286,30015,15,0.0004997501249375312,0.00995,0.8433979087298371,0.9631583819309452,0.8993085566119274,0.9613649144848829,39602,398,1932,10405,15,193.0,179318.0,1231.97908,7,91.0,83594.0,577.186226,True,False,0.7996310813926677,4337,0.994,4000,0.74025,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,3,fixed,0.11,30023,23,0.0007660793391733005,0.03285,0.8725784226311096,0.8912161602781687,0.8817988204456093,0.970576033476534,38686,1314,1572,10765,23,293.0,274880.0,2030.5572000000002,8,100.0,95562.0,798.57812,True,False,0.8628083928983168,4337,0.99675,4000,0.759,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,3,recalibrated,0.2714285714285714,30023,23,0.0007660793391733005,0.0097,0.8536921455783416,0.9644688644688645,0.9057058090037409,0.970576033476534,39612,388,1805,10532,23,293.0,274880.0,2030.5572000000002,8,100.0,95562.0,798.57812,True,False,0.8180770117592806,4337,0.99575,4000,0.75025,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,4,fixed,0.11,30030,30,0.000999000999000999,0.0498,0.8779281835130096,0.8446541370974031,0.8609697933227345,0.9685259716705844,38008,1992,1506,10831,30,372.0,358460.0,2497.6623820000004,7,79.0,83580.0,467.105182,True,False,0.8667281531012221,4337,0.99675,4000,0.77125,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,4,recalibrated,0.47295238095238096,30030,30,0.000999000999000999,0.0092,0.8403177433735917,0.9657196087564043,0.8986650485436893,0.9685259716705844,39632,368,1970,10367,30,372.0,358460.0,2497.6623820000004,7,79.0,83580.0,467.105182,True,False,0.7910998385981093,4337,0.99475,4000,0.73925,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,5,fixed,0.11,30038,38,0.0012650642519475331,0.064475,0.8795493231741914,0.8079672375279225,0.842240074513913,0.970973495379752,37421,2579,1486,10851,38,467.0,454515.0,3145.0904420000006,8,95.0,96055.0,647.42806,True,False,0.8738759511182845,4337,0.99675,4000,0.7685,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,5,recalibrated,0.4512380952380952,30038,38,0.0012650642519475331,0.01,0.8452622193401962,0.963058736608792,0.90032376429959,0.970973495379752,39600,400,1909,10428,38,467.0,454515.0,3145.0904420000006,8,95.0,96055.0,647.42806,True,False,0.8040119898547383,4337,0.994,4000,0.74125,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,6,fixed,0.11,30045,45,0.0014977533699450823,0.03655,0.8804409499878415,0.8813696851671535,0.8809050727869917,0.9727901201669774,38538,1462,1475,10862,45,555.0,526655.0,3682.9041430000007,7,88.0,72140.0,537.813701,True,False,0.8549688724925063,4337,0.9965,4000,0.792,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,6,recalibrated,0.5602790346907994,30045,45,0.0014977533699450823,0.008825,0.8320499311015644,0.9667545677152006,0.8943585275539099,0.9727901201669774,39647,353,2072,10265,45,555.0,526655.0,3682.9041430000007,7,88.0,72140.0,537.813701,True,False,0.7719621858427484,4337,0.995,4000,0.73425,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,7,fixed,0.11,30053,53,0.0017635510597943634,0.02915,0.9016778795493232,0.9051261187957689,0.9033987087343159,0.9742182489665234,38834,1166,1213,11124,53,647.0,610664.0,4265.057386,8,92.0,84009.0,582.153243,True,False,0.8683421720083007,4337,0.99675,4000,0.84275,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,7,recalibrated,0.41666666666666663,30053,53,0.0017635510597943634,0.0096,0.8443705925265461,0.964447736320711,0.9004235456824272,0.9742182489665234,39616,384,1920,10417,53,647.0,610664.0,4265.057386,8,92.0,84009.0,582.153243,True,False,0.8010145261701637,4337,0.995,4000,0.74075,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,8,fixed,0.11,30060,60,0.001996007984031936,0.03055,0.8872497365648051,0.8995726495726496,0.893368700265252,0.9749603307124909,38778,1222,1391,10946,60,731.0,682411.0,4851.761581000001,7,84.0,71747.0,586.704195,True,False,0.8683421720083007,4337,0.99675,4000,0.79825,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,8,recalibrated,0.41466666666666674,30060,60,0.001996007984031936,0.008375,0.8453432763232552,0.968877740616871,0.9029046361629367,0.9749603307124909,39665,335,1908,10429,60,731.0,682411.0,4851.761581000001,7,84.0,71747.0,586.704195,True,False,0.8033202674659903,4337,0.99425,4000,0.742,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,9,fixed,0.11,30068,68,0.0022615405081814555,0.06175,0.8866823376833914,0.8157953613244836,0.849763069991455,0.9835290356245441,37530,2470,1398,10939,68,839.0,779213.0,5569.462117000001,8,108.0,96802.0,717.700536,True,False,0.8598109292137422,4337,0.996,4000,0.8065,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,9,recalibrated,0.33,30068,68,0.0022615405081814555,0.0096,0.8538542595444597,0.964828723209379,0.9059557084497957,0.9835290356245441,39616,384,1803,10534,68,839.0,779213.0,5569.462117000001,8,108.0,96802.0,717.700536,True,False,0.8067788794097303,4337,0.995,4000,0.76375,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,10,fixed,0.11,30075,75,0.0024937655860349127,0.076,0.9151333387371322,0.787857641311933,0.846739415757303,0.9757727324308989,36960,3040,1047,11290,75,921.0,863220.0,6038.616991000001,7,82.0,84007.0,469.154874,True,False,0.8773345630620244,4337,0.997,4000,0.87425,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,10,recalibrated,0.4506666666666667,30075,75,0.0024937655860349127,0.009975,0.8431547377806599,0.9630589760207389,0.8991269772668339,0.9757727324308989,39601,399,1935,10402,75,921.0,863220.0,6038.616991000001,7,82.0,84007.0,469.154874,True,False,0.7973253400968411,4337,0.99475,4000,0.74125,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,11,fixed,0.11,30083,83,0.002759033341089652,0.0477,0.8949501499554187,0.8526527144953279,0.8732895673495215,0.9769498561238551,38092,1908,1296,11041,83,1012.0,958714.0,6615.777046000001,8,91.0,95494.0,577.160055,True,False,0.8639612635462302,4337,0.99675,4000,0.82675,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,11,recalibrated,0.2733333333333334,30083,83,0.002759033341089652,0.0091,0.8647158952743779,0.9670050761421319,0.9130044075484617,0.9769498561238551,39636,364,1669,10668,83,1012.0,958714.0,6615.777046000001,8,91.0,95494.0,577.160055,True,False,0.8323726077934056,4337,0.996,4000,0.7685,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,12,fixed,0.11,30090,90,0.0029910269192422734,0.034575,0.9105941476858231,0.8903859871601807,0.9003766931153323,0.9835875729512847,38617,1383,1103,11234,90,1107.0,1030761.0,7009.983884000001,7,95.0,72047.0,394.206838,True,False,0.8780262854507724,4337,0.9965,4000,0.86,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,12,recalibrated,0.4766666666666666,30090,90,0.0029910269192422734,0.00975,0.8368322931020508,0.9635990293074482,0.8957528957528959,0.9835875729512847,39610,390,2013,10324,90,1107.0,1030761.0,7009.983884000001,7,95.0,72047.0,394.206838,True,False,0.7772653908231496,4337,0.99475,4000,0.7435,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,13,fixed,0.11,30098,98,0.0032560303010166786,0.0606,0.905973899651455,0.8217778104551136,0.8618243503739685,0.9745300528896814,37576,2424,1160,11177,98,1219.0,1114743.0,7586.774267000001,8,112.0,83982.0,576.790383,True,False,0.8722619322112058,4337,0.99675,4000,0.85175,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,13,recalibrated,0.37066666666666664,30098,98,0.0032560303010166786,0.01,0.8486666126286779,0.9632014719411224,0.902313956995734,0.9745300528896814,39600,400,1867,10470,98,1219.0,1114743.0,7586.774267000001,8,112.0,83982.0,576.790383,True,False,0.8106986396126354,4337,0.99525,4000,0.74325,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,14,fixed,0.11,30106,106,0.0035208928452800108,0.0331,0.8902488449379914,0.8924189485658568,0.8913325758805389,0.9825174221852963,38676,1324,1354,10983,106,1318.0,1210368.0,8219.379229,8,99.0,95625.0,632.604962,True,False,0.8614249481208208,4337,0.997,4000,0.81475,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,14,recalibrated,0.34666666666666673,30106,106,0.0035208928452800108,0.00935,0.8475318148658507,0.965466297322253,0.9026632710320714,0.9825174221852963,39626,374,1881,10456,106,1318.0,1210368.0,8219.379229,8,99.0,95625.0,632.604962,True,False,0.8081623241872262,4337,0.99525,4000,0.7425,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,15,fixed,0.11,30113,113,0.003752532128980839,0.032225,0.8832779443949096,0.8942228787132775,0.8887167149206866,0.9805135689389641,38711,1289,1440,10897,113,1388.0,1270047.0,8612.181392,7,70.0,59679.0,392.802163,True,False,0.8568134655291676,4337,0.99675,4000,0.7985,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,15,recalibrated,0.4666666666666666,30113,113,0.003752532128980839,0.00985,0.842344167950069,0.9634711663267198,0.8988453055399386,0.9805135689389641,39606,394,1945,10392,113,1388.0,1270047.0,8612.181392,7,70.0,59679.0,392.802163,True,False,0.7940973022826839,4337,0.995,4000,0.742,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,16,fixed,0.11,30121,121,0.004017130905348428,0.032125,0.9159439085677231,0.8978943186332936,0.9068293074392104,0.9816547063710789,38715,1285,1037,11300,121,1491.0,1365547.0,9356.298416,8,103.0,95500.0,744.117024,True,False,0.9107678118515102,4337,0.99675,4000,0.84075,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,16,recalibrated,0.32426931567328915,30121,121,0.004017130905348428,0.009825,0.855880684120937,0.9641161431701972,0.9067800249044613,0.9816547063710789,39607,393,1778,10559,121,1491.0,1365547.0,9356.298416,8,103.0,95500.0,744.117024,True,False,0.8111597878718008,4337,0.995,4000,0.76525,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,17,fixed,0.11,30128,128,0.004248539564524694,0.032375,0.8968144605657777,0.895218059713569,0.8960155490767736,0.9808841128313204,38705,1295,1273,11064,128,1573.0,1425477.0,9634.486230999999,7,82.0,59930.0,278.187815,True,False,0.8736453769887018,4337,0.996,4000,0.82275,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,17,recalibrated,0.3,30128,128,0.004248539564524694,0.009925,0.8584745075788279,0.9638696760101929,0.9081243301178992,0.9808841128313204,39603,397,1746,10591,128,1573.0,1425477.0,9634.486230999999,7,82.0,59930.0,278.187815,True,False,0.8155406963338714,4337,0.995,4000,0.7685,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,18,fixed,0.11,30136,136,0.004512874966817096,0.02895,0.8887898192429278,0.9044790893343232,0.8965658217497955,0.9771726321228824,38842,1158,1372,10965,136,1679.0,1521194.0,10367.873719,8,106.0,95717.0,733.387488,True,False,0.8632695411574821,4337,0.997,4000,0.80825,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,18,recalibrated,0.3961904761904762,30136,136,0.004512874966817096,0.0097,0.8470454729674961,0.9642000369071785,0.9018338727076591,0.9771726321228824,39612,388,1887,10450,136,1679.0,1521194.0,10367.873719,8,106.0,95717.0,733.387488,True,False,0.8079317500576435,4337,0.99525,4000,0.74125,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,19,fixed,0.11,30143,143,0.004744053345718741,0.038325,0.8918699845991732,0.8777121888959796,0.8847344510111367,0.9810806820945125,38467,1533,1334,11003,143,1777.0,1605115.0,11018.491735,7,98.0,83921.0,650.618016,True,False,0.8706479133041273,4337,0.99625,4000,0.8105,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,19,recalibrated,0.4308571428571429,30143,143,0.004744053345718741,0.009925,0.8453432763232552,0.9633290227230741,0.9004878469973664,0.9810806820945125,39603,397,1908,10429,143,1777.0,1605115.0,11018.491735,7,98.0,83921.0,650.618016,True,False,0.8044731381139036,4337,0.99425,4000,0.74075,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,20,fixed,0.11,30151,151,0.005008125766972903,0.052875,0.8874929075139824,0.8381047152480098,0.8620920436203299,0.97367419854908,37885,2115,1388,10949,151,1874.0,1703140.0,11520.49485,8,97.0,98025.0,502.003115,True,False,0.86741987548997,4337,0.9965,4000,0.80025,4000,,cicids
s0,rf,4,accumulate,fixed_ratio,0.005,20,recalibrated,0.23447619047619045,30151,151,0.005008125766972903,0.008975,0.8716057388344006,0.9676925845932326,0.9171393236385348,0.97367419854908,39641,359,1584,10753,151,1874.0,1703140.0,11520.49485,8,97.0,98025.0,502.003115,True,False,0.843670740142956,4337,0.9965,4000,0.777,4000,,cicids
